index,id,brewery_id,brewery_name,beer_name,style,ounces,abv,ibu,city,state
651,659,515,Crabtree Brewing Company,Crabtree Oatmeal Stout,Oatmeal Stout,16,0.075,29,Greeley,CO
652,556,515,Crabtree Brewing Company,Eclipse Black IPA,American Black Ale,16,0.077,71,Greeley,CO
653,2538,63,Crazy Mountain Brewing Company,Neomexicanus Native,American Pale Ale (APA),12,0.06,46,Edwards,CO
654,2355,63,Crazy Mountain Brewing Company,Old Soul,Belgian Strong Pale Ale,12,0.075,25,Edwards,CO
655,1689,63,Crazy Mountain Brewing Company,Snowcat Coffee Stout,American Stout,12,0.059,,Edwards,CO
656,1163,63,Crazy Mountain Brewing Company,WinterWonderGrass Festival Ale,American Amber / Red Ale,12,,,Edwards,CO
657,940,63,Crazy Mountain Brewing Company,Boohai Red Ale,American Amber / Red Ale,12,,,Edwards,CO
658,685,63,Crazy Mountain Brewing Company,Lava Lake Wit,Witbier,12,0.052,15,Edwards,CO
659,613,63,Crazy Mountain Brewing Company,Mountain Livin' Pale Ale,American Pale Ale (APA),12,0.06,,Edwards,CO
660,356,63,Crazy Mountain Brewing Company,Crazy Mountain Amber Ale,American Amber / Red Ale,12,0.052,25,Edwards,CO
661,2029,247,Creature Comforts,Tropicalia,American IPA,12,0.065,65,Athens,GA
662,2028,247,Creature Comforts,Athena,Berliner Weissbier,12,0.045,,Athens,GA
663,2293,169,Crooked Fence Brewing Company,Aviator Raspberry Blonde,American Blonde Ale,12,0.049,25,Garden City,ID
664,1105,169,Crooked Fence Brewing Company,3 Picket Porter,American Porter,12,0.055,,Garden City,ID
665,1104,169,Crooked Fence Brewing Company,Rusty Nail Pale Ale,American Pale Ale (APA),12,0.056,,Garden City,ID
666,2145,212,Crow Peak Brewing Company,Red Water Irish Style Red,American Amber / Red Ale,12,0.065,,Spearfish,SD
667,1804,212,Crow Peak Brewing Company,Mj?llnir,Herbed / Spiced Beer,12,0.066,,Spearfish,SD
668,1602,212,Crow Peak Brewing Company,Bear Butte Nut Brown Ale,American Brown Ale,12,0.055,,Spearfish,SD
669,1301,212,Crow Peak Brewing Company,Easy Livin' Summer Ale,American Blonde Ale,12,0.045,,Spearfish,SD
670,542,212,Crow Peak Brewing Company,Canyon Cream Ale,Cream Ale,12,0.055,,Spearfish,SD
671,272,212,Crow Peak Brewing Company,Pile O'Dirt Porter,American Porter,12,0.069,,Spearfish,SD
672,271,212,Crow Peak Brewing Company,11th Hour IPA,American IPA,12,0.06,,Spearfish,SD
673,1057,472,Crystal Springs Brewing Company,South Ridge Amber Ale,American Amber / Red Ale,16,0.06,31,Boulder,CO
674,681,472,Crystal Springs Brewing Company,Summertime Ale,K?lsch,16,0.052,23,Boulder,CO
675,1789,315,Cutters Brewing Company,Lost River Blonde Ale,American Blonde Ale,16,0.049,,Avon,IN
676,1788,315,Cutters Brewing Company,Monon Wheat,Witbier,16,0.054,,Avon,IN
677,1787,315,Cutters Brewing Company,Floyd's Folly,Scottish Ale,16,0.08,,Avon,IN
678,1786,315,Cutters Brewing Company,Half Court IPA,American IPA,16,0.063,,Avon,IN
679,1763,323,D.L. Geary Brewing Company,Geary's Pale Ale,English Pale Ale,12,0.045,,Portland,ME
680,1311,323,D.L. Geary Brewing Company,Geary's Summer Ale,K?lsch,12,0.06,,Portland,ME
681,2078,227,DC Brau Brewing Company,Stone of Arbroath,Scotch Ale / Wee Heavy,12,0.08,,Washington,DC
682,1809,227,DC Brau Brewing Company,The Tradition,American Blonde Ale,12,0.05,15,Washington,DC
683,1263,227,DC Brau Brewing Company,El Hefe Speaks,Hefeweizen,12,0.053,11,Washington,DC
684,1092,227,DC Brau Brewing Company,Penn Quarter Porter,American Porter,12,0.055,,Washington,DC
685,851,227,DC Brau Brewing Company,On the Wings of Armageddon,American Double / Imperial IPA,12,0.092,115,Washington,DC
686,186,227,DC Brau Brewing Company,The Corruption,American IPA,12,0.065,80,Washington,DC
687,185,227,DC Brau Brewing Company,The Citizen,Belgian Pale Ale,12,0.07,,Washington,DC
688,184,227,DC Brau Brewing Company,The Public,American Pale Ale (APA),12,0.06,,Washington,DC
689,1224,451,Dad & Dude's Breweria,Dank IPA,American IPA,16,0.065,,Aurora,CO
690,964,451,Dad & Dude's Breweria,Dank IPA (2012),American IPA,16,0.065,,Aurora,CO
691,1623,358,Daredevil Brewing Company,Lift Off IPA,American IPA,16,0.072,,Shelbyville,IN
692,110,554,Dave's Brewfarm,BrewFarm Select Golden Lager,American Pale Lager,12,0.055,,Wilson,WI
693,1735,333,David's Ale Works,Sprocket Blonde Ale (2006),American Blonde Ale,12,0.05,,Diamond Springs,CA
694,1734,333,David's Ale Works,Sprocket Pale Ale (2006),American Pale Ale (APA),12,0.05,,Diamond Springs,CA
695,1746,330,Dead Armadillo Craft Brewing,Dead Armadillo Amber Ale,American Amber / Red Ale,12,0.063,37,Tulsa,OK
696,2371,127,Deep Ellum Brewing Company,Neato Bandito,Euro Pale Lager,12,0.06,,Dallas,TX
697,2251,127,Deep Ellum Brewing Company,Oak Cliff Coffee Ale,American Brown Ale,12,0.075,33,Dallas,TX
698,2166,127,Deep Ellum Brewing Company,Dream Crusher Double IPA,American Double / Imperial IPA,12,0.085,100,Dallas,TX
699,1827,127,Deep Ellum Brewing Company,Deep Ellum Pale Ale,American Pale Ale (APA),12,0.06,,Dallas,TX
700,1203,127,Deep Ellum Brewing Company,Double Brown Stout,Baltic Porter,12,0.07,,Dallas,TX
701,1202,127,Deep Ellum Brewing Company,Farmhouse Wit,Saison / Farmhouse Ale,16,0.048,25,Dallas,TX
702,1161,127,Deep Ellum Brewing Company,Rye Pils Session Lager,German Pilsener,12,0.046,,Dallas,TX
703,946,127,Deep Ellum Brewing Company,Dallas Blonde,American Blonde Ale,12,0.052,23,Dallas,TX
704,943,127,Deep Ellum Brewing Company,Deep Ellum IPA,American IPA,12,0.07,70,Dallas,TX
705,1886,283,Defiance Brewing Company,Thrasher Session India Pale Ale,American IPA,12,0.045,44,Hays,KS
706,1885,283,Defiance Brewing Company,Gutch English Style Mild Ale,English Pale Mild Ale,12,0.05,16,Hays,KS
707,1213,453,Denali Brewing Company,Chuli Stout,Irish Dry Stout,12,0.059,55,Talkeetna,AK
708,1159,453,Denali Brewing Company,Mother Ale,American Blonde Ale,12,0.056,46,Talkeetna,AK
709,947,453,Denali Brewing Company,Twister Creek India Pale Ale,American IPA,12,0.065,71,Talkeetna,AK
710,929,453,Denali Brewing Company,Single Engine Red,Irish Red Ale,12,0.058,46,Talkeetna,AK
711,1944,263,Denver Beer Company,Incredible Pedal IPA,American IPA,12,0.07,,Denver,CO
712,1943,263,Denver Beer Company,Graham Cracker Porter,American Porter,12,0.05,,Denver,CO
713,1210,454,Deschutes Brewery,Mirror Pond Pale Ale,American Pale Ale (APA),12,0.05,40,Bend,OR
714,2550,57,Destihl Brewery,Weissenheimer,Hefeweizen,12,0.052,16,Bloomington,IL
715,2505,57,Destihl Brewery,Abbey's Single (2015- ),Abbey Single Ale,12,0.049,22,Bloomington,IL
716,2025,57,Destihl Brewery,Vertex IPA,American IPA,12,0.063,76,Bloomington,IL
717,2021,57,Destihl Brewery,Here Gose Nothin',Gose,12,0.05,12,Bloomington,IL
718,2015,57,Destihl Brewery,Strawberry Blonde,Fruit / Vegetable Beer,12,0.05,,Bloomington,IL
719,1888,57,Destihl Brewery,Hoperation Overload,American Double / Imperial IPA,12,0.096,85,Bloomington,IL
720,1887,57,Destihl Brewery,Abbey's Single Ale (Current),Abbey Single Ale,12,0.049,22,Bloomington,IL
721,2051,237,Devil's Backbone Brewing Company,Bravo Four Point,American Pale Ale (APA),12,0.044,45,Lexington,VA
722,1201,237,Devil's Backbone Brewing Company,Striped Bass Pale Ale,American Pale Ale (APA),12,0.052,26,Lexington,VA
723,924,491,Devil's Canyon Brewery,Deadicated Amber,American Amber / Red Ale,16,0.054,27,Belmont,CA
724,731,491,Devil's Canyon Brewery,Kaleidoscope Collaboration 2012,American Black Ale,16,,,Belmont,CA
725,730,491,Devil's Canyon Brewery,California Sunshine Rye IPA,American IPA,16,0.071,85,Belmont,CA
726,647,491,Devil's Canyon Brewery,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16,0.074,12,Belmont,CA
727,1773,319,Dick's Brewing Company,12 Man Pale Ale,American Pale Ale (APA),12,0.045,,Centralia,WA
728,1795,311,Dirty Bucket Brewing Company,Filthy Hoppin' IPA,American IPA,16,0.065,72,Woodinville,WA
729,944,488,Dock Street Brewery,Dock Street Amber Beer (1992),American Amber / Red Ale,12,,,Philadelphia,PA
730,524,531,Dolores River Brewery,Dolores River Hefeweizen,Hefeweizen,16,,,Dolores,CO
731,450,531,Dolores River Brewery,Dolores River ESB,Extra Special / Strong Bitter (ESB),16,,,Dolores,CO
732,449,531,Dolores River Brewery,Snaggletooth Double Pale Ale,American Double / Imperial IPA,16,,,Dolores,CO
733,448,531,Dolores River Brewery,Dolores River Pale Ale,American Pale Ale (APA),16,,,Dolores,CO
734,447,531,Dolores River Brewery,Dolores River Dry Stout,Irish Dry Stout,16,,,Dolores,CO
735,446,531,Dolores River Brewery,Dolores River Mild,English Dark Mild Ale,16,,,Dolores,CO
736,1246,446,Downeast Cider House,Cranberry Blend,Cider,12,0.049,,Leominster,MA
737,977,446,Downeast Cider House,Orignal Blend,Cider,12,0.051,,Leominster,MA
738,881,496,Dry Dock Brewing Company,Hop Abomination,American IPA,12,0.066,100,Aurora,CO
739,880,496,Dry Dock Brewing Company,Apricot Blonde,Fruit / Vegetable Beer,12,0.051,17,Aurora,CO
740,872,496,Dry Dock Brewing Company,Dry Dock Hefeweizen,Hefeweizen,12,0.043,12,Aurora,CO
741,871,496,Dry Dock Brewing Company,Dry Dock Amber Ale,American Amber / Red Ale,12,0.058,49,Aurora,CO
742,1685,340,Due South Brewing Company,Category 3 IPA,American IPA,12,0.061,64,Boynton Beach,FL
743,457,538,Dundee Brewing Company,Dundee Summer Wheat Beer,American Pale Wheat Ale,12,0.045,18,Rochester,NY
744,1590,369,Eddyline Brewery & Restaurant,Pumpkin Patch Ale,Pumpkin Ale,16,0.05,,Buena Vista,CO
745,1382,369,Eddyline Brewery & Restaurant,Crank Yanker IPA,American IPA,16,0.078,74,Buena Vista,CO
746,1110,369,Eddyline Brewery & Restaurant,River Runners Pale Ale,American Pale Ale (APA),16,0.06,,Buena Vista,CO
747,1014,369,Eddyline Brewery & Restaurant,Pumpkin Patch Ale (2012),Pumpkin Ale,16,0.05,,Buena Vista,CO
748,911,369,Eddyline Brewery & Restaurant,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16,0.055,,Buena Vista,CO
749,680,369,Eddyline Brewery & Restaurant,Boater Beer,German Pilsener,16,0.045,,Buena Vista,CO
750,395,369,Eddyline Brewery & Restaurant,Crank Yanker IPA (2011),American IPA,16,0.078,74,Buena Vista,CO
751,1642,352,Elevator Brewing Company,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),16,0.057,,Columbus,OH
752,673,516,Emerald City Beer Company,Dottie Seattle Lager,American Amber / Red Lager,16,0.049,25,Seattle,WA
753,1107,465,Engine 15 Brewing,Nut Sack Imperial Brown Ale,American Brown Ale,12,0.07,,Jacksonville Beach,FL
754,1039,473,Engine House 9,Underachiever,American Adjunct Lager,16,0.05,,Tacoma,WA
755,2477,81,Epic Brewing,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12,0.052,,Denver,CO
756,2008,81,Epic Brewing,Element 29,American Pale Ale (APA),12,0.052,,Denver,CO
757,2004,81,Epic Brewing,Hop Syndrome,American Pale Lager,12,0.05,,Denver,CO
758,2003,81,Epic Brewing,Escape to Colorado,American IPA,12,0.062,,Denver,CO
759,2292,170,Everybody's Brewing,Little Sister India Style Session Ale,American IPA,12,0.043,60,White Salmon,WA
760,1504,170,Everybody's Brewing,Country Boy IPA,American IPA,12,0.062,80,White Salmon,WA
761,2604,26,Evil Czech Brewery,Blonde Czich,American Blonde Ale,16,0.049,23,Mishawaka,IN
762,2432,26,Evil Czech Brewery,White Reaper,Belgian IPA,16,0.07,61,Mishawaka,IN
763,2431,26,Evil Czech Brewery,Bobblehead,American Pale Wheat Ale,16,0.051,,Mishawaka,IN
764,2430,26,Evil Czech Brewery,Lucky Dog,American Pale Ale (APA),16,0.052,,Mishawaka,IN
765,2429,26,Evil Czech Brewery,Voodoo,American Porter,16,0.048,,Mishawaka,IN
766,1967,26,Evil Czech Brewery,General George Patton Pilsner,Czech Pilsener,16,0.054,48,Mishawaka,IN
767,2283,173,Evil Twin Brewing,Nomader Weiss,Berliner Weissbier,12,0.04,,Brooklyn,NY
768,2248,173,Evil Twin Brewing,Molotov Lite,American Double / Imperial IPA,16,0.085,,Brooklyn,NY
769,1287,173,Evil Twin Brewing,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12,0.055,,Brooklyn,NY
770,1286,173,Evil Twin Brewing,Bikini Beer,American IPA,12,0.027,,Brooklyn,NY
771,640,173,Evil Twin Brewing,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12,0.055,,Brooklyn,NY
772,1722,335,Fargo Brewing Company,Iron Horse Pale Ale,American Pale Ale (APA),12,0.05,32,Fargo,ND
773,1435,335,Fargo Brewing Company,Stone's Throw IPA,Scottish Ale,12,0.045,19,Fargo,ND
774,1434,335,Fargo Brewing Company,Wood Chipper India Pale Ale,American IPA,12,0.067,70,Fargo,ND
775,2089,224,Fat Head's Brewery,Trail Head,American Pale Ale (APA),12,0.063,55,Middleburg Heights,OH
776,2088,224,Fat Head's Brewery,Hop Stalker Fresh Hop IPA,American IPA,16,0.07,80,Middleburg Heights,OH
777,1455,405,Fate Brewing Company,Sudice American Stout,American Stout,16,0.07,58,Boulder,CO
778,1454,405,Fate Brewing Company,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16,0.05,20,Boulder,CO
779,1453,405,Fate Brewing Company,Norns Roggenbier,Roggenbier,16,0.05,20,Boulder,CO
780,1452,405,Fate Brewing Company,Laimas K?lsch Style Ale,K?lsch,16,0.05,20,Boulder,CO
781,1451,405,Fate Brewing Company,Moirai India Pale Ale,American IPA,16,0.07,70,Boulder,CO
782,2191,201,Fearless Brewing Company,Loki Red Ale,American Amber / Red Ale,16,0.075,53,Estacada,OR
783,1731,201,Fearless Brewing Company,Peaches & Cream,Fruit / Vegetable Beer,16,0.046,,Estacada,OR
784,1022,201,Fearless Brewing Company,Quaff India Style Session Ale,American IPA,16,0.051,,Estacada,OR
785,895,201,Fearless Brewing Company,Loki Red Ale (2013),American Amber / Red Ale,16,0.075,53,Estacada,OR
786,682,201,Fearless Brewing Company,Mjolnir Imperial IPA,American Double / Imperial IPA,16,0.069,,Estacada,OR
787,112,201,Fearless Brewing Company,Fearless Scottish Ale,Scottish Ale,16,0.05,,Estacada,OR
788,2289,172,Fiddlehead Brewing Company,Mastermind,American Double / Imperial IPA,12,0.081,,Shelburne,VT
789,2027,172,Fiddlehead Brewing Company,Hyzer Flip,American Double / Imperial IPA,16,0.082,,Shelburne,VT
790,1929,172,Fiddlehead Brewing Company,Second Fiddle,American Double / Imperial IPA,16,0.082,80,Shelburne,VT
791,1858,172,Fiddlehead Brewing Company,Hodad Porter,American Porter,16,0.055,30,Shelburne,VT
792,2591,36,Figueroa Mountain Brewing Company,Weiss Weiss Baby,Kristalweizen,12,0.045,,Buellton,CA
793,2590,36,Figueroa Mountain Brewing Company,Czech Yo Self,Czech Pilsener,12,0.055,45,Buellton,CA
794,1968,36,Figueroa Mountain Brewing Company,FMB 101,K?lsch,12,0.048,20,Buellton,CA
795,1981,256,Finch's Beer Company,Hardcore Chimera,American Double / Imperial IPA,16,0.09,,Chicago,IL
796,1664,256,Finch's Beer Company,Sobek & Set,American Black Ale,16,0.08,80,Chicago,IL
797,1663,256,Finch's Beer Company,Nuclear Winter,Belgian Strong Dark Ale,16,0.086,,Chicago,IL
798,1662,256,Finch's Beer Company,Wet Hot American Wheat Ale,American Pale Wheat Ale,16,0.05,22,Chicago,IL
799,941,256,Finch's Beer Company,Secret Stache Stout,American Stout,16,0.053,,Chicago,IL
800,935,256,Finch's Beer Company,Fascist Pig Ale,American Amber / Red Ale,16,0.08,72,Chicago,IL
801,809,256,Finch's Beer Company,Cut Throat Pale Ale,American Pale Ale (APA),16,0.055,,Chicago,IL
802,481,256,Finch's Beer Company,Threadless IPA,American IPA,16,0.075,,Chicago,IL
803,351,256,Finch's Beer Company,Cut Throat Pale Ale (2011),American Pale Ale (APA),16,0.055,,Chicago,IL
804,350,256,Finch's Beer Company,Golden Wing Blonde Ale,American Blonde Ale,16,0.047,,Chicago,IL
805,2569,48,Firestone Walker Brewing Company,Easy Jack,American IPA,12,0.045,47,Paso Robles,CA
806,2463,48,Firestone Walker Brewing Company,Union Jack,American IPA,12,0.075,75,Paso Robles,CA
807,2462,48,Firestone Walker Brewing Company,Pivo Pils,German Pilsener,12,0.053,,Paso Robles,CA
808,1957,48,Firestone Walker Brewing Company,805 Blonde Ale,American Blonde Ale,12,0.047,,Paso Robles,CA
809,1733,48,Firestone Walker Brewing Company,805,American Blonde Ale,12,0.047,20,Paso Robles,CA
810,2624,16,Flat 12 Bierwerks,Deflator,Doppelbock,16,0.065,,Indianapolis,IN
811,2284,16,Flat 12 Bierwerks,Hinchtown Hammer Down,American Blonde Ale,16,0.05,27,Indianapolis,IN
812,1610,16,Flat 12 Bierwerks,Half Cycle IPA,American IPA,16,0.06,104,Indianapolis,IN
813,520,532,Flat Rock Brewing Company,Inclined Plane Ale,American IPA,12,,,Smithton,PA
814,2554,54,Flesk Brewing Company,Moped Traveler,American Pale Ale (APA),16,0.055,,Lombard,IL
815,608,521,Flying Dog Brewery,Snake Dog IPA,American IPA,12,0.071,60,Frederick,MD
816,607,521,Flying Dog Brewery,Underdog Atlantic Lager,American Pale Lager,12,0.047,28,Frederick,MD
817,2567,50,Flying Mouse Brewery,Flying Mouse 8,American Porter,12,0.04,,Troutville,VA
818,2566,50,Flying Mouse Brewery,Flying Mouse 4,American IPA,12,0.07,70,Troutville,VA
819,1899,279,Foolproof Brewing Company,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12,0.078,,Pawtucket,RI
820,983,279,Foolproof Brewing Company,Backyahd IPA,American IPA,12,0.06,,Pawtucket,RI
821,982,279,Foolproof Brewing Company,Raincloud Robust Porter,American Porter,12,0.065,,Pawtucket,RI
822,981,279,Foolproof Brewing Company,Barstool American Golden Ale,American Blonde Ale,12,0.045,,Pawtucket,RI
823,2111,217,Forgotten Boardwalk,What the Butler Saw,Witbier,12,0.05,18,Cherry Hill,NJ
824,2110,217,Forgotten Boardwalk,1916 Shore Shiver,American IPA,12,0.069,65,Cherry Hill,NJ
825,2172,206,Fort George Brewery,Quick WIT,Belgian Pale Ale,12,0.052,,Astoria,OR
826,2171,206,Fort George Brewery,The Optimist,American IPA,12,0.062,,Astoria,OR
827,1911,206,Fort George Brewery,Suicide Squeeze IPA,American IPA,16,0.045,,Astoria,OR
828,1803,206,Fort George Brewery,Java the Hop,American IPA,16,0.065,,Astoria,OR
829,1566,206,Fort George Brewery,Next Adventure Black IPA,American Black Ale,16,0.062,,Astoria,OR
830,1515,206,Fort George Brewery,3-Way IPA (2013),American IPA,16,0.067,,Astoria,OR
831,1214,206,Fort George Brewery,Tender Loving Empire NWPA,American Pale Ale (APA),16,0.058,,Astoria,OR
832,674,206,Fort George Brewery,Quick Wit Belgianesque Ale,Witbier,16,0.052,,Astoria,OR
833,562,206,Fort George Brewery,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16,0.055,,Astoria,OR
834,552,206,Fort George Brewery,Cavatica Stout,American Double / Imperial Stout,16,0.088,,Astoria,OR
835,319,206,Fort George Brewery,1811 Lager,American Amber / Red Lager,16,0.051,,Astoria,OR
836,318,206,Fort George Brewery,Vortex IPA,American IPA,16,0.074,97,Astoria,OR
837,2322,151,Fort Pitt Brewing Company,Fort Pitt Ale,American Amber / Red Ale,12,,,Latrobe,PA
838,2661,4,Fort Point Beer Company,Park,American Pale Wheat Ale,12,0.047,19,San Francisco,CA
839,2660,4,Fort Point Beer Company,Westfalia,American Amber / Red Ale,12,0.056,16,San Francisco,CA
840,2659,4,Fort Point Beer Company,KSA,K?lsch,12,0.046,17,San Francisco,CA
841,2658,4,Fort Point Beer Company,Villager,American IPA,12,0.063,42,San Francisco,CA
842,2625,15,Founders Brewing Company,Dirty Bastard,Scotch Ale / Wee Heavy,12,0.085,50,Grand Rapids,MI
843,1565,15,Founders Brewing Company,Centennial IPA,American IPA,12,0.072,65,Grand Rapids,MI
844,1223,15,Founders Brewing Company,All Day IPA,American IPA,12,0.047,42,Grand Rapids,MI
845,1874,287,Four Corners Brewing Company,El Chingon IPA,American IPA,12,0.076,73,Dallas,TX
846,1873,287,Four Corners Brewing Company,Block Party Robust Porter,American Porter,12,0.057,40,Dallas,TX
847,1872,287,Four Corners Brewing Company,Local Buzz,American Blonde Ale,12,0.052,20,Dallas,TX
848,2613,22,Four Fathers Brewing,Feel Like Maplin' Love,Oatmeal Stout,16,0.055,,Valparaiso,IN
849,2612,22,Four Fathers Brewing,Father's Beer,Belgian Pale Ale,16,0.05,,Valparaiso,IN
850,2611,22,Four Fathers Brewing,The 26th,American IPA,16,0.06,,Valparaiso,IN
851,2610,22,Four Fathers Brewing,The Gadget,American IPA,16,0.064,90,Valparaiso,IN
852,1657,348,Four Horsemen Brewing Company,Leprechaun Lager,American Pale Lager,12,0.04,,South Bend,IN
853,2309,160,Four Peaks Brewing Company,Sunbru K?lsch,K?lsch,12,0.052,17,Tempe,AZ
854,1635,160,Four Peaks Brewing Company,Kilt Lifter Scottish-Style Ale,,12,0.06,21,Tempe,AZ
855,1616,160,Four Peaks Brewing Company,Pumpkin Porter,American Porter,12,0.051,,Tempe,AZ
856,1585,160,Four Peaks Brewing Company,Four Peaks Peach Ale,Fruit / Vegetable Beer,12,0.042,9,Tempe,AZ
857,358,160,Four Peaks Brewing Company,Hop Knot IPA,American IPA,12,0.067,47,Tempe,AZ
858,179,160,Four Peaks Brewing Company,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,12,0.06,21,Tempe,AZ
859,178,160,Four Peaks Brewing Company,Sunbru K?lsch,K?lsch,12,0.052,,Tempe,AZ
860,2428,105,Four String Brewing Company,Four String Vanilla Porter,American Porter,12,0.06,,Columbus,OH
861,2427,105,Four String Brewing Company,Suncaster Summer Wheat,American Pale Wheat Ale,12,0.05,28,Columbus,OH
862,2425,105,Four String Brewing Company,Brass Knuckle Pale Ale,American Pale Ale (APA),12,0.057,36,Columbus,OH
863,2424,105,Four String Brewing Company,Big Star White IPA,American White IPA,12,0.07,70,Columbus,OH
864,1998,253,Frankenmuth Brewery,Old Detroit,American Amber / Red Ale,12,0.056,,Frankenmuth,MI
865,1556,253,Frankenmuth Brewery,Batch 69 IPA,American IPA,12,0.069,69,Frankenmuth,MI
866,1208,253,Frankenmuth Brewery,Twisted Helles Summer Lager,Munich Helles Lager,12,0.055,18,Frankenmuth,MI
867,2527,66,Freetail Brewing Company,OktoberFiesta,,12,0.053,27,San Antonio,TX
868,2526,66,Freetail Brewing Company,Texicali,American Brown Ale,12,0.065,33,San Antonio,TX
869,2525,66,Freetail Brewing Company,Pinata Protest,Witbier,12,0.06,,San Antonio,TX
870,2524,66,Freetail Brewing Company,Bat Outta Helles,Munich Helles Lager,12,0.042,20,San Antonio,TX
871,2523,66,Freetail Brewing Company,Original,American Amber / Red Ale,12,0.068,,San Antonio,TX
872,2522,66,Freetail Brewing Company,Rye Wit,Witbier,12,0.042,10,San Antonio,TX
873,2521,66,Freetail Brewing Company,Soul Doubt,American IPA,12,0.059,70,San Antonio,TX
874,2520,66,Freetail Brewing Company,Yo Soy Un Berliner,Berliner Weissbier,12,0.044,5,San Antonio,TX
875,1174,460,Fremont Brewing Company,77 Fremont Select Spring Session IPA,American IPA,12,0.04,,Seattle,WA
876,1116,460,Fremont Brewing Company,Fremont Organic Pale Ale,American Pale Ale (APA),12,0.045,,Seattle,WA
877,994,460,Fremont Brewing Company,Abominable Ale,English Strong Ale,12,0.08,,Seattle,WA
878,901,460,Fremont Brewing Company,Harvest Ale,Saison / Farmhouse Ale,12,0.065,35,Seattle,WA
879,875,460,Fremont Brewing Company,Fremont Summer Ale,American Pale Ale (APA),12,0.065,45,Seattle,WA
880,858,460,Fremont Brewing Company,Universale Pale Ale,American Pale Ale (APA),12,0.056,30,Seattle,WA
881,857,460,Fremont Brewing Company,Interurban IPA,American IPA,12,0.065,80,Seattle,WA
882,1300,433,French Broad Brewery,Gateway Kolsch Style Ale,K?lsch,12,0.053,32,Asheville,NC
883,1260,433,French Broad Brewery,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12,0.07,24,Asheville,NC
884,1259,433,French Broad Brewery,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12,0.052,42,Asheville,NC
885,2254,180,Frog Level Brewing Company,Salamander Slam,American IPA,16,0.07,73,Waynesville,NC
886,1658,347,Fullsteam Brewery,Cack-A-Lacky,American Pale Ale (APA),12,0.05,,Durham,NC
887,2077,228,Geneva Lake Brewing Company,No Wake IPA,American IPA,12,0.072,50,Lake Geneva,WI
888,2076,228,Geneva Lake Brewing Company,Boathouse Blonde,American Blonde Ale,12,0.049,15,Lake Geneva,WI
889,2075,228,Geneva Lake Brewing Company,Cedar Point,American Amber / Red Ale,12,0.05,26,Lake Geneva,WI
890,2426,106,Glabrous Brewing Company,Clean Shave IPA,American IPA,12,0.067,70,Pineland,ME
891,2045,240,Golden Road Brewing,Might As Well IPL,American Pale Lager,16,0.072,75,Los Angeles,CA
892,1960,240,Golden Road Brewing,Saison Pamplemousse,Saison / Farmhouse Ale,12,0.058,35,Los Angeles,CA
893,1777,240,Golden Road Brewing,2020 IPA,American IPA,16,0.074,74,Los Angeles,CA
894,1698,240,Golden Road Brewing,Wolf Among Weeds IPA,American IPA,16,0.08,70,Los Angeles,CA
895,1641,240,Golden Road Brewing,Better Weather IPA,American IPA,16,0.094,92,Los Angeles,CA
896,1490,240,Golden Road Brewing,Point the Way IPA,American IPA,16,0.059,60,Los Angeles,CA
897,1489,240,Golden Road Brewing,Golden Road Hefeweizen,Hefeweizen,16,0.046,15,Los Angeles,CA
898,1399,240,Golden Road Brewing,Heal the Bay IPA,American IPA,16,0.068,65,Los Angeles,CA
899,1296,240,Golden Road Brewing,Point the Way IPA,American IPA,12,0.059,60,Los Angeles,CA
900,1034,240,Golden Road Brewing,Cabrillo K?lsch,K?lsch,16,0.05,,Los Angeles,CA
901,991,240,Golden Road Brewing,Get Up Offa That Brown,American Brown Ale,16,0.055,20,Los Angeles,CA
902,750,240,Golden Road Brewing,Burning Bush Smoked IPA,American IPA,16,0.08,70,Los Angeles,CA
903,749,240,Golden Road Brewing,Wolf Among Weeds IPA (2012),American IPA,16,0.08,70,Los Angeles,CA
904,549,240,Golden Road Brewing,Point the Way IPA (2012),American IPA,16,0.059,60,Los Angeles,CA
905,548,240,Golden Road Brewing,Golden Road Hefeweizen (2012),Hefeweizen,16,0.046,15,Los Angeles,CA
906,2587,39,Gonzo's BiggDogg Brewing,Vanilla Porter,American Porter,16,0.07,11,Kalamazoo,MI
907,1109,464,Good Life Brewing Company,Descender IPA,American IPA,12,0.07,70,Bend,OR
908,1108,464,Good Life Brewing Company,Sweet As Pacific Ale,American Pale Wheat Ale,12,0.06,18,Bend,OR
909,1000,478,Good People Brewing Company,Good People Pale Ale,American Pale Ale (APA),12,0.056,36,Birmingham,AL
910,312,478,Good People Brewing Company,Snake Handler Double IPA,American Double / Imperial IPA,12,0.093,103,Birmingham,AL
