id,brewery_id,beer_name,style,ounces,abv,ibu,brewery_name,city,state
546,141,Jai Alai IPA,American IPA,12,0.075,70,Cigar City Brewing Company,Tampa,FL
545,141,Florida Cracker Belgian Wit,Witbier,12,0.05,18,Cigar City Brewing Company,Tampa,FL
2338,145,Shark Tracker Light lager,Light Lager,12,0.048,,Cisco Brewers,Nantucket,MA
1365,145,Pumple Drumkin,Pumpkin Ale,12,0.06,,Cisco Brewers,Nantucket,MA
1094,145,Grey Lady,Witbier,12,0.045,,Cisco Brewers,Nantucket,MA
657,145,Summer of Lager,Munich Helles Lager,12,0.062,,Cisco Brewers,Nantucket,MA
656,145,Indie Pale Ale,American IPA,12,0.065,,Cisco Brewers,Nantucket,MA
359,145,Sankaty Light Lager,Light Lager,12,0.038,,Cisco Brewers,Nantucket,MA
56,145,Whale's Tale Pale Ale,English Pale Ale,12,0.056,,Cisco Brewers,Nantucket,MA
1772,320,Jacaranada Rye IPA,American IPA,16,0.067,60,Claremont Craft Ales,Claremont,CA
1393,418,Cascadian Dark Ale,American Black Ale,12,0.06,75,Coalition Brewing Company,Portland,OR
893,418,Wheat the People,American Pale Wheat Ale,16,0.044,13,Coalition Brewing Company,Portland,OR
1407,415,Tybee Island Blonde,American Blonde Ale,12,0.047,17,Coastal Empire Beer Company,Savannah,GA
1406,415,Savannah Brown Ale,American Brown Ale,12,0.062,55,Coastal Empire Beer Company,Savannah,GA
2438,101,Rhode Island Blueberry,Kölsch,12,0.046,11,Coastal Extreme Brewing Company,Newport,RI
2437,101,Newport Storm IPA,American IPA,12,0.065,75,Coastal Extreme Brewing Company,Newport,RI
751,101,Hurricane Amber Ale (2004),American Amber / Red Ale,12,0.052,24,Coastal Extreme Brewing Company,Newport,RI
120,101,Hurricane Amber Ale,American Amber / Red Ale,12,0.052,24,Coastal Extreme Brewing Company,Newport,RI
2061,232,Big Blue Van,Fruit / Vegetable Beer,16,0.058,,College Street Brewhouse and Pub,Lake Havasu City,AZ
970,482,Des Moines IPA,American IPA,16,0.068,75,Confluence Brewing Company,Des Moines,IA
969,482,Capital Gold Golden Lager,German Pilsener,16,0.048,22,Confluence Brewing Company,Des Moines,IA
968,482,Farmer John's Multi-Grain Ale,American Blonde Ale,16,0.056,21,Confluence Brewing Company,Des Moines,IA
2351,139,Behemoth,American Pilsner,12,0.05,,Core Brewing & Distilling Company,Springdale,AR
1650,139,Arkansas Red,American Amber / Red Ale,12,0.052,,Core Brewing & Distilling Company,Springdale,AR
1337,139,Core Oatmeal Stout,Oatmeal Stout,12,0.057,,Core Brewing & Distilling Company,Springdale,AR
1336,139,Core ESB,Extra Special / Strong Bitter (ESB),12,0.061,,Core Brewing & Distilling Company,Springdale,AR
737,512,Chester's Beer (2005),American Pale Lager,12,0.038,,Cottrell Brewing,Pawcatuck,CT
129,553,Heiner Brau Kölsch,Kölsch,12,0.05,,Covington Brewhouse,Covington,LA
716,515,Trigger Blonde Ale,American Blonde Ale,16,0.048,,Crabtree Brewing Company,Greeley,CO
659,515,Crabtree Oatmeal Stout,Oatmeal Stout,16,0.075,29,Crabtree Brewing Company,Greeley,CO
556,515,Eclipse Black IPA,American Black Ale,16,0.077,71,Crabtree Brewing Company,Greeley,CO
2538,63,Neomexicanus Native,American Pale Ale (APA),12,0.06,46,Crazy Mountain Brewing Company,Edwards,CO
2355,63,Old Soul,Belgian Strong Pale Ale,12,0.075,25,Crazy Mountain Brewing Company,Edwards,CO
1689,63,Snowcat Coffee Stout,American Stout,12,0.059,,Crazy Mountain Brewing Company,Edwards,CO
1163,63,WinterWonderGrass Festival Ale,American Amber / Red Ale,12,,,Crazy Mountain Brewing Company,Edwards,CO
940,63,Boohai Red Ale,American Amber / Red Ale,12,,,Crazy Mountain Brewing Company,Edwards,CO
685,63,Lava Lake Wit,Witbier,12,0.052,15,Crazy Mountain Brewing Company,Edwards,CO
613,63,Mountain Livin' Pale Ale,American Pale Ale (APA),12,0.06,,Crazy Mountain Brewing Company,Edwards,CO
356,63,Crazy Mountain Amber Ale,American Amber / Red Ale,12,0.052,25,Crazy Mountain Brewing Company,Edwards,CO
2029,247,Tropicalia,American IPA,12,0.065,65,Creature Comforts,Athens,GA
2028,247,Athena,Berliner Weissbier,12,0.045,,Creature Comforts,Athens,GA
2293,169,Aviator Raspberry Blonde,American Blonde Ale,12,0.049,25,Crooked Fence Brewing Company,Garden City,ID
1105,169,3 Picket Porter,American Porter,12,0.055,,Crooked Fence Brewing Company,Garden City,ID
1104,169,Rusty Nail Pale Ale,American Pale Ale (APA),12,0.056,,Crooked Fence Brewing Company,Garden City,ID
2145,212,Red Water Irish Style Red,American Amber / Red Ale,12,0.065,,Crow Peak Brewing Company,Spearfish,SD
1804,212,Mjöllnir,Herbed / Spiced Beer,12,0.066,,Crow Peak Brewing Company,Spearfish,SD
1602,212,Bear Butte Nut Brown Ale,American Brown Ale,12,0.055,,Crow Peak Brewing Company,Spearfish,SD
1301,212,Easy Livin' Summer Ale,American Blonde Ale,12,0.045,,Crow Peak Brewing Company,Spearfish,SD
542,212,Canyon Cream Ale,Cream Ale,12,0.055,,Crow Peak Brewing Company,Spearfish,SD
272,212,Pile O'Dirt Porter,American Porter,12,0.069,,Crow Peak Brewing Company,Spearfish,SD
271,212,11th Hour IPA,American IPA,12,0.06,,Crow Peak Brewing Company,Spearfish,SD
1057,472,South Ridge Amber Ale,American Amber / Red Ale,16,0.06,31,Crystal Springs Brewing Company,Boulder,CO
681,472,Summertime Ale,Kölsch,16,0.052,23,Crystal Springs Brewing Company,Boulder,CO
1789,315,Lost River Blonde Ale,American Blonde Ale,16,0.049,,Cutters Brewing Company,Avon,IN
1788,315,Monon Wheat,Witbier,16,0.054,,Cutters Brewing Company,Avon,IN
1787,315,Floyd's Folly,Scottish Ale,16,0.08,,Cutters Brewing Company,Avon,IN
1786,315,Half Court IPA,American IPA,16,0.063,,Cutters Brewing Company,Avon,IN
1763,323,Geary's Pale Ale,English Pale Ale,12,0.045,,D.L. Geary Brewing Company,Portland,ME
1311,323,Geary's Summer Ale,Kölsch,12,0.06,,D.L. Geary Brewing Company,Portland,ME
2078,227,Stone of Arbroath,Scotch Ale / Wee Heavy,12,0.08,,DC Brau Brewing Company,Washington,DC
1809,227,The Tradition,American Blonde Ale,12,0.05,15,DC Brau Brewing Company,Washington,DC
1263,227,El Hefe Speaks,Hefeweizen,12,0.053,11,DC Brau Brewing Company,Washington,DC
1092,227,Penn Quarter Porter,American Porter,12,0.055,,DC Brau Brewing Company,Washington,DC
851,227,On the Wings of Armageddon,American Double / Imperial IPA,12,0.092,115,DC Brau Brewing Company,Washington,DC
186,227,The Corruption,American IPA,12,0.065,80,DC Brau Brewing Company,Washington,DC
185,227,The Citizen,Belgian Pale Ale,12,0.07,,DC Brau Brewing Company,Washington,DC
184,227,The Public,American Pale Ale (APA),12,0.06,,DC Brau Brewing Company,Washington,DC
1224,451,Dank IPA,American IPA,16,0.065,,Dad & Dude's Breweria,Aurora,CO
964,451,Dank IPA (2012),American IPA,16,0.065,,Dad & Dude's Breweria,Aurora,CO
1623,358,Lift Off IPA,American IPA,16,0.072,,Daredevil Brewing Company,Shelbyville,IN
110,554,BrewFarm Select Golden Lager,American Pale Lager,12,0.055,,Dave's Brewfarm,Wilson,WI
1735,333,Sprocket Blonde Ale (2006),American Blonde Ale,12,0.05,,David's Ale Works,Diamond Springs,CA
1734,333,Sprocket Pale Ale (2006),American Pale Ale (APA),12,0.05,,David's Ale Works,Diamond Springs,CA
1746,330,Dead Armadillo Amber Ale,American Amber / Red Ale,12,0.063,37,Dead Armadillo Craft Brewing,Tulsa,OK
2371,127,Neato Bandito,Euro Pale Lager,12,0.06,,Deep Ellum Brewing Company,Dallas,TX
2251,127,Oak Cliff Coffee Ale,American Brown Ale,12,0.075,33,Deep Ellum Brewing Company,Dallas,TX
2166,127,Dream Crusher Double IPA,American Double / Imperial IPA,12,0.085,100,Deep Ellum Brewing Company,Dallas,TX
1827,127,Deep Ellum Pale Ale,American Pale Ale (APA),12,0.06,,Deep Ellum Brewing Company,Dallas,TX
1203,127,Double Brown Stout,Baltic Porter,12,0.07,,Deep Ellum Brewing Company,Dallas,TX
1202,127,Farmhouse Wit,Saison / Farmhouse Ale,16,0.048,25,Deep Ellum Brewing Company,Dallas,TX
1161,127,Rye Pils Session Lager,German Pilsener,12,0.046,,Deep Ellum Brewing Company,Dallas,TX
946,127,Dallas Blonde,American Blonde Ale,12,0.052,23,Deep Ellum Brewing Company,Dallas,TX
943,127,Deep Ellum IPA,American IPA,12,0.07,70,Deep Ellum Brewing Company,Dallas,TX
1886,283,Thrasher Session India Pale Ale,American IPA,12,0.045,44,Defiance Brewing Company,Hays,KS
1885,283,Gutch English Style Mild Ale,English Pale Mild Ale,12,0.05,16,Defiance Brewing Company,Hays,KS
1213,453,Chuli Stout,Irish Dry Stout,12,0.059,55,Denali Brewing Company,Talkeetna,AK
1159,453,Mother Ale,American Blonde Ale,12,0.056,46,Denali Brewing Company,Talkeetna,AK
947,453,Twister Creek India Pale Ale,American IPA,12,0.065,71,Denali Brewing Company,Talkeetna,AK
929,453,Single Engine Red,Irish Red Ale,12,0.058,46,Denali Brewing Company,Talkeetna,AK
1944,263,Incredible Pedal IPA,American IPA,12,0.07,,Denver Beer Company,Denver,CO
1943,263,Graham Cracker Porter,American Porter,12,0.05,,Denver Beer Company,Denver,CO
1210,454,Mirror Pond Pale Ale,American Pale Ale (APA),12,0.05,40,Deschutes Brewery,Bend,OR
2550,57,Weissenheimer,Hefeweizen,12,0.052,16,Destihl Brewery,Bloomington,IL
2505,57,Abbey's Single (2015- ),Abbey Single Ale,12,0.049,22,Destihl Brewery,Bloomington,IL
2025,57,Vertex IPA,American IPA,12,0.063,76,Destihl Brewery,Bloomington,IL
2021,57,Here Gose Nothin',Gose,12,0.05,12,Destihl Brewery,Bloomington,IL
2015,57,Strawberry Blonde,Fruit / Vegetable Beer,12,0.05,,Destihl Brewery,Bloomington,IL
1888,57,Hoperation Overload,American Double / Imperial IPA,12,0.096,85,Destihl Brewery,Bloomington,IL
1887,57,Abbey's Single Ale (Current),Abbey Single Ale,12,0.049,22,Destihl Brewery,Bloomington,IL
2051,237,Bravo Four Point,American Pale Ale (APA),12,0.044,45,Devil's Backbone Brewing Company,Lexington,VA
1201,237,Striped Bass Pale Ale,American Pale Ale (APA),12,0.052,26,Devil's Backbone Brewing Company,Lexington,VA
924,491,Deadicated Amber,American Amber / Red Ale,16,0.054,27,Devil's Canyon Brewery,Belmont,CA
731,491,Kaleidoscope Collaboration 2012,American Black Ale,16,,,Devil's Canyon Brewery,Belmont,CA
730,491,California Sunshine Rye IPA,American IPA,16,0.071,85,Devil's Canyon Brewery,Belmont,CA
647,491,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16,0.074,12,Devil's Canyon Brewery,Belmont,CA
1773,319,12 Man Pale Ale,American Pale Ale (APA),12,0.045,,Dick's Brewing Company,Centralia,WA
1795,311,Filthy Hoppin' IPA,American IPA,16,0.065,72,Dirty Bucket Brewing Company,Woodinville,WA
944,488,Dock Street Amber Beer (1992),American Amber / Red Ale,12,,,Dock Street Brewery,Philadelphia,PA
524,531,Dolores River Hefeweizen,Hefeweizen,16,,,Dolores River Brewery,Dolores,CO
450,531,Dolores River ESB,Extra Special / Strong Bitter (ESB),16,,,Dolores River Brewery,Dolores,CO
449,531,Snaggletooth Double Pale Ale,American Double / Imperial IPA,16,,,Dolores River Brewery,Dolores,CO
448,531,Dolores River Pale Ale,American Pale Ale (APA),16,,,Dolores River Brewery,Dolores,CO
447,531,Dolores River Dry Stout,Irish Dry Stout,16,,,Dolores River Brewery,Dolores,CO
446,531,Dolores River Mild,English Dark Mild Ale,16,,,Dolores River Brewery,Dolores,CO
1246,446,Cranberry Blend,Cider,12,0.049,,Downeast Cider House,Leominster,MA
977,446,Orignal Blend,Cider,12,0.051,,Downeast Cider House,Leominster,MA
881,496,Hop Abomination,American IPA,12,0.066,100,Dry Dock Brewing Company,Aurora,CO
880,496,Apricot Blonde,Fruit / Vegetable Beer,12,0.051,17,Dry Dock Brewing Company,Aurora,CO
872,496,Dry Dock Hefeweizen,Hefeweizen,12,0.043,12,Dry Dock Brewing Company,Aurora,CO
871,496,Dry Dock Amber Ale,American Amber / Red Ale,12,0.058,49,Dry Dock Brewing Company,Aurora,CO
1685,340,Category 3 IPA,American IPA,12,0.061,64,Due South Brewing Company,Boynton Beach,FL
457,538,Dundee Summer Wheat Beer,American Pale Wheat Ale,12,0.045,18,Dundee Brewing Company,Rochester,NY
1590,369,Pumpkin Patch Ale,Pumpkin Ale,16,0.05,,Eddyline Brewery & Restaurant,Buena Vista,CO
1382,369,Crank Yanker IPA,American IPA,16,0.078,74,Eddyline Brewery & Restaurant,Buena Vista,CO
1110,369,River Runners Pale Ale,American Pale Ale (APA),16,0.06,,Eddyline Brewery & Restaurant,Buena Vista,CO
1014,369,Pumpkin Patch Ale (2012),Pumpkin Ale,16,0.05,,Eddyline Brewery & Restaurant,Buena Vista,CO
911,369,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16,0.055,,Eddyline Brewery & Restaurant,Buena Vista,CO
680,369,Boater Beer,German Pilsener,16,0.045,,Eddyline Brewery & Restaurant,Buena Vista,CO
395,369,Crank Yanker IPA (2011),American IPA,16,0.078,74,Eddyline Brewery & Restaurant,Buena Vista,CO
1642,352,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),16,0.057,,Elevator Brewing Company,Columbus,OH
673,516,Dottie Seattle Lager,American Amber / Red Lager,16,0.049,25,Emerald City Beer Company,Seattle,WA
1107,465,Nut Sack Imperial Brown Ale,American Brown Ale,12,0.07,,Engine 15 Brewing,Jacksonville Beach,FL
1039,473,Underachiever,American Adjunct Lager,16,0.05,,Engine House 9,Tacoma,WA
2477,81,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12,0.052,,Epic Brewing,Denver,CO
2008,81,Element 29,American Pale Ale (APA),12,0.052,,Epic Brewing,Denver,CO
2004,81,Hop Syndrome,American Pale Lager,12,0.05,,Epic Brewing,Denver,CO
2003,81,Escape to Colorado,American IPA,12,0.062,,Epic Brewing,Denver,CO
2292,170,Little Sister India Style Session Ale,American IPA,12,0.043,60,Everybody's Brewing,White Salmon,WA
1504,170,Country Boy IPA,American IPA,12,0.062,80,Everybody's Brewing,White Salmon,WA
2604,26,Blonde Czich,American Blonde Ale,16,0.049,23,Evil Czech Brewery,Mishawaka,IN
2432,26,White Reaper,Belgian IPA,16,0.07,61,Evil Czech Brewery,Mishawaka,IN
2431,26,Bobblehead,American Pale Wheat Ale,16,0.051,,Evil Czech Brewery,Mishawaka,IN
2430,26,Lucky Dog,American Pale Ale (APA),16,0.052,,Evil Czech Brewery,Mishawaka,IN
2429,26,Voodoo,American Porter,16,0.048,,Evil Czech Brewery,Mishawaka,IN
1967,26,General George Patton Pilsner,Czech Pilsener,16,0.054,48,Evil Czech Brewery,Mishawaka,IN
2283,173,Nomader Weiss,Berliner Weissbier,12,0.04,,Evil Twin Brewing,Brooklyn,NY
2248,173,Molotov Lite,American Double / Imperial IPA,16,0.085,,Evil Twin Brewing,Brooklyn,NY
1287,173,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12,0.055,,Evil Twin Brewing,Brooklyn,NY
1286,173,Bikini Beer,American IPA,12,0.027,,Evil Twin Brewing,Brooklyn,NY
640,173,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12,0.055,,Evil Twin Brewing,Brooklyn,NY
1722,335,Iron Horse Pale Ale,American Pale Ale (APA),12,0.05,32,Fargo Brewing Company,Fargo,ND
1435,335,Stone's Throw IPA,Scottish Ale,12,0.045,19,Fargo Brewing Company,Fargo,ND
1434,335,Wood Chipper India Pale Ale,American IPA,12,0.067,70,Fargo Brewing Company,Fargo,ND
2089,224,Trail Head,American Pale Ale (APA),12,0.063,55,Fat Head's Brewery,Middleburg Heights,OH
2088,224,Hop Stalker Fresh Hop IPA,American IPA,16,0.07,80,Fat Head's Brewery,Middleburg Heights,OH
1455,405,Sudice American Stout,American Stout,16,0.07,58,Fate Brewing Company,Boulder,CO
1454,405,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16,0.05,20,Fate Brewing Company,Boulder,CO
1453,405,Norns Roggenbier,Roggenbier,16,0.05,20,Fate Brewing Company,Boulder,CO
1452,405,Laimas Kölsch Style Ale,Kölsch,16,0.05,20,Fate Brewing Company,Boulder,CO
1451,405,Moirai India Pale Ale,American IPA,16,0.07,70,Fate Brewing Company,Boulder,CO
2191,201,Loki Red Ale,American Amber / Red Ale,16,0.075,53,Fearless Brewing Company,Estacada,OR
1731,201,Peaches & Cream,Fruit / Vegetable Beer,16,0.046,,Fearless Brewing Company,Estacada,OR
1022,201,Quaff India Style Session Ale,American IPA,16,0.051,,Fearless Brewing Company,Estacada,OR
895,201,Loki Red Ale (2013),American Amber / Red Ale,16,0.075,53,Fearless Brewing Company,Estacada,OR
682,201,Mjolnir Imperial IPA,American Double / Imperial IPA,16,0.069,,Fearless Brewing Company,Estacada,OR
112,201,Fearless Scottish Ale,Scottish Ale,16,0.05,,Fearless Brewing Company,Estacada,OR
2289,172,Mastermind,American Double / Imperial IPA,12,0.081,,Fiddlehead Brewing Company,Shelburne,VT
2027,172,Hyzer Flip,American Double / Imperial IPA,16,0.082,,Fiddlehead Brewing Company,Shelburne,VT
1929,172,Second Fiddle,American Double / Imperial IPA,16,0.082,80,Fiddlehead Brewing Company,Shelburne,VT
1858,172,Hodad Porter,American Porter,16,0.055,30,Fiddlehead Brewing Company,Shelburne,VT
2591,36,Weiss Weiss Baby,Kristalweizen,12,0.045,,Figueroa Mountain Brewing Company,Buellton,CA
2590,36,Czech Yo Self,Czech Pilsener,12,0.055,45,Figueroa Mountain Brewing Company,Buellton,CA
1968,36,FMB 101,Kölsch,12,0.048,20,Figueroa Mountain Brewing Company,Buellton,CA
1981,256,Hardcore Chimera,American Double / Imperial IPA,16,0.09,,Finch's Beer Company,Chicago,IL
1664,256,Sobek & Set,American Black Ale,16,0.08,80,Finch's Beer Company,Chicago,IL
1663,256,Nuclear Winter,Belgian Strong Dark Ale,16,0.086,,Finch's Beer Company,Chicago,IL
1662,256,Wet Hot American Wheat Ale,American Pale Wheat Ale,16,0.05,22,Finch's Beer Company,Chicago,IL
941,256,Secret Stache Stout,American Stout,16,0.053,,Finch's Beer Company,Chicago,IL
935,256,Fascist Pig Ale,American Amber / Red Ale,16,0.08,72,Finch's Beer Company,Chicago,IL
809,256,Cut Throat Pale Ale,American Pale Ale (APA),16,0.055,,Finch's Beer Company,Chicago,IL
481,256,Threadless IPA,American IPA,16,0.075,,Finch's Beer Company,Chicago,IL
351,256,Cut Throat Pale Ale (2011),American Pale Ale (APA),16,0.055,,Finch's Beer Company,Chicago,IL
350,256,Golden Wing Blonde Ale,American Blonde Ale,16,0.047,,Finch's Beer Company,Chicago,IL
2569,48,Easy Jack,American IPA,12,0.045,47,Firestone Walker Brewing Company,Paso Robles,CA
2463,48,Union Jack,American IPA,12,0.075,75,Firestone Walker Brewing Company,Paso Robles,CA
2462,48,Pivo Pils,German Pilsener,12,0.053,,Firestone Walker Brewing Company,Paso Robles,CA
1957,48,805 Blonde Ale,American Blonde Ale,12,0.047,,Firestone Walker Brewing Company,Paso Robles,CA
1733,48,805,American Blonde Ale,12,0.047,20,Firestone Walker Brewing Company,Paso Robles,CA
2624,16,Deflator,Doppelbock,16,0.065,,Flat 12 Bierwerks,Indianapolis,IN
2284,16,Hinchtown Hammer Down,American Blonde Ale,16,0.05,27,Flat 12 Bierwerks,Indianapolis,IN
1610,16,Half Cycle IPA,American IPA,16,0.06,104,Flat 12 Bierwerks,Indianapolis,IN
520,532,Inclined Plane Ale,American IPA,12,,,Flat Rock Brewing Company,Smithton,PA
2554,54,Moped Traveler,American Pale Ale (APA),16,0.055,,Flesk Brewing Company,Lombard,IL
608,521,Snake Dog IPA,American IPA,12,0.071,60,Flying Dog Brewery,Frederick,MD
607,521,Underdog Atlantic Lager,American Pale Lager,12,0.047,28,Flying Dog Brewery,Frederick,MD
2567,50,Flying Mouse 8,American Porter,12,0.04,,Flying Mouse Brewery,Troutville,VA
2566,50,Flying Mouse 4,American IPA,12,0.07,70,Flying Mouse Brewery,Troutville,VA
1899,279,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12,0.078,,Foolproof Brewing Company,Pawtucket,RI
983,279,Backyahd IPA,American IPA,12,0.06,,Foolproof Brewing Company,Pawtucket,RI
982,279,Raincloud Robust Porter,American Porter,12,0.065,,Foolproof Brewing Company,Pawtucket,RI
981,279,Barstool American Golden Ale,American Blonde Ale,12,0.045,,Foolproof Brewing Company,Pawtucket,RI
2111,217,What the Butler Saw,Witbier,12,0.05,18,Forgotten Boardwalk,Cherry Hill,NJ
2110,217,1916 Shore Shiver,American IPA,12,0.069,65,Forgotten Boardwalk,Cherry Hill,NJ
2172,206,Quick WIT,Belgian Pale Ale,12,0.052,,Fort George Brewery,Astoria,OR
2171,206,The Optimist,American IPA,12,0.062,,Fort George Brewery,Astoria,OR
1911,206,Suicide Squeeze IPA,American IPA,16,0.045,,Fort George Brewery,Astoria,OR
1803,206,Java the Hop,American IPA,16,0.065,,Fort George Brewery,Astoria,OR
1566,206,Next Adventure Black IPA,American Black Ale,16,0.062,,Fort George Brewery,Astoria,OR
1515,206,3-Way IPA (2013),American IPA,16,0.067,,Fort George Brewery,Astoria,OR
1214,206,Tender Loving Empire NWPA,American Pale Ale (APA),16,0.058,,Fort George Brewery,Astoria,OR
674,206,Quick Wit Belgianesque Ale,Witbier,16,0.052,,Fort George Brewery,Astoria,OR
562,206,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16,0.055,,Fort George Brewery,Astoria,OR
552,206,Cavatica Stout,American Double / Imperial Stout,16,0.088,,Fort George Brewery,Astoria,OR
319,206,1811 Lager,American Amber / Red Lager,16,0.051,,Fort George Brewery,Astoria,OR
318,206,Vortex IPA,American IPA,16,0.074,97,Fort George Brewery,Astoria,OR
2322,151,Fort Pitt Ale,American Amber / Red Ale,12,,,Fort Pitt Brewing Company,Latrobe,PA
2661,4,Park,American Pale Wheat Ale,12,0.047,19,Fort Point Beer Company,San Francisco,CA
2660,4,Westfalia,American Amber / Red Ale,12,0.056,16,Fort Point Beer Company,San Francisco,CA
2659,4,KSA,Kölsch,12,0.046,17,Fort Point Beer Company,San Francisco,CA
2658,4,Villager,American IPA,12,0.063,42,Fort Point Beer Company,San Francisco,CA
2625,15,Dirty Bastard,Scotch Ale / Wee Heavy,12,0.085,50,Founders Brewing Company,Grand Rapids,MI
1565,15,Centennial IPA,American IPA,12,0.072,65,Founders Brewing Company,Grand Rapids,MI
1223,15,All Day IPA,American IPA,12,0.047,42,Founders Brewing Company,Grand Rapids,MI
1874,287,El Chingon IPA,American IPA,12,0.076,73,Four Corners Brewing Company,Dallas,TX
1873,287,Block Party Robust Porter,American Porter,12,0.057,40,Four Corners Brewing Company,Dallas,TX
1872,287,Local Buzz,American Blonde Ale,12,0.052,20,Four Corners Brewing Company,Dallas,TX
2613,22,Feel Like Maplin' Love,Oatmeal Stout,16,0.055,,Four Fathers Brewing,Valparaiso,IN
2612,22,Father's Beer,Belgian Pale Ale,16,0.05,,Four Fathers Brewing,Valparaiso,IN
2611,22,The 26th,American IPA,16,0.06,,Four Fathers Brewing,Valparaiso,IN
2610,22,The Gadget,American IPA,16,0.064,90,Four Fathers Brewing,Valparaiso,IN
1657,348,Leprechaun Lager,American Pale Lager,12,0.04,,Four Horsemen Brewing Company,South Bend,IN
2309,160,Sunbru Kölsch,Kölsch,12,0.052,17,Four Peaks Brewing Company,Tempe,AZ
1635,160,Kilt Lifter Scottish-Style Ale,,12,0.06,21,Four Peaks Brewing Company,Tempe,AZ
1616,160,Pumpkin Porter,American Porter,12,0.051,,Four Peaks Brewing Company,Tempe,AZ
1585,160,Four Peaks Peach Ale,Fruit / Vegetable Beer,12,0.042,9,Four Peaks Brewing Company,Tempe,AZ
358,160,Hop Knot IPA,American IPA,12,0.067,47,Four Peaks Brewing Company,Tempe,AZ
179,160,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,12,0.06,21,Four Peaks Brewing Company,Tempe,AZ
178,160,Sunbru Kölsch,Kölsch,12,0.052,,Four Peaks Brewing Company,Tempe,AZ
2428,105,Four String Vanilla Porter,American Porter,12,0.06,,Four String Brewing Company,Columbus,OH
2427,105,Suncaster Summer Wheat,American Pale Wheat Ale,12,0.05,28,Four String Brewing Company,Columbus,OH
2425,105,Brass Knuckle Pale Ale,American Pale Ale (APA),12,0.057,36,Four String Brewing Company,Columbus,OH
2424,105,Big Star White IPA,American White IPA,12,0.07,70,Four String Brewing Company,Columbus,OH
1998,253,Old Detroit,American Amber / Red Ale,12,0.056,,Frankenmuth Brewery,Frankenmuth,MI
1556,253,Batch 69 IPA,American IPA,12,0.069,69,Frankenmuth Brewery,Frankenmuth,MI
1208,253,Twisted Helles Summer Lager,Munich Helles Lager,12,0.055,18,Frankenmuth Brewery,Frankenmuth,MI
2527,66,OktoberFiesta,,12,0.053,27,Freetail Brewing Company,San Antonio,TX
2526,66,Texicali,American Brown Ale,12,0.065,33,Freetail Brewing Company,San Antonio,TX
2525,66,Pinata Protest,Witbier,12,0.06,,Freetail Brewing Company,San Antonio,TX
2524,66,Bat Outta Helles,Munich Helles Lager,12,0.042,20,Freetail Brewing Company,San Antonio,TX
2523,66,Original,American Amber / Red Ale,12,0.068,,Freetail Brewing Company,San Antonio,TX
2522,66,Rye Wit,Witbier,12,0.042,10,Freetail Brewing Company,San Antonio,TX
2521,66,Soul Doubt,American IPA,12,0.059,70,Freetail Brewing Company,San Antonio,TX
2520,66,Yo Soy Un Berliner,Berliner Weissbier,12,0.044,5,Freetail Brewing Company,San Antonio,TX
1174,460,77 Fremont Select Spring Session IPA,American IPA,12,0.04,,Fremont Brewing Company,Seattle,WA
1116,460,Fremont Organic Pale Ale,American Pale Ale (APA),12,0.045,,Fremont Brewing Company,Seattle,WA
994,460,Abominable Ale,English Strong Ale,12,0.08,,Fremont Brewing Company,Seattle,WA
901,460,Harvest Ale,Saison / Farmhouse Ale,12,0.065,35,Fremont Brewing Company,Seattle,WA
875,460,Fremont Summer Ale,American Pale Ale (APA),12,0.065,45,Fremont Brewing Company,Seattle,WA
858,460,Universale Pale Ale,American Pale Ale (APA),12,0.056,30,Fremont Brewing Company,Seattle,WA
857,460,Interurban IPA,American IPA,12,0.065,80,Fremont Brewing Company,Seattle,WA
1300,433,Gateway Kolsch Style Ale,Kölsch,12,0.053,32,French Broad Brewery,Asheville,NC
1260,433,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12,0.07,24,French Broad Brewery,Asheville,NC
1259,433,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12,0.052,42,French Broad Brewery,Asheville,NC
2254,180,Salamander Slam,American IPA,16,0.07,73,Frog Level Brewing Company,Waynesville,NC
1658,347,Cack-A-Lacky,American Pale Ale (APA),12,0.05,,Fullsteam Brewery,Durham,NC
2077,228,No Wake IPA,American IPA,12,0.072,50,Geneva Lake Brewing Company,Lake Geneva,WI
2076,228,Boathouse Blonde,American Blonde Ale,12,0.049,15,Geneva Lake Brewing Company,Lake Geneva,WI
2075,228,Cedar Point,American Amber / Red Ale,12,0.05,26,Geneva Lake Brewing Company,Lake Geneva,WI
2426,106,Clean Shave IPA,American IPA,12,0.067,70,Glabrous Brewing Company,Pineland,ME
2045,240,Might As Well IPL,American Pale Lager,16,0.072,75,Golden Road Brewing,Los Angeles,CA
