instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
4911,360047.11666666664,3,0,7,12,0,4,1,1,0.84,0.803,0.53,0.2537,35,151,186
4912,360047.11666666664,3,0,7,13,0,4,1,1,0.86,0.803,0.47,0.2537,26,126,152
4913,360047.11666666664,3,0,7,14,0,4,1,2,0.84,0.7879,0.49,0.2537,27,111,138
4914,360047.11666666664,3,0,7,15,0,4,1,1,0.86,0.8182,0.5,0.194,22,124,146
4915,360047.11666666664,3,0,7,16,0,4,1,1,0.86,0.803,0.47,0.1642,42,214,256
4916,360047.11666666664,3,0,7,17,0,4,1,1,0.84,0.803,0.53,0.194,45,423,468
4917,360047.11666666664,3,0,7,18,0,4,1,1,0.84,0.8182,0.56,0.2239,55,428,483
4918,360047.11666666664,3,0,7,19,0,4,1,1,0.82,0.803,0.59,0.194,37,285,322
4919,360047.11666666664,3,0,7,20,0,4,1,1,0.8,0.7879,0.63,0.194,41,229,270
4920,360047.11666666664,3,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,31,165,196
4921,360047.11666666664,3,0,7,22,0,4,1,1,0.76,0.7273,0.7,0.2537,25,149,174
4922,360047.11666666664,3,0,7,23,0,4,1,1,0.76,0.7424,0.75,0.194,28,95,123
4923,360071.11666666664,3,0,7,0,0,5,1,1,0.74,0.7121,0.79,0.1642,12,45,57
4924,360071.11666666664,3,0,7,1,0,5,1,1,0.74,0.7121,0.79,0.1343,12,22,34
4925,360071.11666666664,3,0,7,2,0,5,1,1,0.74,0.7121,0.79,0.0,3,10,13
4926,360071.11666666664,3,0,7,3,0,5,1,1,0.74,0.7121,0.79,0.0,2,9,11
4927,360071.11666666664,3,0,7,4,0,5,1,1,0.72,0.7121,0.84,0.1343,2,4,6
4928,360071.11666666664,3,0,7,5,0,5,1,1,0.72,0.7121,0.84,0.0,4,23,27
4929,360071.11666666664,3,0,7,6,0,5,1,2,0.72,0.7121,0.84,0.0,7,83,90
4930,360071.11666666664,3,0,7,7,0,5,1,2,0.74,0.7121,0.79,0.0896,26,228,254
4931,360071.11666666664,3,0,7,8,0,5,1,2,0.76,0.7727,0.77,0.0,30,354,384
4932,360071.11666666664,3,0,7,9,0,5,1,1,0.86,0.803,0.47,0.2537,28,151,179
4933,360071.11666666664,3,0,7,10,0,5,1,1,0.9,0.8485,0.42,0.2836,37,69,106
4934,360071.11666666664,3,0,7,11,0,5,1,1,0.92,0.8788,0.4,0.2985,43,118,161
4935,360071.11666666664,3,0,7,12,0,5,1,1,0.96,0.8636,0.31,0.2836,40,95,135
4936,360071.11666666664,3,0,7,13,0,5,1,1,0.94,0.8333,0.31,0.0,42,114,156
4937,360071.11666666664,3,0,7,14,0,5,1,1,0.96,0.8636,0.3,0.2239,34,114,148
4938,360071.11666666664,3,0,7,15,0,5,1,1,0.96,0.8636,0.3,0.2537,40,129,169
4939,360071.11666666664,3,0,7,16,0,5,1,1,0.96,0.8636,0.3,0.3881,35,198,233
4940,360071.11666666664,3,0,7,17,0,5,1,1,0.96,0.8636,0.3,0.2985,47,374,421
4941,360071.11666666664,3,0,7,18,0,5,1,1,0.92,0.8636,0.37,0.3284,49,313,362
4942,360071.11666666664,3,0,7,19,0,5,1,1,0.9,0.8485,0.42,0.2239,22,219,241
4943,360071.11666666664,3,0,7,20,0,5,1,1,0.86,0.7879,0.41,0.3284,53,153,206
4944,360071.11666666664,3,0,7,21,0,5,1,1,0.82,0.7576,0.46,0.1642,29,134,163
4945,360071.11666666664,3,0,7,22,0,5,1,1,0.8,0.7424,0.49,0.2239,47,127,174
4946,360071.11666666664,3,0,7,23,0,5,1,1,0.78,0.7121,0.52,0.1045,26,90,116
4947,360095.11666666664,3,0,7,0,0,6,0,1,0.76,0.697,0.55,0.194,60,73,133
4948,360095.11666666664,3,0,7,1,0,6,0,1,0.76,0.697,0.55,0.0896,15,75,90
4949,360095.11666666664,3,0,7,2,0,6,0,1,0.76,0.697,0.55,0.1045,11,31,42
4950,360095.11666666664,3,0,7,3,0,6,0,1,0.74,0.6818,0.62,0.1642,18,25,43
4951,360095.11666666664,3,0,7,4,0,6,0,1,0.72,0.6818,0.66,0.1642,4,6,10
4952,360095.11666666664,3,0,7,5,0,6,0,1,0.72,0.6818,0.7,0.2836,4,9,13
4953,360095.11666666664,3,0,7,6,0,6,0,1,0.72,0.6818,0.7,0.2985,6,18,24
4954,360095.11666666664,3,0,7,7,0,6,0,1,0.76,0.7273,0.66,0.194,3,39,42
4955,360095.11666666664,3,0,7,8,0,6,0,1,0.78,0.7424,0.59,0.2239,27,87,114
4956,360095.11666666664,3,0,7,9,0,6,0,1,0.82,0.7576,0.46,0.2985,49,125,174
4957,360095.11666666664,3,0,7,10,0,6,0,1,0.82,0.7424,0.41,0.2985,79,182,261
4958,360095.11666666664,3,0,7,11,0,6,0,1,0.84,0.7424,0.36,0.194,111,206,317
4959,360095.11666666664,3,0,7,12,0,6,0,1,0.84,0.7273,0.32,0.1642,111,230,341
4960,360095.11666666664,3,0,7,13,0,6,0,1,0.88,0.7576,0.29,0.0,125,183,308
4961,360095.11666666664,3,0,7,14,0,6,0,1,0.9,0.7879,0.29,0.0,112,193,305
4962,360095.11666666664,3,0,7,15,0,6,0,1,0.9,0.803,0.31,0.1343,113,189,302
4963,360095.11666666664,3,0,7,16,0,6,0,1,0.9,0.7879,0.27,0.2239,126,176,302
4964,360095.11666666664,3,0,7,17,0,6,0,1,0.9,0.7879,0.29,0.1045,93,209,302
4965,360095.11666666664,3,0,7,18,0,6,0,1,0.88,0.7576,0.28,0.194,92,207,299
4966,360095.11666666664,3,0,7,19,0,6,0,1,0.74,0.6515,0.33,0.2239,101,155,256
4967,360095.11666666664,3,0,7,20,0,6,0,1,0.82,0.7424,0.43,0.1343,74,132,206
4968,360095.11666666664,3,0,7,21,0,6,0,1,0.8,0.7424,0.49,0.1642,82,123,205
4969,360095.11666666664,3,0,7,22,0,6,0,1,0.78,0.7121,0.52,0.1045,80,129,209
4970,360095.11666666664,3,0,7,23,0,6,0,1,0.76,0.697,0.55,0.0896,63,114,177
4971,360119.11666666664,3,0,7,0,0,0,0,1,0.76,0.697,0.55,0.0896,33,80,113
4972,360119.11666666664,3,0,7,1,0,0,0,1,0.74,0.6818,0.62,0.0896,8,71,79
4973,360119.11666666664,3,0,7,2,0,0,0,1,0.74,0.697,0.66,0.0896,19,48,67
4974,360119.11666666664,3,0,7,3,0,0,0,1,0.74,0.697,0.66,0.0,24,26,50
4975,360119.11666666664,3,0,7,4,0,0,0,1,0.72,0.6818,0.7,0.0,6,7,13
4976,360119.11666666664,3,0,7,5,0,0,0,1,0.72,0.6818,0.69,0.0,4,4,8
4977,360119.11666666664,3,0,7,6,0,0,0,1,0.74,0.697,0.7,0.0,5,8,13
4978,360119.11666666664,3,0,7,7,0,0,0,1,0.74,0.6818,0.58,0.1343,19,26,45
4979,360119.11666666664,3,0,7,8,0,0,0,1,0.76,0.697,0.55,0.2239,54,88,142
4980,360119.11666666664,3,0,7,9,0,0,0,1,0.8,0.7424,0.49,0.0,55,128,183
4981,360119.11666666664,3,0,7,10,0,0,0,1,0.84,0.7424,0.36,0.1642,91,163,254
4982,360119.11666666664,3,0,7,11,0,0,0,1,0.86,0.7424,0.28,0.1642,112,163,275
4983,360119.11666666664,3,0,7,12,0,0,0,1,0.9,0.7727,0.25,0.194,146,192,338
4984,360119.11666666664,3,0,7,13,0,0,0,1,0.9,0.7727,0.24,0.1343,142,152,294
4985,360119.11666666664,3,0,7,14,0,0,0,1,0.9,0.7727,0.24,0.1642,130,196,326
4986,360119.11666666664,3,0,7,15,0,0,0,1,0.92,0.7727,0.18,0.2985,109,184,293
4987,360119.11666666664,3,0,7,16,0,0,0,1,0.92,0.7727,0.17,0.2836,98,208,306
4988,360119.11666666664,3,0,7,17,0,0,0,1,0.92,0.7727,0.16,0.1642,114,206,320
4989,360119.11666666664,3,0,7,18,0,0,0,1,0.86,0.7879,0.41,0.2836,91,213,304
4990,360119.11666666664,3,0,7,19,0,0,0,1,0.8,0.7576,0.55,0.3284,87,187,274
4991,360119.11666666664,3,0,7,20,0,0,0,1,0.8,0.7576,0.55,0.3284,70,205,275
4992,360119.11666666664,3,0,7,21,0,0,0,1,0.78,0.7424,0.59,0.2985,68,96,164
4993,360119.11666666664,3,0,7,22,0,0,0,1,0.74,0.697,0.7,0.2985,25,71,96
4994,360119.11666666664,3,0,7,23,0,0,0,1,0.74,0.697,0.66,0.2239,14,56,70
4995,359399.13333333336,3,0,8,0,0,1,1,1,0.72,0.6818,0.7,0.2239,7,22,29
4996,359399.13333333336,3,0,8,1,0,1,1,1,0.72,0.697,0.74,0.194,5,12,17
4997,359399.13333333336,3,0,8,2,0,1,1,1,0.7,0.6667,0.74,0.1045,4,7,11
4998,359399.13333333336,3,0,8,3,0,1,1,1,0.7,0.6667,0.79,0.1642,0,4,4
4999,359399.13333333336,3,0,8,4,0,1,1,1,0.66,0.6061,0.83,0.1343,2,2,4
5000,359399.13333333336,3,0,8,5,0,1,1,1,0.66,0.6061,0.83,0.1045,2,24,26
5001,359399.13333333336,3,0,8,6,0,1,1,1,0.66,0.6061,0.83,0.0896,3,97,100
5002,359399.13333333336,3,0,8,7,0,1,1,1,0.74,0.6818,0.62,0.0,24,258,282
5003,359399.13333333336,3,0,8,8,0,1,1,1,0.8,0.7273,0.43,0.194,35,347,382
5004,359399.13333333336,3,0,8,9,0,1,1,1,0.82,0.7424,0.41,0.0,27,139,166
5005,359399.13333333336,3,0,8,10,0,1,1,1,0.86,0.7576,0.36,0.1642,27,70,97
5006,359399.13333333336,3,0,8,11,0,1,1,1,0.88,0.7727,0.32,0.1642,53,66,119
5007,359399.13333333336,3,0,8,12,0,1,1,1,0.9,0.803,0.33,0.2537,53,115,168
5008,359399.13333333336,3,0,8,13,0,1,1,1,0.9,0.803,0.31,0.2985,38,112,150
5009,359399.13333333336,3,0,8,14,0,1,1,1,0.92,0.8182,0.29,0.194,37,86,123
5010,359399.13333333336,3,0,8,15,0,1,1,1,0.9,0.7879,0.27,0.0,52,77,129
5011,359399.13333333336,3,0,8,16,0,1,1,1,0.9,0.7879,0.27,0.0,34,197,231
5012,359399.13333333336,3,0,8,17,0,1,1,1,0.76,0.6818,0.45,0.2985,69,445,514
5013,359399.13333333336,3,0,8,18,0,1,1,1,0.78,0.697,0.43,0.194,68,475,543
5014,359399.13333333336,3,0,8,19,0,1,1,1,0.74,0.6667,0.51,0.2239,63,350,413
5015,359399.13333333336,3,0,8,20,0,1,1,1,0.72,0.6818,0.62,0.2239,49,256,305
5016,359399.13333333336,3,0,8,21,0,1,1,1,0.7,0.6515,0.7,0.2537,42,178,220
5017,359399.13333333336,3,0,8,22,0,1,1,1,0.7,0.6515,0.7,0.0896,21,116,137
5018,359399.13333333336,3,0,8,23,0,1,1,1,0.68,0.6364,0.74,0.194,14,82,96
5019,359423.13333333336,3,0,8,0,0,2,1,1,0.66,0.6212,0.74,0.0,11,18,29
5020,359423.13333333336,3,0,8,1,0,2,1,1,0.66,0.6212,0.74,0.1045,4,8,12
5021,359423.13333333336,3,0,8,2,0,2,1,1,0.68,0.6364,0.69,0.0,2,6,8
5022,359423.13333333336,3,0,8,3,0,2,1,1,0.66,0.6212,0.74,0.194,0,5,5
5023,359423.13333333336,3,0,8,4,0,2,1,1,0.66,0.6212,0.74,0.1045,0,10,10
5024,359423.13333333336,3,0,8,5,0,2,1,1,0.66,0.6212,0.74,0.1343,4,17,21
5025,359423.13333333336,3,0,8,6,0,2,1,1,0.68,0.6364,0.69,0.1045,12,105,117
5026,359423.13333333336,3,0,8,7,0,2,1,1,0.72,0.6667,0.61,0.2836,15,320,335
5027,359423.13333333336,3,0,8,8,0,2,1,1,0.74,0.6818,0.58,0.2836,37,398,435
5028,359423.13333333336,3,0,8,9,0,2,1,1,0.78,0.697,0.46,0.2985,31,182,213
5029,359423.13333333336,3,0,8,10,0,2,1,1,0.82,0.7273,0.36,0.2985,50,90,140
5030,359423.13333333336,3,0,8,11,0,2,1,1,0.84,0.7273,0.32,0.4179,32,96,128
5031,359423.13333333336,3,0,8,12,0,2,1,1,0.86,0.7424,0.3,0.2836,45,112,157
5032,359423.13333333336,3,0,8,13,0,2,1,1,0.86,0.7424,0.3,0.2239,50,153,203
5033,359423.13333333336,3,0,8,14,0,2,1,1,0.9,0.7727,0.25,0.2836,45,114,159
5034,359423.13333333336,3,0,8,15,0,2,1,1,0.9,0.7727,0.25,0.2836,48,120,168
5035,359423.13333333336,3,0,8,16,0,2,1,1,0.9,0.7727,0.25,0.2836,58,216,274
5036,359423.13333333336,3,0,8,17,0,2,1,2,0.9,0.7879,0.27,0.1343,63,493,556
5037,359423.13333333336,3,0,8,18,0,2,1,2,0.86,0.7576,0.34,0.194,65,491,556
5038,359423.13333333336,3,0,8,19,0,2,1,2,0.86,0.7576,0.36,0.2239,85,369,454
5039,359423.13333333336,3,0,8,20,0,2,1,2,0.82,0.7576,0.46,0.2537,40,248,288
5040,359423.13333333336,3,0,8,21,0,2,1,1,0.8,0.7424,0.52,0.2239,53,201,254
5041,359423.13333333336,3,0,8,22,0,2,1,2,0.78,0.7424,0.59,0.1642,22,169,191
5042,359423.13333333336,3,0,8,23,0,2,1,2,0.8,0.7424,0.49,0.1642,29,103,132
5043,359447.13333333336,3,0,8,0,0,3,1,2,0.8,0.7424,0.49,0.1642,11,32,43
5044,359447.13333333336,3,0,8,1,0,3,1,2,0.78,0.7121,0.52,0.1642,7,9,16
5045,359447.13333333336,3,0,8,2,0,3,1,2,0.78,0.7121,0.49,0.1642,2,9,11
5046,359447.13333333336,3,0,8,3,0,3,1,2,0.76,0.697,0.55,0.0896,0,4,4
5047,359447.13333333336,3,0,8,4,0,3,1,2,0.76,0.697,0.52,0.1642,0,7,7
5048,359447.13333333336,3,0,8,5,0,3,1,2,0.76,0.697,0.55,0.0896,2,22,24
5049,359447.13333333336,3,0,8,6,0,3,1,3,0.72,0.6818,0.66,0.4925,9,101,110
5050,359447.13333333336,3,0,8,7,0,3,1,2,0.74,0.6667,0.51,0.2239,19,252,271
5051,359447.13333333336,3,0,8,8,0,3,1,2,0.74,0.6667,0.51,0.1642,29,408,437
5052,359447.13333333336,3,0,8,9,0,3,1,2,0.74,0.6818,0.55,0.194,23,172,195
5053,359447.13333333336,3,0,8,10,0,3,1,3,0.74,0.6818,0.58,0.0896,9,59,68
5054,359447.13333333336,3,0,8,11,0,3,1,2,0.74,0.6818,0.58,0.1045,29,93,122
5055,359447.13333333336,3,0,8,12,0,3,1,3,0.76,0.697,0.55,0.1343,19,142,161
5056,359447.13333333336,3,0,8,13,0,3,1,2,0.76,0.7121,0.58,0.2239,37,107,144
5057,359447.13333333336,3,0,8,14,0,3,1,2,0.76,0.7121,0.58,0.2239,43,104,147
5058,359447.13333333336,3,0,8,15,0,3,1,2,0.7,0.6667,0.79,0.1343,31,87,118
5059,359447.13333333336,3,0,8,16,0,3,1,3,0.68,0.6364,0.79,0.0,21,129,150
5060,359447.13333333336,3,0,8,17,0,3,1,2,0.7,0.6667,0.79,0.0,47,378,425
5061,359447.13333333336,3,0,8,18,0,3,1,3,0.7,0.6667,0.84,0.0,49,443,492
5062,359447.13333333336,3,0,8,19,0,3,1,3,0.7,0.6667,0.84,0.0,51,270,321
5063,359447.13333333336,3,0,8,20,0,3,1,3,0.7,0.6667,0.84,0.1045,7,80,87
5064,359447.13333333336,3,0,8,21,0,3,1,2,0.68,0.6364,0.89,0.1343,7,81,88
5065,359447.13333333336,3,0,8,22,0,3,1,3,0.68,0.6364,0.89,0.1045,11,66,77
5066,359447.13333333336,3,0,8,23,0,3,1,2,0.68,0.6364,0.89,0.0896,4,52,56
5067,359471.13333333336,3,0,8,0,0,4,1,2,0.68,0.6364,0.89,0.0896,2,15,17
5068,359471.13333333336,3,0,8,1,0,4,1,2,0.66,0.5909,0.94,0.0896,3,14,17
5069,359471.13333333336,3,0,8,2,0,4,1,2,0.66,0.5909,0.94,0.0896,2,5,7
5070,359471.13333333336,3,0,8,3,0,4,1,3,0.66,0.5909,0.94,0.0896,0,3,3
5071,359471.13333333336,3,0,8,4,0,4,1,2,0.68,0.6364,0.89,0.0,0,7,7
5072,359471.13333333336,3,0,8,5,0,4,1,2,0.68,0.6364,0.89,0.0,3,17,20
5073,359471.13333333336,3,0,8,6,0,4,1,2,0.68,0.6364,0.89,0.2985,7,90,97
5074,359471.13333333336,3,0,8,7,0,4,1,2,0.68,0.6364,0.89,0.2985,11,271,282
5075,359471.13333333336,3,0,8,8,0,4,1,2,0.7,0.6515,0.82,0.3582,29,369,398
5076,359471.13333333336,3,0,8,9,0,4,1,1,0.72,0.697,0.74,0.3284,25,162,187
5077,359471.13333333336,3,0,8,10,0,4,1,1,0.72,0.6667,0.71,0.2985,24,89,113
5078,359471.13333333336,3,0,8,11,0,4,1,2,0.74,0.697,0.66,0.2239,37,112,149
5079,359471.13333333336,3,0,8,12,0,4,1,2,0.76,0.7121,0.62,0.2239,53,152,205
5080,359471.13333333336,3,0,8,13,0,4,1,1,0.76,0.7121,0.58,0.0,63,142,205
5081,359471.13333333336,3,0,8,14,0,4,1,1,0.8,0.7576,0.55,0.1642,53,114,167
5082,359471.13333333336,3,0,8,15,0,4,1,1,0.8,0.7576,0.55,0.2537,50,115,165
5083,359471.13333333336,3,0,8,16,0,4,1,1,0.76,0.7121,0.62,0.3284,70,220,290
5084,359471.13333333336,3,0,8,17,0,4,1,1,0.76,0.7121,0.62,0.3284,91,464,555
5085,359471.13333333336,3,0,8,18,0,4,1,1,0.7,0.6667,0.74,0.2985,88,435,523
5086,359471.13333333336,3,0,8,19,0,4,1,1,0.7,0.6667,0.74,0.2836,65,301,366
5087,359471.13333333336,3,0,8,20,0,4,1,2,0.7,0.6667,0.74,0.194,41,245,286
5088,359471.13333333336,3,0,8,21,0,4,1,2,0.7,0.6667,0.74,0.194,25,186,211
5089,359471.13333333336,3,0,8,22,0,4,1,1,0.68,0.6364,0.74,0.194,33,141,174
5090,359471.13333333336,3,0,8,23,0,4,1,1,0.66,0.6212,0.74,0.1045,24,108,132
5091,359495.13333333336,3,0,8,0,0,5,1,1,0.66,0.6212,0.74,0.1045,13,41,54
5092,359495.13333333336,3,0,8,1,0,5,1,1,0.64,0.5909,0.78,0.0896,3,16,19
5093,359495.13333333336,3,0,8,2,0,5,1,1,0.66,0.6212,0.69,0.0,5,14,19
5094,359495.13333333336,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0896,0,6,6
5095,359495.13333333336,3,0,8,4,0,5,1,1,0.64,0.5909,0.78,0.1343,1,6,7
5096,359495.13333333336,3,0,8,5,0,5,1,1,0.64,0.5909,0.78,0.0896,0,16,16
5097,359495.13333333336,3,0,8,6,0,5,1,1,0.64,0.5909,0.78,0.1343,7,94,101
5098,359495.13333333336,3,0,8,7,0,5,1,1,0.66,0.6061,0.78,0.1343,23,247,270
5099,359495.13333333336,3,0,8,8,0,5,1,1,0.7,0.6515,0.65,0.2239,39,415,454
5100,359495.13333333336,3,0,8,9,0,5,1,1,0.72,0.6667,0.58,0.1045,43,183,226
5101,359495.13333333336,3,0,8,10,0,5,1,1,0.74,0.6818,0.55,0.1343,50,113,163
5102,359495.13333333336,3,0,8,11,0,5,1,2,0.76,0.697,0.52,0.2537,44,103,147
5103,359495.13333333336,3,0,8,12,0,5,1,1,0.76,0.697,0.52,0.2537,57,159,216
5104,359495.13333333336,3,0,8,13,0,5,1,1,0.78,0.7121,0.52,0.2537,40,164,204
5105,359495.13333333336,3,0,8,14,0,5,1,2,0.78,0.7121,0.52,0.2537,81,164,245
5106,359495.13333333336,3,0,8,15,0,5,1,1,0.76,0.697,0.55,0.2537,50,160,210
5107,359495.13333333336,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.2537,76,254,330
5108,359495.13333333336,3,0,8,17,0,5,1,1,0.78,0.7121,0.49,0.2985,84,466,550
5109,359495.13333333336,3,0,8,18,0,5,1,1,0.76,0.697,0.52,0.2537,105,361,466
5110,359495.13333333336,3,0,8,19,0,5,1,1,0.74,0.6818,0.55,0.2537,90,282,372
5111,359495.13333333336,3,0,8,20,0,5,1,1,0.72,0.6667,0.58,0.2239,70,221,291
5112,359495.13333333336,3,0,8,21,0,5,1,1,0.7,0.6515,0.65,0.194,54,119,173
5113,359495.13333333336,3,0,8,22,0,5,1,1,0.7,0.6515,0.65,0.2239,51,137,188
5114,359495.13333333336,3,0,8,23,0,5,1,1,0.68,0.6364,0.69,0.2239,37,102,139
5115,359519.13333333336,3,0,8,0,0,6,0,1,0.66,0.6061,0.78,0.194,29,104,133
5116,359519.13333333336,3,0,8,1,0,6,0,1,0.66,0.6061,0.78,0.1642,17,50,67
5117,359519.13333333336,3,0,8,2,0,6,0,1,0.66,0.6061,0.78,0.2239,14,39,53
5118,359519.13333333336,3,0,8,3,0,6,0,2,0.66,0.6061,0.78,0.1642,14,28,42
5119,359519.13333333336,3,0,8,4,0,6,0,2,0.66,0.6061,0.83,0.1642,5,5,10
5120,359519.13333333336,3,0,8,5,0,6,0,1,0.64,0.5758,0.89,0.0896,2,4,6
5121,359519.13333333336,3,0,8,6,0,6,0,1,0.64,0.5758,0.89,0.1045,5,22,27
5122,359519.13333333336,3,0,8,7,0,6,0,1,0.68,0.6364,0.83,0.1642,14,49,63
5123,359519.13333333336,3,0,8,8,0,6,0,1,0.68,0.6364,0.83,0.1642,27,94,121
5124,359519.13333333336,3,0,8,9,0,6,0,1,0.74,0.697,0.7,0.2239,60,155,215
5125,359519.13333333336,3,0,8,10,0,6,0,2,0.74,0.697,0.7,0.2836,91,199,290
5126,359519.13333333336,3,0,8,11,0,6,0,1,0.78,0.7424,0.62,0.2239,138,211,349
5127,359519.13333333336,3,0,8,12,0,6,0,1,0.8,0.7576,0.55,0.2239,130,252,382
5128,359519.13333333336,3,0,8,13,0,6,0,2,0.8,0.7727,0.59,0.3284,176,265,441
5129,359519.13333333336,3,0,8,14,0,6,0,1,0.82,0.7727,0.52,0.2537,176,204,380
5130,359519.13333333336,3,0,8,15,0,6,0,2,0.84,0.803,0.53,0.2537,130,232,362
5131,359519.13333333336,3,0,8,16,0,6,0,3,0.74,0.7121,0.79,0.1642,155,188,343
5132,359519.13333333336,3,0,8,17,0,6,0,3,0.74,0.7121,0.79,0.1642,61,88,149
5133,359519.13333333336,3,0,8,18,0,6,0,2,0.72,0.697,0.79,0.4478,81,130,211
5134,359519.13333333336,3,0,8,19,0,6,0,3,0.72,0.7121,0.84,0.2537,57,114,171
5135,359519.13333333336,3,0,8,20,0,6,0,3,0.72,0.697,0.79,0.2836,58,79,137
5136,359519.13333333336,3,0,8,21,0,6,0,2,0.7,0.6667,0.84,0.3284,28,86,114
5137,359519.13333333336,3,0,8,22,0,6,0,2,0.7,0.6667,0.84,0.3284,24,96,120
5138,359519.13333333336,3,0,8,23,0,6,0,3,0.7,0.6667,0.84,0.2836,29,79,108
5139,359543.13333333336,3,0,8,0,0,0,0,2,0.7,0.6667,0.84,0.2836,14,66,80
5140,359543.13333333336,3,0,8,1,0,0,0,2,0.7,0.6667,0.84,0.2537,10,63,73
5141,359543.13333333336,3,0,8,2,0,0,0,2,0.7,0.6667,0.84,0.2239,18,48,66
5142,359543.13333333336,3,0,8,3,0,0,0,2,0.7,0.6667,0.84,0.1343,9,23,32
5143,359543.13333333336,3,0,8,4,0,0,0,1,0.7,0.6667,0.84,0.1343,1,5,6
5144,359543.13333333336,3,0,8,5,0,0,0,1,0.7,0.6667,0.89,0.194,1,4,5
5145,359543.13333333336,3,0,8,6,0,0,0,1,0.7,0.6667,0.89,0.1642,3,10,13
5146,359543.13333333336,3,0,8,7,0,0,0,1,0.7,0.6667,0.84,0.194,11,28,39
5147,359543.13333333336,3,0,8,8,0,0,0,1,0.72,0.697,0.79,0.194,23,66,89
5148,359543.13333333336,3,0,8,9,0,0,0,1,0.76,0.7424,0.75,0.1045,82,102,184
5149,359543.13333333336,3,0,8,10,0,0,0,1,0.8,0.803,0.66,0.1343,88,178,266
5150,359543.13333333336,3,0,8,11,0,0,0,1,0.82,0.8333,0.63,0.0,113,156,269
5151,359543.13333333336,3,0,8,12,0,0,0,1,0.9,0.8485,0.42,0.2985,161,209,370
5152,359543.13333333336,3,0,8,13,0,0,0,1,0.9,0.8485,0.42,0.2985,118,206,324
5153,359543.13333333336,3,0,8,14,0,0,0,1,0.86,0.803,0.47,0.194,130,192,322
5154,359543.13333333336,3,0,8,15,0,0,0,3,0.72,0.697,0.74,0.2985,118,208,326
5155,359543.13333333336,3,0,8,16,0,0,0,3,0.72,0.697,0.74,0.2985,74,119,193
5156,359543.13333333336,3,0,8,17,0,0,0,3,0.74,0.7121,0.74,0.6418,63,131,194
5157,359543.13333333336,3,0,8,18,0,0,0,1,0.72,0.697,0.74,0.0896,74,155,229
5158,359543.13333333336,3,0,8,19,0,0,0,1,0.72,0.697,0.79,0.1642,68,160,228
5159,359543.13333333336,3,0,8,20,0,0,0,1,0.72,0.7121,0.84,0.1343,50,133,183
5160,359543.13333333336,3,0,8,21,0,0,0,1,0.72,0.7121,0.84,0.1045,36,100,136
5161,359543.13333333336,3,0,8,22,0,0,0,1,0.7,0.6667,0.89,0.194,21,82,103
5162,359543.13333333336,3,0,8,23,0,0,0,1,0.7,0.6667,0.79,0.1045,12,43,55
5163,359567.13333333336,3,0,8,0,0,1,1,1,0.7,0.6667,0.79,0.1045,13,17,30
5164,359567.13333333336,3,0,8,1,0,1,1,1,0.68,0.6364,0.83,0.1343,4,8,12
5165,359567.13333333336,3,0,8,2,0,1,1,1,0.66,0.5909,0.89,0.0,4,3,7
5166,359567.13333333336,3,0,8,3,0,1,1,1,0.66,0.5909,0.89,0.0,1,0,1
5167,359567.13333333336,3,0,8,4,0,1,1,1,0.66,0.5909,0.89,0.1045,2,8,10
5168,359567.13333333336,3,0,8,5,0,1,1,1,0.7,0.6667,0.79,0.0896,1,14,15
5169,359567.13333333336,3,0,8,6,0,1,1,1,0.7,0.6515,0.65,0.2836,8,87,95
5170,359567.13333333336,3,0,8,7,0,1,1,1,0.72,0.6818,0.62,0.2985,18,249,267
5171,359567.13333333336,3,0,8,8,0,1,1,1,0.74,0.6818,0.58,0.3284,29,320,349
5172,359567.13333333336,3,0,8,9,0,1,1,1,0.76,0.697,0.55,0.3881,37,146,183
5173,359567.13333333336,3,0,8,10,0,1,1,1,0.8,0.7424,0.52,0.3881,62,62,124
5174,359567.13333333336,3,0,8,11,0,1,1,1,0.82,0.7424,0.48,0.3582,90,89,179
5175,359567.13333333336,3,0,8,12,0,1,1,1,0.82,0.7576,0.46,0.2537,48,134,182
5176,359567.13333333336,3,0,8,13,0,1,1,1,0.84,0.7576,0.44,0.2985,43,108,151
5177,359567.13333333336,3,0,8,14,0,1,1,1,0.82,0.7424,0.43,0.2985,41,109,150
5178,359567.13333333336,3,0,8,15,0,1,1,1,0.84,0.7576,0.41,0.2985,40,86,126
5179,359567.13333333336,3,0,8,16,0,1,1,1,0.86,0.7727,0.39,0.2836,64,218,282
5180,359567.13333333336,3,0,8,17,0,1,1,1,0.86,0.7727,0.39,0.1642,67,460,527
5181,359567.13333333336,3,0,8,18,0,1,1,1,0.84,0.7576,0.41,0.1343,64,465,529
5182,359567.13333333336,3,0,8,19,0,1,1,1,0.82,0.7424,0.43,0.1045,64,352,416
5183,359567.13333333336,3,0,8,20,0,1,1,1,0.8,0.7576,0.55,0.0,71,215,286
5184,359567.13333333336,3,0,8,21,0,1,1,1,0.76,0.7121,0.58,0.0896,30,156,186
5185,359567.13333333336,3,0,8,22,0,1,1,1,0.76,0.7121,0.58,0.1045,26,121,147
