instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3923,359783.1,2,0,1,8,0,5,1,2,0.6,0.5606,0.83,0,28,426,454
3924,359783.1,2,0,15.79993526,9,0,5,1,1,0.7,0.6515,0.58,0.194,28,196,224
3925,359783.1,2,0,1,10,0,5,1,1,0.7,0.6515,0.58,-0.197835112,44,126,170
3926,359783.1,37.90122634,0,1,11,0,5,1,1,0.68,0.6364,0.69,-0.31004232,43,138,181
3927,359783.1,2,0,1,12,0,5,1,1,0.7,0.6515,0.65,0.2537,49,194,243
3928,368910.2315,2,0,1,13,0,5,1,1,0.74,0.6818,0.62,0.2836,48,156,204
3929,359783.1,-11.20159833,0,1,14,0,5,1,1,0.76,0.697,0.52,0.194,73,142,215
3930,359783.1,2,0,1,15,0,5,1,1,0.78,0.697,0.43,0.2239,62,181,243
3931,359783.1,2,0,1,16,0,5,1,1,0.76,-0.246313549,0.45,0.1642,69,286,355
3932,354569.9144,2,0,1,17,0,5,1,3,0.76,0.6818,0.4,0.194,85,467,552
3933,359783.1,2,0,1,56.16430967,0,5,2.387049193,3,0.76,0.6818,0.4,0.194,62,388,450
3934,359783.1,2,0,1,19,0,5,1,3,0.64,0.5758,0.83,0.2537,53,275,328
3935,359783.1,2,0,1,20,0,5,1,1,0.64,0.5909,1.082829751,0.1045,40,192,232
3936,359783.1,2,0,1,21,191.1004484,5,1,1,0.64,0.5909,0.78,0.0896,49,159,208
750.3087444,359783.1,2,0,1,22,0,5,1,1,0.62,0.5606,0.88,0.1343,48,127,175
3938,359783.1,2,0,1,23,0,5,1,1,0.62,0.5758,0.83,0.1343,37,141,178
3939,359807.1,2,0,1,0,25,6,0,1,0.62,0.5606,0.88,0.1343,21,83,104
3940,359807.1,2,0,1,1,36,6,3.337387895,1,0.62,0.5758,0.83,0.1045,411.4637643,80,95
3941,359807.1,2,0,1,2,83,6,0,-1.870832458,0.6,0.5455,0.88,0,16,37,53
3942,359807.1,2,0,6.167841439,3,3,6,0,1.884930826,0.6,0.5455,0.88,0.0896,4,16,20
3943,359807.1,2,-0.304637906,1,4,64,6,0,1,0.6,0.5455,0.88,0.0896,1,4,5
3944,359807.1,2,0,1,5,88,6,0,1,0.62,0.5758,0.83,0,1,6,7
3945,359807.1,2,0,1,6,44,6,0,1,0.62,0.5758,0.83,0.1045,9,18,27
3946,359807.1,2,0,1,7,50,6,0,1,0.64,0.5909,0.78,0.1343,12,45,57
3947,359807.1,2,0,1,8,94,8.718630482,0,1,0.66,0.6061,0.78,0.0896,28,103,131
5013.568477,359807.1,2,0,1,9,99,6,0,1,0.7,0.6515,0.61,0.2239,62,156,218
3949,359807.1,2,0,1,10,5,6,0,1,0.72,0.6818,0.62,0.371099421,68,176,244
3950,342763.6345,2,0,1,11,305.2653841,6,0,-0.146267569,0.72,0.6818,0.62,0.1343,134,270,404
3951,359807.1,2,0,1,12,24,6,0,1,0.74,0.697,0.66,0.0896,162,258,420
3952,359807.1,2,0,1,13,64,7.152796529,0,2.731339753,0.76,0.697,0.55,0,135,192,327
3953,359807.1,2,0,-36.0029931,14,16,6,0,2,0.8,0.7273,0.46,0.2836,348.3129479,196,334
3954,359807.1,2,0,1,15,17,6,0,2,0.82,0.7576,0.46,0.1343,153,214,367
3955,359807.1,2,0,1,16,56,6,0,2,0.76,1.376354333,0.52,0.2239,193,275,468
3956,359807.1,2,0,1,17,73,6,0,2,0.76,0.6818,0.48,0.1642,210,239,449
3957,359807.1,2,0,1,18,72,6,0,2,0.74,0.6818,0.55,0.194,118,263,381
3958,359807.1,2,-3.908391406,1,19,59,6,0,2,2.309562882,0.6667,0.51,0.1045,99,227,326
3959,359807.1,2,0,1,20,44,6,0,2,0.72,0.6667,0.58,0.1343,61,127,188
3960,359807.1,2,0,1,21,69,5.799416361,0,2,0.72,0.6818,0.66,0.1045,58,125,183
3961,359807.1,2,0,1,22,97,6,0,2,0.72,0.541514454,0.62,0.1343,56,453.2795941,161
3962,359807.1,2,0,1,23,49,6,0,2,0.72,0.6818,0.62,0,53,97,150
3963,372732.6332,2,0.322904802,1,0,32,0,0,1,0.7,0.6515,0.65,0,18,71,89
3964,359831.1,2,0,1,1,66,0,0,2,0.7,0.6515,0.65,0.0896,17,842.481241,76
3965,359831.1,2,0,1,2,56,0,0,1,0.68,0.6364,0.74,0.0896,13,59,72
3966,359831.1,2,0,1,3,17,0,0,2,0.989595599,0.6061,0.78,0.1343,392.780357,16,30
3967,359831.1,2,0,1,4,89,0,0,2,0.66,0.6212,0.74,0.1343,7,10,17
3968,359831.1,2,0,1,5,88,0,0,2,0.66,0.6061,0.78,0,7,12,19
-5863.616639,359831.1,2,-0.226536496,1,6,20,0,1.558302193,2,0.66,0.6061,0.78,0.1642,11,22,33
3970,359831.1,2,0,1,7,27,0,0,2,0.66,0.6061,0.78,0.1642,92.77718103,759.4248595,71
3971,359831.1,2,-0.143526015,1,8,68,0,0,3,0.68,0.6364,0.74,0.1045,25,59,84
3972,359831.1,2,0,1,9,78,0,0,2,0.68,0.6364,0.74,0.1045,58,111,169
3973,359831.1,2,0,1,10,86,0,1.053549876,2,0.7,0.6515,0.61,0.1045,86,158,244
3974,359831.1,2,0,1,11,36,0,0,2,0.72,0.6667,0.58,0.0896,141,236,377
3975,381289.3582,2,0,1,12,-62.71700839,0,0,2,0.74,0.6818,0.55,0.58951074,141,255,396
3976,359831.1,2,0,1,13,58,0,0,2,0.74,0.6667,0.51,-0.181561952,149,214,363
3977,359831.1,2,0,1,14,52,0,0,3,0.74,0.6818,0.58,0.1045,124,193,317
3978,359831.1,2,0,1,15,39,0,0,2,0.74,0.6818,0.55,0.1045,146,216,362
3979,359831.1,2,0,-19.27879245,16,4,0,0,2,0.76,0.6818,0.48,0,169.3047589,257,378
3980,359831.1,2,0,1,17,53,0,0,1,0.74,0.6667,0.51,0,159,11.77351608,397
3981,359831.1,2,0,1,18,67,0,0,2,0.74,0.6818,3.189663882,0.0896,78,218,296
3982,359831.1,2,0,2.812178167,19,1,0,0,1,0.72,0.6818,0.62,0.1343,94,209.8680685,311
3983,359831.1,2,0,1,20,8,0,0,1,0.7,0.6515,0.7,0.194,86,146,232
3984,359831.1,2,0,1,21,91,0,0,1,0.68,0.6364,0.79,0.1343,57,110,167
3985,359831.1,2,0,1,22,60,0,0,1,0.66,0.6061,0.78,0.2239,38,114,152
3986,354276.2858,2,0,1,23,52,0,0,1,0.66,0.6061,0.78,0.194,14,78,92
3987,359855.1,2,0,1,0,0,1,1,0.514825464,0.66,0.6061,0.83,0.1642,7,19,26
3988,359855.1,2,0,1,1,0,1,1,1,0.64,0.5758,0.89,0.0896,9,3,12
3989,359855.1,2,0,1,2,0,1,1,1,0.64,0.5758,0.89,1.597719905,2,0,2
3990,359855.1,2,0,1,3,0,1,1,3,0.64,0.5758,0.89,0,1,0,1
3991,359855.1,2,0,1,4,0,1,1,3,0.62,0.5606,0.88,0.1642,1,2,3
3992,359855.1,2,0,1,5,0,1,1,3,0.62,0.5758,0.83,0.1343,0,3,3
-56416.90504,359855.1,2,0,1,6,0,1,1,3,0.6,0.5758,0.78,0.1343,-175.5147684,25,26
3994,359855.1,2,0,1,7,0,1,0.991583619,3,0.56,0.5303,0.88,0.194,0,46,46
3995,359855.1,2,0,1,8,0,1,1,3,0.56,0.5303,0.83,0.194,12,209,221
35086.37455,359855.1,2,0,1,9,0,1,1,2,0.6,0.5758,0.78,0.2537,19,200,219
3997,359855.1,2,0,1,10,0,1,1,2,0.6,0.5758,0.78,0.2537,33,58,91
3998,359855.1,2,0,1,11,0,1,1,2,0.6,0.5758,0.78,0.1045,27,67,94
3999,359855.1,2,0,1,12,0,1,1,2,0.62,0.6061,0.69,0.1045,33,129,162
4000,359855.1,2,0,1,13,0,1,4.102829686,1,0.64,0.6061,0.65,0.1045,50,129,179
4001,359855.1,2,0,1,14,0,1,1,1,0.66,0.6212,0.61,0.1045,45,130,175
4002,359855.1,2,0,1,15,0,1,1,1,0.66,0.6212,0.61,0.1343,66,139,205
4003,359855.1,2,0,1,16,0,1,1,1,0.7,0.6515,0.58,0.1642,61,238,299
4004,359855.1,2,0,1,-29.08130262,0,1,0.358870451,1,0.7,0.6515,0.54,0,81,484,565
4005,359855.1,2,0,1,18,0,1,1,-2.376395905,0.7,0.6515,0.61,0.2537,64,474,538
4006,359855.1,2,0,1,19,0,1,1,-3.37206663,0.66,0.6212,0.65,0.2239,62,369,431
4007,359855.1,2,0,1,20,0,1,1,1,0.66,0.6212,0.69,0.2239,52,264,316
4008,359855.1,2,0,1,21,0,1,1,1,0.64,0.6061,0.73,0.1642,39,167,206
4009,359855.1,2,0,1,22,0,1,2.335857727,2,0.64,0.6061,1.591748167,0.2239,24,106,130
4010,359855.1,2,0,1,23,0,1,1,1,0.62,0.287165904,0.78,0.2537,10,50,60
4011,359879.1,3,0,1,0,0,2,1,1,0.62,0.5909,2.055062937,0.1642,10,23,33
4012,359879.1,3,0,1,1,0,2,1,3,0.62,0.5909,0.78,0.1642,2,12,14
4013,359879.1,3,0,1,2,0,2,1,3,0.62,0.5758,0.83,0.1642,1,5,6
4014,359879.1,3,0,1,3,333.445775,2,1,3,0.62,0.5758,0.83,0.1642,0,2,2
4015,359879.1,3,0,1,4,0,2,1,0.316662973,0.6,0.5455,0.88,0.1045,2,7,9
4016,357384.2069,3,-2.678392239,1,5,0,2,1,2,0.6,0.5455,0.88,0.1343,3,22,25
4017,359879.1,3,0,1,6,0,2,1,2,0.6,0.5455,0.88,0.1343,8,107,115
4018,359879.1,3,0,1,7,0,2,1,2,0.6,0.5152,0.94,0,21,288,309
4019,359879.1,3,0,1,8,0,2,1,2,0.62,0.5606,0.88,0.1045,33,368,401
4020,359879.1,3,0,1,9,0,-0.788279356,1,2,0.62,0.5606,0.88,0.2537,32,243,275
4021,359879.1,3,0,1,10,0,2,1,2,0.64,0.5758,0.83,0.194,41,120,161
4022,359879.1,3,0,1,11,0,2,1,1,0.66,0.6061,0.83,0.1642,52,119,171
26809.57453,379619.3725,3,0,1,12,-184.9208805,2,1,1,0.7,0.6667,0.74,0.1642,40,149,189
4024,359879.1,3,0,1,13,0,2,1,1,0.74,0.697,0.66,0.1642,49,158,207
4025,359879.1,3,0,1,14,0,2,1,1,0.76,0.7121,0.62,0.2239,44,108,152
4026,369583.7558,3,0,1,15,0,2,1,1,0.78,0.7424,0.59,0.2537,42,128,170
4027,359879.1,3,0,1,16,-62.11637965,2,1,1,0.8,0.7727,0.59,0.2239,62,273,335
8423.732534,359879.1,3,0,1,17,0,2,1,1,0.78,0.7576,0.66,0.2239,65,507,572
4029,359879.1,3,0,1,18,17.41549515,2,1,2,0.76,0.7273,0.7,0.038105308,67,469,536
4030,359879.1,3,0,1,19,0,2,1,2,0.74,0.7121,0.74,0.2239,67,358,425
4031,359879.1,3,0,1,20,0,2,1,3,0.74,0.697,0.7,0.2239,72,254,326
4032,359879.1,3,-1.480330882,1,21,0,4.06159422,1,1,0.72,0.697,0.74,0.194,38,191,229
4033,359879.1,3,0,1,22,0,2,1,1,1.429928077,0.974537228,0.79,0.1045,12,97,109
4034,359879.1,3,0,1,23,0,2,1,1,0.7,0.6667,0.74,0.1045,11,53,64
4035,359903.1,3,0,1,0,0,3,3.609477743,1,0.66,0.6061,0.78,0.194,15,18,33
4036,359903.1,3,0,1,1,0,3,1,1,0.66,0.6061,0.78,0.1343,2,19,21
4037,359903.1,3,0,1,2,0,3,1,1,0.66,0.6061,0.78,0.440733218,2,5,7
4038,359903.1,3,0,1,3,0,3,1,1,0.66,0.6061,0.78,0.1343,0,7,7
4039,359903.1,3,0,1,4,0,-0.334080697,1,1,0.64,0.5758,0.83,0,3,8,11
-9716.409778,355568.8258,3,0,1,5,0,3,1,1,0.64,0.5758,0.89,0,2,21,23
4041,359903.1,3,0,1,6,0,3,1,1,0.66,0.6061,0.83,0,12,110,122
4042,359903.1,3,0,1,7,0,3,1,0.134188758,0.7,0.6667,0.79,0,23,288,311
4043,359903.1,3,0,1,54.84557504,0,3,1,1,0.72,0.697,0.74,0.1045,27,396,423
4044,359903.1,3,0,1,9,0,3,1,5.293388644,0.72,0.697,0.79,0.1642,14,-296.6889871,219
4045,359903.1,3,0,1,10,0,3,1,1,0.74,0.697,0.7,0.2537,31,104,135
4046,359903.1,3,0,1,11,0,3,1,1,0.74,0.697,0.7,0.1642,37,108,145
4047,359903.1,3,0.466469013,1,12,0,3,1,2,0.8,0.7727,0.59,0.2239,44,144,188
4048,359903.1,3,0,-6.168648842,13,0,3,1,2,0.82,0.7879,0.56,0.2537,34,113,147
4049,359903.1,3,0,1,14,0,3,1,0.369575359,0.82,0.7727,0.52,0.2836,32,113,145
4050,359903.1,3,-0.507265885,1,15,0,3,1,2,1.02139243,0.7879,0.56,0.2836,32,114,146
4051,359903.1,3,0,1,16,0,3,1,2,0.82,0.803,0.59,0.3284,34,224,258
4052,359903.1,3,0,1,-6.767416118,0,3,1,2,0.8,0.7576,0.55,0.3881,67,462,529
4053,365652.4942,3,0,1,18,0,3,1,2,0.8,0.7727,0.59,0.2537,66,447,513
4054,359903.1,3,0,1,19,0,3,1,2,0.818671265,0.7424,0.52,0.2537,62,280,342
4055,359903.1,3,-4.722265348,-0.075793255,20,0,3,1,1,0.74,0.7121,0.74,0.1343,52,230,282
4056,359903.1,3,0,1,21,0,3,1,1,0.74,-0.215316593,0.79,0.1642,31,216,247
4057,359903.1,3,0,1,22,0,3,1,2,0.72,0.697,0.79,0.194,25,123,148
4058,359903.1,3,0,1,23,0,3,1,2,0.72,0.697,0.79,0.2239,14,91,105
4059,359927.1,3,0,1,0,0,4,1,1,0.72,0.697,1.805026268,0.2239,5,44,49
4060,359927.1,3,-1.664204413,1,1,0,4,1,1,0.72,0.697,0.74,0.2239,5,26,31
4061,359927.1,3,0,1,2,0,4,1,1,0.72,0.697,0.74,0.2239,0,4,4
4062,359927.1,3,0,1,3,0,4,2.692100374,2,0.72,0.697,0.74,0.1642,1,4,5
4063,358158.3663,3,0,1,4,0,4,-2.834621343,2,0.7,0.6667,0.250477658,0.1343,0,7,7
4064,359927.1,3,0,1,5,0,4,1,1,0.72,0.697,0.74,0.1642,2,22,24
4065,346060.1657,3,0,1,6,0,4,1,1,0.72,0.697,0.74,0.1642,8,92,100
4066,359927.1,3,0,1,7,0,4,1,2,0.72,0.697,1.332559658,0.1343,26,811.4360602,327
4067,359927.1,3,0,1,8,0,4,1,2,0.74,0.591944352,0.7,0.194,20,412,432
4068,359927.1,3,0,1,9,66.96193157,4,1,2,0.74,0.697,0.7,0.1343,33,194,227
4069,359927.1,3,0,1,10,0,4,1,2,0.76,0.7273,0.66,0.1343,39,88,127
4070,359927.1,3,0,1,11,0,4,1,3.023815398,0.76,0.7273,0.66,0.2537,28,108,136
-2525.96432,359927.1,3,0,1,12,0,4,1,2,0.76,0.7273,0.66,0.2836,30,130,160
4072,359927.1,3,0,1,13,0,4,1,2,0.76,0.7121,0.62,0.2836,37,149,186
4073,359927.1,3,0,1,14,0,4,1,2,0.76,0.7273,0.66,0.2985,46,103,149
4074,359927.1,3,0,1,15,-290.1809439,4,1,2,0.76,0.697,0.52,0.3582,62,127,189
4075,359927.1,3,0,1,16,0,9.749534757,1.277618027,2,0.74,0.6818,0.62,0.2985,58,217,275
4076,359927.1,3,0,1,17,0,4,1,2,0.72,0.6818,0.7,0.3582,74,495,569
4077,362579.1109,3,0,1,18,0,4,1,1,0.72,0.6818,0.7,0.4179,57,483,540
4078,359927.1,3,0,1,19,0,4,1,1,0.72,0.6818,0.7,0.3582,56,344,400
-18877.60151,359927.1,3,0,1,20,0,4,1,1,0.7,0.6667,0.74,0.2239,75,277,352
4080,359927.1,3,0,1,21,0,4,1,1,0.7,0.6667,0.74,0.194,46,188,234
4081,359927.1,3,0,25.4401231,22,0,4,1,2,0.7,0.6667,0.74,0.2239,-156.0358777,139,162
4082,359927.1,3,0,1,23,0,4,1,1,0.7,0.6667,0.74,0.2836,15,90,105
4083,359951.1,3,0,1,0,0,7.07906735,1,1,0.68,0.6364,0.79,0.194,10,53,63
4084,359951.1,-3.82521642,0,1,1,2.447178923,5,1,1,0.66,0.6061,0.83,0.3284,8,20,28
4085,359951.1,3,0,1,2,0,5,1,1,0.66,0.6061,0.83,0.3284,4,10,14
4086,359951.1,3,0,1,3,0,5,1,1,0.66,0.6061,0.83,0.1642,1,4,5
4087,359951.1,3,-1.468169225,1,4,0,5,1,1,0.66,0.6061,0.83,0.0896,-51.53667148,8,9
-8575.652998,359951.1,3,0,1,5,0,5,1,1,0.64,0.5758,0.89,0.0896,2,18,20
4089,359951.1,3,0,1,6,0,5,1,1,0.66,0.6061,0.83,0.1343,4,87,91
4090,359951.1,3,0,1,7,0,5,1,2,0.66,0.6061,1.151165973,0.2239,21,247,268
4091,359951.1,3,0,1,8,0,5,1,1,0.7,0.6667,0.74,0.2239,27,439,466
4092,359951.1,3,0,1,9,0,5,2.449517474,1,0.74,0.6818,0.62,0.1343,28,203,231
4093,359951.1,3,0,1,10,0,5,1,1,0.8,0.7273,0.43,0.2836,43,102,145
4094,359951.1,3,0,1,11,0,5,1,1,0.8,0.7121,0.38,0.3284,56,147,203
4095,359951.1,3,0,1,-11.78854969,0,5,1,1,0.8,0.7121,0.41,0.2836,51,150,201
4096,359951.1,3,0,1,13,0,5,1,1,0.8,0.7121,0.36,0.2239,43,178,221
4097,371826.5095,3,0,1,14,0,5,1,1,0.78,0.697,0.43,0.2836,67,162,229
4098,356990.7572,3,0,1,-13.41973993,0,5,1,-0.966359445,0.82,0.7273,-0.005084554,0.3881,69,147,216
4099,359951.1,3,0,1,16,0,5,1,1,0.8,0.697,0.33,0.4179,80,247,327
4100,359951.1,3,0,1,-0.084903533,0,5,1,1,0.76,-0.009055522,0.37,-0.026730322,85,472,557
4101,359951.1,3,0,1,18,0,5,1,1,0.76,0.6667,0.37,0.2985,87,365,452
4102,359951.1,3,-1.249969202,1,28.3336092,0,8.030736973,1,1,0.74,0.6515,0.4,0.2239,92,123.342672,385
4103,359951.1,3,0,1,20,-25.89072329,5,1,1,0.72,0.6515,0.45,0.1642,66,222,288
4104,359951.1,3,0,1,21,0,5,1,1,0.7,0.6515,0.48,0.1343,289.0387161,183,233
4105,359951.1,3,-1.255614263,-0.497554978,22,0,5,1,1,0.7,0.6515,0.48,0,41,126,167
4106,359951.1,3,0,1,23,-101.538571,5,1,1,0.68,0.6364,0.51,-0.121816302,33,139,172
4107,359975.1,3,0,1,0,64,6,0,1,0.68,0.6364,0.47,0.1642,19,97,116
5536.456305,359975.1,3,0,1,1,40,6,0,1.626021284,0.66,0.6212,0.5,0.1642,20,75,95
4109,359975.1,3,0,1,2,40,6,0,2,0.66,0.6212,0.5,0.194,8,51,59
4110,359975.1,3,0,1,3,91,6,0,1,1.262180437,0.6212,0.57,0.194,18,21,39
4111,359975.1,3,0,1,4,21,6,0,-1.754646309,0.64,0.6212,0.57,0.194,7,4,11
4112,359975.1,3,0,1,5,100,6,0,0.913157925,0.62,0.6061,0.61,0.1343,6,8,14
4113,359975.1,3,0,1,6,92,10.23087963,0,1,0.64,0.6212,0.57,0.2239,12,17,29
4114,359975.1,3,0,1,7,38,6,0,1,0.64,0.241835573,0.57,0.2836,7,35,42
4115,342666.0687,3,0,1,8,53,6,0,1,0.7,0.6515,0.48,0.2537,27,85,112
4116,359975.1,3,0,1,9,90,6,0,1,0.72,0.6515,0.45,0.2537,47,139,186
4117,359975.1,3,0,1,10,72,6,0,1,0.72,0.6515,0.45,0.194,99,203,302
4118,359975.1,3,0,1,11,77,6,0,1,0.74,0.6667,0.42,0,122,209,331
4119,359975.1,150.0234953,0,1,12,31,6,0,1,0.74,0.6515,0.765997494,0.2836,140,252,392
4120,359975.1,3,0,1,-15.2339107,7,6,0,1,0.74,0.6515,0.4,0.2836,140,231,371
4121,359975.1,3,0,1,14,94,6,0,1,0.74,-0.661402829,0.45,0.2985,151,232,383
35891.73004,359975.1,3,0,1,15,3,6,0,1,0.74,0.6667,0.45,0,157,235,392
4123,359975.1,71.24339717,0,1,16,79,6,0,2.604870361,0.76,0.6818,0.43,0.2985,175,235,410
4124,359975.1,3,0,1,17,36,6,0,1,0.74,0.6667,0.42,0.2239,152,247,399
4125,359975.1,3,0,1,18,58,6,0,1,0.72,0.6515,0.45,0.2537,108,199,307
4126,359975.1,3,0,1,19,24,6,0,1,-0.509597178,0.6667,0.48,0.2836,121,254,375
4127,359975.1,3,0,1,20,54,6,0,1,0.7,0.6515,0.48,0.194,74,195,269
4128,359975.1,3,0,1,21,81,6,0,1,0.68,0.6364,0.51,0.1642,62,140,202
4129,359975.1,3,0,1,22,28,5.234028132,0,1,0.68,0.6364,0.47,0.194,61,126,187
4130,359975.1,3,0,1,23,55,6,0,2,0.66,0.6212,0.5,0.2985,49,130,179
4131,359999.1,3,0,1,0,11,0,0,1,0.64,0.6212,0.53,0,30,85,115
4132,359999.1,3,0,1,1,56,0,0,1,0.64,0.6212,0.53,0.1045,17,73,90
4133,359999.1,3,0,1,2,72,0,0,1,0.62,0.6212,0.57,0.1045,17,70,87
4134,359999.1,3,0,1,3,52,0,0,1,0.6,0.6061,0.64,0.1045,12,22,34
4135,359999.1,-180.7280691,0,1,4,46,0,0,1,0.6,0.6061,0.64,0.0896,3,8,11
4136,359999.1,3,0,1,-67.71793628,55,0,0,1.669896134,0.6,1.149751826,0.64,0,3,9,12
4137,359999.1,3,0,1,6,70,0,0,1,0.6,0.6061,0.64,0,7,13,20
4138,359999.1,3,0,1,7,346.0544192,0,0,1,0.62,0.6061,0.61,0,24,27,51
4139,394265.5696,3,0,1,8,249.8249305,0,0,1,0.64,0.6212,0.61,0.194,29,78,107
4140,359999.1,3,0,1,9,8,0,0,1,0.66,0.6212,0.54,0.0896,75,131,206
4141,359999.1,3,0,1,10,30,0,0,1,0.72,0.6667,0.48,0.1045,136,796.520933,332
4142,359999.1,3,0,1,11,93,0,0,1,0.72,0.6515,0.45,0.1343,127,219,346
4143,359999.1,3,0,1,12,83,0,0,1,0.74,0.6515,0.4,1.108056456,175,268,443
4144,359999.1,3,0,1,13,39,0,0,1,0.74,0.6515,0.4,0,197,245,442
4145,359999.1,3,0,1,14,22,0,0,1,0.74,0.6515,0.4,0.1343,197,246,443
4146,359999.1,3,0,1,15,99,0,0,1,0.74,0.6515,0.4,0,174,229,403
4147,359999.1,3,0,1,16,20,0,0,1,0.74,0.6667,0.42,0.194,177,278,455
4148,359999.1,3,-0.939753908,1,17,69,0,0,5.506829849,0.72,0.6515,0.42,0.1642,178,243,421
4149,359999.1,3,0,1,18,33,0,0,2,0.72,0.6515,0.45,0.2537,117,265,382
4150,359999.1,3,3.828388296,1,19,18,0,-2.452732366,2,0.810285265,1.326402606,0.48,0.1343,89,228,317
4151,359999.1,3,0,1,20,51,0,0,2,0.7,0.6515,0.48,0.1045,55,158,213
4152,359999.1,3,0,1,21,94,0,0,2,0.7,0.6515,0.54,0.1045,48,135,183
4153,359999.1,3,0,1,22,80,0,0,1,0.7,0.6515,0.51,0,19,95,114
4154,359999.1,3,0,1,23,20,0,0,-1.968052068,0.7,0.6515,0.54,0.0896,14,64,78
4155,360023.1,3,0,1,0,0,1,1,3,0.64,0.6061,0.73,0.2836,7,25,32
4156,381982.2524,3,0,11.57719589,1,0,1,1,2,0.62,0.5909,0.78,0.1343,4,11,15
4157,360023.1,3,0,1,2,0,1,1,3,0.62,0.5909,0.78,0.1343,3,3,6
4158,360023.1,40.3616795,0,1,3,0,1,1,3,0.62,0.5909,0.78,0.1343,0,2,2
4159,360023.1,3,0,1,4,0,1,2.217558452,2,0.6,0.5606,0.83,0.1642,97.73605274,8,9
4160,360023.1,3,0,1,5,0,1,1,2,0.62,0.5758,0.83,0.1642,1,21,22
4161,360023.1,3,0,1,6,0,1,1,2,0.62,0.5909,0.78,0.1642,4,90,94
4162,360023.1,3,0,1,7,0,14.13952763,1,4.990180762,0.64,0.6061,0.73,0.2239,14,247,261
4163,360023.1,133.6754979,0,1,8,0,1,1,1,0.66,0.6212,0.74,0.194,29,418,447
4164,360023.1,3,0,1,9,0,1,1,2,0.72,0.6667,0.54,0,37,150,187
4165,360023.1,3,0,1,10,0,-3.405952802,1,2,0.72,0.6667,0.54,0.1343,55,95,150
4166,360023.1,3,0,1,-20.6163423,0,1,1,2,0.7,0.6515,0.58,0,55,95,150
4167,360023.1,3,0,1,12,0,1,1,2,0.72,0.6667,0.54,0,40,130,170
4168,360023.1,3,0,1,13,0,1,1,2,0.72,0.6667,0.58,0.2239,37,127,164
4169,360023.1,3,0,1,14,0,1,1,2,0.72,0.6667,0.58,0.0896,58,100,158
4170,360023.1,3,0,1,15,157.5386526,1,1,2,0.74,0.6818,0.55,0,76,126,202
4171,360023.1,3,0,1,16,0,1,1,1,0.74,0.6818,0.55,0.1045,53,222,275
4172,360023.1,3,0,1,17,0,1,1,1,0.74,0.6818,0.55,0.1343,90,514,604
4173,360023.1,3,0,1,18,0,1,1,1,0.74,0.6667,0.51,0,79,512,591
4174,360023.1,3,0,1,19,0,1,1,1,0.72,0.6818,0.4573266,0.194,56,-189.9567448,396
4175,360023.1,-144.8537538,0,1,20,0,1,1,1,0.7,0.479103422,0.65,0.1045,54,251,305
4176,360023.1,3,0,1,21,0,1,1,1,0.7,0.6515,0.65,0,52,190,242
-29385.42396,360023.1,3,0,1,22,0,1,1,1,0.68,0.6364,0.69,0,33,112,145
4178,360023.1,3,0,1,23,0,1,1,1,0.68,0.6364,0.69,0,16,65,81
4179,360047.1,3,0,1,0,0,2,1.801551343,2,0.66,0.6061,0.78,0.1343,5,25,30
4180,360047.1,3,0,1,1,0,2,1,1,0.66,0.6212,0.74,0,5,8,13
4181,358102.1847,3,0,1,2,0,2,1,2,0.66,0.6212,0.74,0,2,9,11
4182,360047.1,3,0,1,3,0,2,1,2,0.66,1.992462197,0.74,0,0,2,2
4183,343013.2553,3,0,1,4,0,2,1,1,0.66,0.6212,0.74,0.346634975,1,7,8
4184,360047.1,3,0,1,5,0,2,1,1,0.66,0.6061,0.78,0,1,20,21
4185,360047.1,3,0,1,6,0,2,1,1,0.66,0.6061,0.43188353,0.1642,7,117,124
4186,360047.1,3,0,1,7,0,2,1,1,0.68,0.6364,0.83,0.194,27,320,347
4187,360047.1,3,0,1,8,-279.1248826,2,1,1,0.7,0.6667,0.79,0.1642,39,417,456
4188,360047.1,3,0,1,9,0,2,1,1,0.74,0.697,0.7,0,38,208,246
4189,360047.1,3,0,1,10,0,2,1,1,0.8,0.7424,0.74565647,0.1642,45,112,157
4190,360047.1,3,0,1,11,0,2,1,1,0.82,0.7576,0.46,0,49,118,167
4191,360047.1,3,0,1,12,0,2,1,1,0.84,0.7727,0.76076905,0.016282858,41,161,202
4192,360047.1,3,0,1,13,0,2,1,1,0.84,0.7576,0.44,0,33,156,189
4193,360047.1,3,0,1,14,0,2,1,1,0.86,0.7879,0.44,0.2239,43,117,160
4194,360047.1,3,0,1,15,0,2,1,1,0.86,0.7879,0.41,0,39,127,166
4195,360047.1,3,0,1,16,0,2,1,-0.233195015,0.86,0.803,0.47,0.2836,41,220,261
10518.13257,348195.2528,3,0,1,17,0,2,1,3,0.82,0.7879,0.56,0.2836,70,509,579
4197,360047.1,3,0,1,18,0,2,1,3,0.8,0.7576,0.55,0.2985,68,436,504
4198,345510.3925,3,0,1,19,0,2,1,2,0.74,0.6818,0.58,0.4627,44,255,299
11950.70679,360047.1,3,0,1,20,0,2,1,1,0.74,0.6818,0.62,0,50,246,296
4200,360047.1,137.1112926,0,1,21,15.49620449,-3.40473709,1,1,0.74,0.697,0.66,0.2836,31,164,195
