labels,i_w_blo_weg,o_w_blo_power,o_w_blo_voltage,i_w_bhl_weg,o_w_bhl_power,o_w_bhl_voltage,i_w_bhr_weg,o_w_bhr_power,o_w_bhr_voltage,i_w_bru_weg,o_w_bru_power,o_w_bru_voltage,i_w_hr_weg,o_w_hr_power,o_w_hr_voltage,i_w_hl_weg,o_w_hl_power,o_w_hl_voltage
0,522,20176,54,879,0,0,478,0,0,573,0,0,-833,9300,24,-833,9508,26
0,522,20176,54,879,0,0,478,0,0,573,0,0,-833,9300,24,-833,9508,26
0,522,20176,54,879,0,0,478,0,0,573,0,0,-833,9300,24,-833,9508,26
0,443,22008,56,879,0,0,478,0,0,573,0,0,-833,9300,26,-833,11593,27
0,443,22008,56,879,0,0,478,0,0,573,0,0,-833,9300,26,-833,11593,27
0,443,22008,56,879,0,0,478,0,0,573,0,0,-833,9300,26,-833,11593,27
0,365,20664,55,879,0,0,478,0,0,573,0,0,-833,9300,26,-833,12025,27
0,365,20664,55,879,0,0,478,0,0,573,0,0,-833,9300,26,-833,12025,27
0,365,20664,55,879,0,0,478,0,0,573,0,0,-833,9300,26,-833,12025,27
0,288,23430,55,879,0,0,478,0,0,573,0,0,-833,9352,26,-833,12241,29
0,288,23430,55,879,0,0,478,0,0,573,0,0,-833,9352,26,-833,12241,29
0,288,23430,55,879,0,0,478,0,0,573,0,0,-833,9352,26,-833,12241,29
0,288,23430,55,879,0,0,478,0,0,573,0,0,-833,9352,26,-833,12241,29
0,210,25251,58,-12,22797,51,478,0,0,573,0,0,-833,9950,26,-833,12997,27
0,210,25251,58,-12,22797,51,478,0,0,573,0,0,-833,9950,26,-833,12997,27
0,210,25251,58,-12,22797,51,478,0,0,573,0,0,-833,9950,26,-833,12997,27
0,210,25251,58,-12,22797,51,478,0,0,573,0,0,-833,9950,26,-833,12997,27
0,130,20515,55,-93,15912,51,478,0,0,573,0,0,-833,9950,26,-833,17199,27
0,130,20515,55,-93,15912,51,478,0,0,573,0,0,-833,9950,26,-833,17199,27
0,130,20515,55,-93,15912,51,478,0,0,573,0,0,-833,9950,26,-833,17199,27
0,51,18003,51,-170,18684,54,478,0,0,573,0,0,-833,10106,27,-833,14563,27
0,51,18003,51,-170,18684,54,478,0,0,573,0,0,-833,10106,27,-833,14563,27
0,51,18003,51,-170,18684,54,478,0,0,573,0,0,-833,10106,27,-833,14563,27
0,51,18003,51,-170,18684,54,478,0,0,573,0,0,-833,10106,27,-833,14563,27
0,9,356,3,-248,20790,55,478,0,0,573,0,0,-833,10106,26,-833,18910,29
0,9,356,3,-248,20790,55,478,0,0,573,0,0,-833,10106,26,-833,18910,29
0,9,356,3,-248,20790,55,478,0,0,573,0,0,-833,10106,26,-833,18910,29
0,9,356,3,-248,20790,55,478,0,0,573,0,0,-833,10106,26,-833,18910,29
0,9,356,3,-248,20790,55,478,0,0,573,0,0,-833,10106,26,-833,18910,29
0,8,142,2,-317,2970,20,478,0,0,573,0,0,-793,9088,144,-791,18784,147
0,8,142,2,-317,2970,20,478,0,0,573,0,0,-793,9088,144,-791,18784,147
0,8,142,2,-317,2970,20,478,0,0,573,0,0,-793,9088,144,-791,18784,147
0,8,104,1,-322,213,2,478,0,0,573,0,0,-507,19714,438,-501,5816,437
0,8,104,1,-322,213,2,478,0,0,573,0,0,-507,19714,438,-501,5816,437
0,8,104,1,-322,213,2,478,0,0,573,0,0,-507,19714,438,-501,5816,437
0,8,34,1,-322,98,2,478,0,0,573,0,0,-115,13608,241,-112,15230,246
0,8,34,1,-322,98,2,478,0,0,573,0,0,-115,13608,241,-112,15230,246
0,8,34,1,-322,98,2,478,0,0,573,0,0,-115,13608,241,-112,15230,246
0,8,34,1,-322,98,2,478,0,0,573,0,0,-115,13608,241,-112,15230,246
0,8,17,1,-322,56,1,478,0,0,573,0,0,0,20302,31,0,32146,31
0,8,17,1,-322,56,1,478,0,0,573,0,0,0,20302,31,0,32146,31
0,8,17,1,-322,56,1,478,0,0,573,0,0,0,20302,31,0,32146,31
0,8,9,1,-38,22620,57,478,0,0,573,0,0,0,3840,27,0,10366,26
0,8,9,1,-38,22620,57,478,0,0,573,0,0,0,3840,27,0,10366,26
0,8,9,1,-38,22620,57,478,0,0,573,0,0,0,3840,27,0,10366,26
0,8,0,0,-116,25650,57,478,0,0,573,0,0,0,1888,24,0,7720,24
0,8,0,0,-116,25650,57,478,0,0,573,0,0,0,1888,24,0,7720,24
0,8,0,0,-116,25650,57,478,0,0,573,0,0,0,1888,24,0,7720,24
0,8,0,0,-116,25650,57,478,0,0,573,0,0,0,1888,24,0,7720,24
0,8,0,0,-116,25650,57,478,0,0,573,0,0,0,1888,24,0,7720,24
0,8,0,0,-194,23912,56,478,0,0,573,0,0,0,5244,26,0,8080,26
0,8,0,0,-194,23912,56,478,0,0,573,0,0,0,5244,26,0,8080,26
0,8,0,0,-194,23912,56,478,0,0,573,0,0,0,5244,26,0,8080,26
0,8,0,0,-272,24681,57,478,0,0,573,0,0,0,6388,26,0,9136,24
0,8,0,0,-272,24681,57,478,0,0,573,0,0,0,6388,26,0,9136,24
0,8,0,0,-272,24681,57,478,0,0,573,0,0,0,6388,26,0,9136,24
0,8,0,0,-350,22000,55,-17,23485,55,573,0,0,0,7298,26,0,12966,26
0,8,0,0,-350,22000,55,-17,23485,55,573,0,0,0,7298,26,0,12966,26
0,8,0,0,-350,22000,55,-17,23485,55,573,0,0,0,7298,26,0,12966,26
0,8,0,0,-429,20520,54,-96,18315,56,573,0,0,0,11269,26,0,9088,24
0,8,0,0,-429,20520,54,-96,18315,56,573,0,0,0,11269,26,0,9088,24
0,8,0,0,-429,20520,54,-96,18315,56,573,0,0,0,11269,26,0,9088,24
0,8,0,0,-429,20520,54,-96,18315,56,573,0,0,0,11269,26,0,9088,24
0,8,0,0,-507,19250,55,-175,16328,52,573,0,0,0,13213,27,0,11822,26
0,8,0,0,-507,19250,55,-175,16328,52,573,0,0,0,13213,27,0,11822,26
0,8,0,0,-507,19250,55,-175,16328,52,573,0,0,0,13213,27,0,11822,26
0,8,0,0,-507,19250,55,-175,16328,52,573,0,0,0,13213,27,0,11822,26
0,8,0,0,-507,19250,55,-175,16328,52,573,0,0,0,13213,27,0,11822,26
0,8,0,0,-546,333,3,-253,21560,56,573,0,0,0,15184,27,0,11484,24
0,8,0,0,-546,333,3,-253,21560,56,573,0,0,0,15184,27,0,11484,24
0,8,0,0,-546,333,3,-253,21560,56,573,0,0,0,15184,27,0,11484,24
0,8,0,0,-546,190,2,-331,21056,56,573,0,0,0,17074,29,0,7048,26
0,8,0,0,-546,190,2,-331,21056,56,573,0,0,0,17074,29,0,7048,26
0,8,0,0,-546,190,2,-331,21056,56,573,0,0,0,17074,29,0,7048,26
0,8,0,0,-546,87,1,-409,20295,54,573,0,0,0,22158,29,0,10028,24
0,8,0,0,-546,87,1,-409,20295,54,573,0,0,0,22158,29,0,10028,24
0,8,0,0,-546,87,1,-409,20295,54,573,0,0,0,22158,29,0,10028,24
0,8,0,0,-546,87,1,-409,20295,54,573,0,0,0,22158,29,0,10028,24
0,8,0,0,-546,72,1,-488,21774,56,573,0,0,0,22883,29,0,6328,24
0,8,0,0,-546,72,1,-488,21774,56,573,0,0,0,22883,29,0,6328,24
0,8,0,0,-546,72,1,-488,21774,56,573,0,0,0,22883,29,0,6328,24
0,8,0,0,-546,45,0,-567,20496,56,573,0,0,0,22970,31,0,5872,24
0,8,0,0,-546,45,0,-567,20496,56,573,0,0,0,22970,31,0,5872,24
0,8,0,0,-546,45,0,-567,20496,56,573,0,0,0,22970,31,0,5872,24
0,8,0,0,-546,45,0,-567,20496,56,573,0,0,0,27564,31,0,7046,24
1,8,0,0,-546,35,0,-645,19635,55,0,634,9,0,27564,29,0,6528,24
1,8,0,0,-546,35,0,-645,19635,55,0,634,9,0,27564,29,0,6528,24
1,8,0,0,-546,35,0,-645,19635,55,0,634,9,0,27564,29,0,6528,24
1,8,0,0,-546,0,0,-724,21603,57,-63,25536,55,0,24884,27,0,4121,24
1,8,0,0,-546,0,0,-724,21603,57,-63,25536,55,0,24884,27,0,4121,24
1,8,0,0,-546,0,0,-724,21603,57,-63,25536,55,0,24884,27,0,4121,24
1,8,0,0,-546,0,0,-803,15964,52,-141,21907,56,0,16990,27,0,6010,24
1,8,0,0,-546,0,0,-803,15964,52,-141,21907,56,0,16990,27,0,6010,24
1,8,0,0,-546,0,0,-803,15964,52,-141,21907,56,0,16990,27,0,6010,24
1,8,0,0,-546,0,0,-803,15964,52,-141,21907,56,0,16990,27,0,6010,24
1,8,0,0,-546,0,0,-803,15964,52,-141,21907,56,0,16990,27,0,6010,24
1,8,0,0,-546,0,0,-871,350,15,-220,27492,58,0,14171,27,0,6010,24
1,8,0,0,-546,0,0,-871,350,15,-220,27492,58,0,11809,27,0,5008,24
0,8,0,0,-546,0,0,-871,350,15,-220,27492,58,0,11809,27,0,5008,24
0,8,0,0,-546,0,0,-874,24,1,-299,24567,56,0,7298,26,0,5008,24
0,8,0,0,-546,0,0,-874,24,1,-299,24567,56,0,7298,26,0,5008,24
0,8,0,0,-546,0,0,-874,24,1,-299,24567,56,0,7298,26,0,5008,24
0,8,0,0,-546,0,0,-874,0,0,-377,23780,60,0,2584,26,0,5008,24
0,8,0,0,-546,0,0,-874,0,0,-377,23780,60,0,2584,26,0,5008,24
0,8,0,0,-546,0,0,-874,0,0,-377,23780,60,0,2584,26,0,5008,24
0,8,0,0,-546,0,0,-874,0,0,-377,23780,60,0,2584,26,0,5008,24
0,8,0,0,-546,0,0,-874,0,0,-456,22330,55,0,2152,26,0,3434,24
0,8,0,0,-546,0,0,-874,0,0,-456,22330,55,0,2152,26,0,3434,24
0,8,0,0,-546,0,0,-874,0,0,-456,22330,55,0,2152,26,0,3434,24
0,8,0,0,-546,0,0,-874,0,0,-534,19305,55,0,4984,26,0,5008,24
0,8,0,0,-546,0,0,-874,0,0,-534,19305,55,0,4984,26,0,5008,24
0,8,0,0,-546,0,0,-874,0,0,-534,19305,55,0,4984,26,0,5008,24
0,8,0,0,-546,0,0,-874,0,0,-612,28304,60,0,5244,26,0,5008,24
0,8,0,0,-546,0,0,-874,0,0,-612,28304,60,0,5244,26,0,5008,24
0,8,0,0,-546,0,0,-874,0,0,-612,28304,60,0,5244,26,0,5008,24
0,8,0,0,-546,0,0,-874,0,0,-612,28304,60,0,5244,26,0,5008,24
0,8,0,0,-546,0,0,-874,0,0,-612,28304,60,0,5244,26,0,5008,24
0,-106,0,0,0,30,1,-1264,0,0,-14,29008,55,0,7636,26,0,11094,26
0,-106,0,0,0,30,1,-1264,0,0,-14,29008,55,0,7636,26,0,11094,26
0,-106,0,0,0,30,1,-1264,0,0,-14,29008,55,0,7636,26,0,11094,26
0,-106,0,0,0,0,1,-1264,93,0,65,19855,55,0,7168,26,0,11094,24
0,-106,0,0,0,0,1,-1264,93,0,65,19855,55,0,7168,26,0,11094,24
0,-106,0,0,0,0,1,-1264,93,0,65,19855,55,0,7168,26,0,11094,24
0,-106,0,0,0,0,1,-1264,94,1,143,23464,56,0,7168,26,0,7408,26
0,-106,0,0,0,0,1,-1264,94,1,143,23464,56,0,7168,26,0,7408,26
0,-106,0,0,0,0,1,-1264,94,1,143,23464,56,0,7168,26,0,7408,26
0,-106,0,0,0,0,1,-1264,94,1,143,23464,56,0,7168,26,0,7408,26
0,-106,0,0,0,0,1,-1264,94,1,143,23464,56,0,7168,26,0,7408,26
0,-106,0,0,0,28,0,-1264,0,0,217,19760,52,0,6856,26,0,10756,26
0,-106,0,0,0,28,0,-1264,0,0,217,19760,52,0,6856,26,0,10756,26
0,-106,0,0,0,28,0,-1264,0,0,217,19760,52,0,6856,26,0,10756,26
0,-106,0,0,0,0,1,-1264,0,0,298,21065,55,0,6856,26,0,7408,24
0,-106,0,0,0,0,1,-1264,0,0,298,21065,55,0,6856,26,0,7408,24
0,-106,0,0,0,0,1,-1264,0,0,298,21065,55,0,6856,26,0,7408,24
0,-106,0,0,0,24,1,17,19737,51,376,20735,55,0,6648,24,0,7048,26
0,-106,0,0,0,24,1,17,19737,51,376,20735,55,0,6648,24,0,7048,26
0,-106,0,0,0,24,1,17,19737,51,376,20735,55,0,6648,24,0,7048,26
0,-106,0,0,0,24,1,17,19737,51,376,20735,55,0,6648,24,0,7048,26
0,-106,0,0,0,0,1,95,18256,55,454,19656,52,0,11890,26,0,7408,24
0,-106,0,0,0,0,1,95,18256,55,454,19656,52,0,11890,26,0,7408,24
0,-106,0,0,0,0,1,95,18256,55,454,19656,52,0,11890,26,0,7408,24
0,-106,0,0,0,0,1,95,18256,55,454,19656,52,0,11890,26,0,7408,24
0,-106,0,0,0,0,1,95,18256,55,454,19656,52,0,11890,26,0,7408,24
0,-106,0,0,0,0,1,177,18150,56,536,22086,52,0,17866,29,0,10756,24
0,-106,0,0,0,0,1,177,18150,56,536,22086,52,0,17866,29,0,10756,24
0,-106,0,0,0,0,1,177,18150,56,536,22086,52,0,17866,29,0,10756,24
0,-106,0,0,0,22,0,251,16952,52,573,97,1,0,20070,29,0,7408,24
0,-106,0,0,0,22,0,251,16952,52,573,97,1,0,20070,29,0,7408,24
0,-106,0,0,0,22,0,251,16952,52,573,97,1,0,20070,29,0,7408,24
0,-106,0,0,0,0,0,329,20496,55,573,0,0,0,22593,31,0,7408,24
0,-106,0,0,0,0,0,329,20496,55,573,0,0,0,22593,31,0,7408,24
0,-106,0,0,0,0,0,329,20496,55,573,0,0,0,22593,31,0,7408,24
0,-106,0,0,0,0,0,389,2057,17,573,0,0,-60,21738,239,-62,2008,243
0,-106,0,0,0,0,0,389,2057,17,573,0,0,-60,21738,239,-62,2008,243
0,-106,0,0,0,0,0,389,2057,17,573,0,0,-60,21738,239,-62,2008,243
0,-106,0,0,0,0,0,391,532,4,573,0,0,-384,25612,519,-390,11458,507
0,-106,0,0,0,0,0,391,532,4,573,0,0,-384,25612,519,-390,11458,507
0,-106,0,0,0,0,0,391,532,4,573,0,0,-384,25612,519,-390,11458,507
0,-106,0,0,0,0,0,391,532,4,573,0,0,-384,25612,519,-390,11458,507
0,-106,0,0,0,0,0,391,532,4,573,0,0,-384,25612,519,-390,11458,507
0,-106,0,0,0,22,0,392,27,1,573,0,0,-741,31635,246,-745,22624,246
0,-106,0,0,0,22,0,392,27,1,573,0,0,-741,31635,246,-745,22624,246
0,-106,0,0,0,22,0,392,27,1,573,0,0,-741,31635,246,-745,22624,246
0,-106,0,0,0,22,0,392,27,1,573,0,0,-741,31635,246,-745,22624,246
0,-106,0,0,0,0,0,0,0,0,573,0,0,-832,18370,27,-832,17344,29
0,-106,0,0,0,0,0,0,0,0,573,0,0,-832,18370,27,-832,17344,29
0,-106,0,0,0,0,0,0,0,0,573,0,0,-832,18370,27,-832,17344,29
0,-106,0,0,0,0,0,47,15768,54,573,0,0,-833,28147,31,-833,22013,29
0,-106,0,0,0,0,0,47,15768,54,573,0,0,-833,28147,31,-833,22013,29
0,-106,0,0,0,0,0,47,15768,54,573,0,0,-833,28147,31,-833,22013,29
0,-106,4,0,0,0,0,130,20552,56,573,0,0,-833,17533,27,-833,21201,31
0,-106,4,0,0,0,0,130,20552,56,573,0,0,-833,17533,27,-833,21201,31
0,-106,4,0,0,0,0,130,20552,56,573,0,0,-833,17533,27,-833,21201,31
0,-106,4,0,0,0,0,130,20552,56,573,0,0,-833,17533,27,-833,21201,31
0,-106,4,0,0,0,0,130,20552,56,573,0,0,-833,17533,27,-833,21201,31
0,-106,0,0,0,0,0,212,19320,55,573,0,0,-833,18098,27,-833,20302,29
0,-106,0,0,0,0,0,212,19320,55,573,0,0,-833,18098,27,-833,20302,29
0,-106,0,0,0,0,0,212,19320,55,573,0,0,-833,18098,27,-833,20302,29
0,-106,0,0,29,22686,58,292,21728,56,573,0,0,-833,11510,26,-833,15940,27
0,-106,0,0,29,22686,58,292,21728,56,573,0,0,-833,11510,26,-833,15940,27
0,-106,0,0,29,22686,58,292,21728,56,573,0,0,-833,11510,26,-833,15940,27
0,-106,0,0,107,20412,52,371,17888,51,573,0,0,-833,10782,26,-833,18678,29
0,-106,0,0,107,20412,52,371,17888,51,573,0,0,-833,10782,26,-833,18678,29
0,-106,0,0,107,20412,52,371,17888,51,573,0,0,-833,10782,26,-833,18678,29
0,-106,0,0,107,20412,52,371,17888,51,573,0,0,-833,10782,26,-833,18678,29
0,-106,0,0,188,22064,56,452,10948,45,573,0,0,-833,10158,27,-833,14914,27
0,-106,0,0,188,22064,56,452,10948,45,573,0,0,-833,10158,27,-833,14914,27
0,-106,0,0,188,22064,56,452,10948,45,573,0,0,-833,10158,27,-833,14914,27
0,-106,0,0,266,23028,57,477,0,0,573,0,0,-833,9430,26,-833,20070,29
0,-106,0,0,266,23028,57,477,0,0,573,0,0,-833,9430,26,-833,20070,29
0,-106,0,0,266,23028,57,477,0,0,573,0,0,-833,9430,26,-833,20070,29
0,-106,0,0,266,23028,57,477,0,0,573,0,0,-833,9430,26,-833,20070,29
0,-106,0,0,266,23028,57,477,0,0,573,0,0,-833,9430,26,-833,20070,29
0,-106,0,0,344,23045,55,477,0,0,573,0,0,-833,8520,24,-833,23202,29
0,-106,0,0,344,23045,55,477,0,0,573,0,0,-833,8520,24,-833,23202,29
0,-106,0,0,344,23045,55,477,0,0,573,0,0,-833,8520,24,-1000,27842,35
1,-106,0,0,425,21392,57,477,0,0,573,0,0,-833,7974,26,-1000,30696,35
1,-106,0,0,425,21392,57,477,0,0,573,0,0,-833,7974,26,-1000,30696,35
1,-106,0,0,425,21392,57,477,0,0,573,0,0,-833,7974,26,-1000,30696,35
1,-106,0,0,503,23028,57,477,0,0,573,0,0,-833,7168,26,-1000,36752,38
1,-106,0,0,503,23028,57,477,0,0,573,0,0,-833,7168,26,-1000,36752,38
1,-106,0,0,503,23028,57,477,0,0,573,0,0,-833,7168,26,-1000,36752,38
1,-106,0,0,503,23028,57,477,0,0,573,0,0,-833,7168,26,-1000,36752,38
1,-106,0,0,583,21450,56,477,0,0,573,0,0,-833,4096,24,-1000,37124,38
1,-106,0,0,583,21450,56,477,0,0,573,0,0,-833,4096,24,-1000,37124,38
1,-106,0,0,583,21450,56,477,0,0,573,0,0,-833,4096,24,-1000,37124,38
1,0,60,2,661,21448,56,477,0,0,573,0,0,-833,3784,24,-1000,37310,35
1,0,60,2,661,21448,56,477,0,0,573,0,0,-833,3784,24,-1000,37310,35
1,0,60,2,661,21448,56,477,0,0,573,0,0,-833,3784,24,-1000,37310,35
1,0,60,2,661,21448,56,477,0,0,573,0,0,-833,3784,24,-1000,37310,35
1,35,20850,51,740,19250,55,477,0,0,573,0,0,-833,6830,26,-1000,36008,37
1,35,20850,51,740,19250,55,477,0,0,573,0,0,-833,6830,26,-1000,36008,37
1,35,20850,51,740,19250,55,477,0,0,573,0,0,-833,6830,26,-1000,36008,37
1,114,20048,55,819,21670,54,477,0,0,573,0,0,-833,4048,26,-1000,30313,37
1,114,20048,55,819,21670,54,477,0,0,573,0,0,-833,4048,26,-1000,30313,37
1,114,20048,55,819,21670,54,477,0,0,573,0,0,-833,4048,26,-1000,30313,37
1,114,20048,55,819,21670,54,477,0,0,573,0,0,-833,4048,26,-833,25261,31
0,192,25032,56,877,1508,12,477,0,0,573,0,0,-833,7116,24,-833,27775,29
0,192,25032,56,877,1508,12,477,0,0,573,0,0,-833,7116,24,-833,27775,29
0,192,25032,56,877,1508,12,477,0,0,573,0,0,-833,7116,24,-833,27775,29
0,192,25032,56,877,1508,12,477,0,0,573,0,0,-833,7116,24,-833,27775,29
0,270,29036,60,878,248,1,477,0,0,573,0,0,-833,7376,26,-833,18591,27
0,270,29036,60,878,248,1,477,0,0,573,0,0,-833,7376,26,-833,18591,27
0,270,29036,60,878,248,1,477,0,0,573,0,0,-833,7376,26,-833,18591,27
0,270,29036,60,878,248,1,477,0,0,573,0,0,-833,7376,26,-833,18591,27
0,349,22064,57,878,116,2,477,0,0,573,0,0,-833,7636,24,-833,9716,26
0,349,22064,57,878,116,2,477,0,0,573,0,0,-833,7636,24,-833,9716,26
0,349,22064,57,878,116,2,477,0,0,573,0,0,-833,7636,24,-833,9716,26
0,427,20520,55,878,99,1,477,0,0,573,0,0,-833,7896,24,-833,6492,26
0,427,20520,55,878,99,1,477,0,0,573,0,0,-833,7896,24,-833,6492,26
0,427,20520,55,878,99,1,477,0,0,573,0,0,-833,7896,24,-833,6492,26
0,505,23142,57,878,83,1,477,0,0,573,0,0,-833,7896,24,-833,6492,24
0,505,23142,57,878,83,1,477,0,0,573,0,0,-833,8182,24,-833,3736,24
0,505,23142,57,878,83,1,477,0,0,573,0,0,-833,8182,24,-833,3736,24
0,505,23142,57,878,83,1,477,0,0,573,0,0,-833,8182,24,-833,3736,24
0,572,12084,39,878,0,0,477,0,0,573,0,0,-833,5560,24,-833,7298,26
0,572,12084,39,878,0,0,477,0,0,573,0,0,-833,5560,24,-833,7298,26
0,572,12084,39,878,0,0,477,0,0,573,0,0,-833,5560,24,-833,7298,26
0,614,1188,11,878,0,0,477,0,0,573,0,0,-833,8234,24,-833,9406,27
0,614,1188,11,878,0,0,477,0,0,573,0,0,-833,8234,24,-833,9406,27
0,614,1188,11,878,0,0,477,0,0,573,0,0,-833,8234,24,-833,9406,27
0,614,1188,11,878,0,0,477,0,0,573,0,0,-833,8234,24,-833,9406,27
0,614,1188,11,878,0,0,477,0,0,573,0,0,-833,8234,24,-833,9406,27
0,581,20748,54,878,0,0,477,0,0,573,0,0,-833,8988,24,-833,8832,26
0,581,20748,54,878,0,0,477,0,0,573,0,0,-833,8988,24,-833,8832,26
0,581,20748,54,878,0,0,477,0,0,573,0,0,-833,8988,24,-833,8832,26
0,503,20520,55,878,0,0,477,0,0,573,0,0,-833,10351,27,-833,9508,27
0,503,20520,55,878,0,0,477,0,0,573,0,0,-833,10351,27,-833,9508,27
0,503,20520,55,878,0,0,477,0,0,573,0,0,-833,10351,27,-833,9508,27
0,425,23184,57,878,0,0,477,0,0,573,0,0,-833,9092,26,-833,10028,27
0,425,23184,57,878,0,0,477,0,0,573,0,0,-833,9092,26,-833,10028,27
0,425,23184,57,878,0,0,477,0,0,573,0,0,-833,9092,26,-833,10028,27
0,345,21896,56,878,0,0,477,0,0,573,0,0,-833,9352,26,-833,10782,26
0,345,21896,56,878,0,0,477,0,0,573,0,0,-833,9352,26,-833,10782,26
0,345,21896,56,878,0,0,477,0,0,573,0,0,-833,9352,26,-833,10782,26
0,345,21896,56,878,0,0,477,0,0,573,0,0,-833,9352,26,-833,10782,26
0,345,21896,56,878,0,0,477,0,0,573,0,0,-833,9352,26,-833,10782,26
0,272,23712,57,878,0,0,477,0,0,573,0,0,-833,9638,26,-833,12997,26
0,272,23712,57,878,0,0,477,0,0,573,0,0,-833,9638,26,-833,12997,26
0,272,23712,57,878,0,0,477,0,0,573,0,0,-833,9638,26,-833,12997,26
0,192,23520,56,-29,20460,54,477,0,0,573,0,0,-833,9638,26,-833,13078,27
0,192,23520,56,-29,20460,54,477,0,0,573,0,0,-833,9638,26,-833,13078,27
0,192,23520,56,-29,20460,54,477,0,0,573,0,0,-833,9638,26,-833,13078,27
0,113,18720,52,-107,16940,55,477,0,0,573,0,0,-833,9950,26,-833,17112,29
0,113,18720,52,-107,16940,55,477,0,0,573,0,0,-833,9950,26,-833,17112,29
0,113,18720,52,-107,16940,55,477,0,0,573,0,0,-833,9950,26,-833,17112,29
0,40,16500,50,-180,21065,55,477,0,0,573,0,0,-833,9950,26,-833,18069,29
0,40,16500,50,-180,21065,55,477,0,0,573,0,0,-833,9950,26,-833,18069,29
0,40,16500,50,-180,21065,55,477,0,0,573,0,0,-833,9950,26,-833,18069,29
0,8,108,1,-259,20570,55,477,0,0,573,0,0,-833,9950,27,-833,19055,29
0,8,108,1,-259,20570,55,477,0,0,573,0,0,-833,9950,27,-833,19055,29
0,8,108,1,-259,20570,55,477,0,0,573,0,0,-833,9950,27,-833,19055,29
0,8,108,1,-259,20570,55,477,0,0,573,0,0,-833,9950,27,-833,19055,29
0,8,108,1,-259,20570,55,477,0,0,573,0,0,-833,9950,27,-833,19055,29
0,8,94,1,-320,1358,14,477,0,0,573,0,0,-766,4154,202,-763,21952,197
0,8,94,1,-320,1358,14,477,0,0,573,0,0,-766,4154,202,-763,21952,197
0,8,94,1,-320,1358,14,477,0,0,573,0,0,-766,4154,202,-763,21952,197
0,7,0,0,-321,200,3,477,0,0,573,0,0,-426,30602,450,-419,30356,441
0,7,0,0,-321,200,3,477,0,0,573,0,0,-426,30602,450,-419,30356,441
0,7,0,0,-321,200,3,477,0,0,573,0,0,-426,30602,450,-419,30356,441
0,7,0,0,-321,200,3,477,0,0,573,0,0,-426,30602,450,-419,30356,441
0,7,0,0,-321,174,2,477,0,0,573,0,0,-78,26822,192,-75,18383,193
0,7,0,0,-321,174,2,477,0,0,573,0,0,-78,26822,192,-75,18383,193
0,7,0,0,-321,174,2,477,0,0,573,0,0,-78,26822,192,-75,18383,193
0,7,0,0,0,264,3,477,0,0,573,0,0,0,7194,24,0,8752,24
0,7,0,0,0,264,3,477,0,0,573,0,0,0,7194,24,0,8752,24
0,7,0,0,0,264,3,477,0,0,573,0,0,0,7194,24,0,8752,24
0,7,0,0,0,264,3,477,0,0,573,0,0,0,7194,24,0,8752,24
0,8,0,0,-53,21276,55,477,0,0,573,0,0,0,3970,26,0,10366,26
0,8,0,0,-53,21276,55,477,0,0,573,0,0,0,3970,26,0,10366,26
0,8,0,0,-53,21276,55,477,0,0,573,0,0,0,3970,26,0,10366,26
0,8,0,0,-53,21276,55,477,0,0,573,0,0,0,3970,26,0,10366,26
0,8,0,0,-130,22971,57,477,0,0,573,0,0,0,4984,26,0,7408,26
0,8,0,0,-130,22971,57,477,0,0,573,0,0,0,4984,26,0,7408,26
0,8,0,0,-130,22971,57,477,0,0,573,0,0,0,4984,26,0,7408,26
0,8,0,0,-209,21672,56,477,0,0,573,0,0,0,5634,26,0,8440,24
0,8,0,0,-209,21672,56,477,0,0,573,0,0,0,5634,26,0,8440,24
0,8,0,0,-209,21672,56,477,0,0,573,0,0,0,5634,26,0,8440,24
0,8,0,0,-288,24416,56,477,0,0,573,0,0,0,6648,26,0,11874,26
0,8,0,0,-288,24416,56,477,0,0,573,0,0,0,6648,26,0,11874,26
0,8,0,0,-288,24416,56,477,0,0,573,0,0,0,6648,26,0,11874,26
0,8,0,0,-288,24416,56,477,0,0,573,0,0,0,6648,26,0,11874,26
0,8,0,0,-288,24416,56,477,0,0,573,0,0,0,6648,26,0,11874,26
0,8,0,0,-367,23240,55,-33,20520,57,573,0,0,0,7558,26,0,12212,27
0,8,0,0,-367,23240,55,-33,20520,57,573,0,0,0,7558,26,0,12212,27
0,8,0,0,-367,23240,55,-33,20520,57,573,0,0,0,7558,26,0,12212,27
0,8,0,0,-445,20295,55,-112,16900,51,573,0,0,0,10418,27,0,11822,26
0,8,0,0,-445,20295,55,-112,16900,51,573,0,0,0,10418,27,0,11822,26
0,8,0,0,-445,20295,55,-112,16900,51,573,0,0,0,10418,27,0,11822,26
0,8,0,0,-445,20295,55,-112,16900,51,573,0,0,0,10418,27,0,11822,26
0,8,0,0,-518,17108,52,-186,18356,54,573,0,0,0,13591,27,0,11822,24
0,8,0,0,-518,17108,52,-186,18356,54,573,0,0,0,13591,27,0,11822,24
0,8,0,0,-518,17108,52,-186,18356,54,573,0,0,0,13591,27,0,11822,24
0,8,0,0,-547,89,1,-265,23800,56,573,0,0,0,18968,29,0,7720,24
0,8,0,0,-547,89,1,-265,23800,56,573,0,0,0,18968,29,0,7720,24
0,8,0,0,-547,89,1,-265,23800,56,573,0,0,0,18968,29,0,7720,24
0,8,0,0,-547,70,0,-343,19880,56,573,0,0,0,20766,29,0,7408,24
