Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1471547255,KTJ1162,PA,PAS,06/21/2020,20,SUBN,DODGE,P,34240,55450,57290,0,100,100,100,"958,709",0100,0000,0635A,,Q,F,242,BEACH 121 STREET,,0,408,C,,BBBBBYY,ALL,ALL,GRAY,0,0,-,0,,,,,
1471547346,JKC8469,NY,PAS,06/28/2020,20,SUBN,DODGE,P,34040,60790,57290,20210709,100,100,100,"960,540",0100,0000,0108A,,Q,F,214,BEACH 117 STREET,,0,408,B,,BBBBBYY,ALL,ALL,WHITE,0,2016,-,0,,,,,
1471547358,HPL7038,NY,PAS,06/28/2020,20,SDN,VOLKS,P,34040,60790,57290,20210303,100,100,100,"958,709",0100,0000,0105A,,Q,F,214,BEACH 117 STREET,,0,408,D,,BBBBBYY,ALL,ALL,WHITE,0,2017,-,0,,,,,
1471547360,HXV1309,NY,PAS,06/28/2020,20,SDN,LEXUS,P,34040,60790,57290,20200422,100,100,100,"958,709",0100,0000,1230A,,Q,F,238,BEACH 117 STREET,,0,408,D,,BBBBBYY,ALL,ALL,WHITE,0,2019,-,0,,,,,
1471547371,GEA3608,NY,PAS,06/22/2020,20,SUBN,FORD,P,34340,57970,60790,20201204,100,100,100,"960,590",0100,0000,0220A,,Q,O,200,BEACH 123 STREET,,0,408,D,,BBBBBYY,ALL,ALL,BK,0,2020,-,0,,,,,
1471554156,JEM8633,NY,PAS,06/24/2020,40,P-U,FORD,P,58490,18240,18390,20201126,102,102,102,"965,463",0102,0000,0745P,,Q,F,90-14,PARK LN S,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0,2015,-,0,,,,,
1471554302,JGY8134,99,PAS,06/20/2020,98,,,P,21590,28890,18640,20210406,102,102,102,"965,360",0102,0000,0434P,,,F,93-06,124 ST,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471554326,HJR6502,NY,PAS,06/20/2020,40,SDN,CHEVR,P,20090,19340,19590,20200929,102,102,102,"963,360",0102,0000,0800P,,Q,F,101-52,107 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GR,0,1998,-,0,,,,,
1471555008,JPD7712,NY,PAS,06/26/2020,40,SDN,HONDA,P,18440,41700,19540,20211215,102,102,102,"968,874",0102,0000,1218A,,NY,F,100-10,92 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0,2017,-,0,,,,,
1471555446,JKB5751,NY,PAS,06/17/2020,98,SDN,NISSA,P,17590,22140,22240,20210818,102,102,102,"968,423",0102,0000,1120P,,,F,134-07,87 AVE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,
1471555458,HWH5196,NY,PAS,06/17/2020,98,P-U,DODGE,P,19340,22120,22140,20220219,102,102,102,"968,423",0102,0000,0903P,,Q,F,133-16,101 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2016,-,0,,,,,
1471555460,HZS6871,NY,PAS,06/17/2020,14,SDN,DODGE,P,0,0,0,20220521,102,102,102,"968,423",0102,0000,0954P,,,,,S/W C/O 129 ST,87 RD,0,408,F2,,BBBBBBB,ALL,ALL,RED,0,2018,-,0,,,,,
1471555483,HYX4382,NY,PAS,06/19/2020,14,SUBN,NISSA,P,18290,17990,18090,20200501,102,102,102,"968,423",0102,0000,0914P,,,F,88-20,91 AVENUE,,0,408,E2,,BBBBBBB,ALL,ALL,GREY,0,2007,-,0,,,,,
1471555616,JRB3934,NY,PAS,06/19/2020,98,SDN,HYUND,P,18790,16990,17140,20220302,102,102,102,"968,423",0102,0000,1021P,,Q,F,83-09,95 AVE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
1471555811,HSA4536,NY,PAS,06/28/2020,98,SDN,HYUND,P,15990,17790,18140,20200628,102,102,102,"968,627",0102,0000,0530P,,,F,88-06,76 ST,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471555835,HBF5370,PA,PAS,06/28/2020,98,SDN,HONDA,P,17290,19540,41700,20210331,102,102,102,"968,627",0102,0000,0726P,,Q,F,102-22,85 RD,,0,408,F2,,BBBBBBB,ALL,ALL,WHT,0,2008,-,0,,,,,
1471555951,JRC5789,NY,PAS,06/24/2020,46,SDN,FORD,P,19540,18940,19340,20220303,102,102,102,"968,792",0102,0000,1217A,,Q,F,100-02,102 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0,2005,-,0,,,,,
1471556475,IWM9146,NY,PAS,06/27/2020,98,,TOYOT,P,20940,19340,19590,20200726,102,102,102,"968,601",0102,0000,0555P,,Q,F,101-48,116 ST,,0,408,C3,,BBBBBBB,ALL,ALL,GRY,0,2002,-,0,,,,,
1471556487,JCK5245,NY,PAS,06/27/2020,40,SDN,HYUND,P,17190,18390,68090,20200830,102,102,102,"968,601",0102,0000,1110P,,Q,,91-19,85 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0,2018,-,0,,,,,
1471557303,KRM2921,TX,PAS,06/24/2020,40,SDN,LINCO,P,16590,17240,17390,0,102,102,102,"965,067",0102,0000,0209A,,Q,F,85-77,80 ST,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1471557534,JCF5344,99,PAS,06/28/2020,40,SDN,TOYOT,P,68090,19090,35780,20210928,102,102,102,"964,841",0102,0000,1223A,,Q,O,83-75,WOODHAVEN BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2016,-,1,,,,,
1471557900,HXN8573,NY,PAS,06/20/2020,98,SUBN,TOYOT,P,18090,19440,19490,20220110,102,102,102,"962,527",0102,0000,0526A,,Q,F,102-16,89 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,2019,-,0,,,,,
1471557935,JNK2827,NY,PAS,06/24/2020,40,SDN,HONDA,P,16740,18290,28890,20211208,102,102,102,"962,527",0102,0000,0133A,,Q,F,91-46,81 STREET,,0,408,E3,,BBBBBBB,ALL,ALL,GREY,0,2003,-,0,,,,,
1471557947,JLJ6473,NY,PAS,06/24/2020,40,SDN,HONDA,P,20190,19340,19590,20210818,102,102,102,"962,527",0102,0000,0300A,,Q,F,101-14,108 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2019,-,0,,,,,
1471558101,KCMN84,FL,PAS,06/24/2020,14,SUBN,HONDA,P,68090,17490,17440,20210631,102,102,102,"961,911",0102,0000,1137A,,Q,F,86-26,WOODHAVEN BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0,2019,-,0,,,,,
1471569160,KDX9794,NY,PAS,07/07/2020,98,SDN,HONDA,P,15840,40404,40404,20220705,107,107,107,"957,504",0107,0000,0300P,,Q,F,150-64,76 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2017,-,0,,,,,
1471569172,HLD8148,NY,PAS,07/07/2020,40,SUBN,NISSA,P,14810,22490,22740,20210228,107,107,107,"957,504",0107,0000,1045A,,,F,137-79,70 ROAD,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2019,-,0,,,,,
1471570113,GH0693,DC,PAS,07/08/2020,98,SDN,NISSA,P,13540,24040,24090,20210701,107,107,107,"963,994",0107,0000,0632A,,Q,F,160-11,65 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2013,-,0,,,,,
1471571282,L80GTD,NJ,PAS,06/27/2020,98,SDN,BMW,P,24340,16840,47390,20210630,107,107,107,"958,963",0107,0000,0956P,,Q,,,R/O 82-76 166 ST,,0,408,J2,,BBBBBBB,ALL,ALL,WH,0,2016,-,0,,,,,
1471571660,G3SEVEN,NY,PAS,06/19/2020,40,SDN,INFIN,P,24040,16810,47390,20210619,107,107,107,"954,948",0107,0000,0220A,0138A,Q,F,82-76,160 ST,,"20,200,619",408,C,,BBBBBBB,ALL,ALL,GRY,0,2012,-,3,,,,,
1471573254,K9827V,TN,PAS,06/23/2020,40,SDN,TOYOT,P,24040,65590,47090,20201130,107,107,107,"935,650",0107,0000,1240P,,Q,F,81-76,160 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2006,-,5,,,,,
1471573266,JDZ7098,NY,PAS,06/23/2020,40,SUBN,NISSA,P,24040,16810,47390,20201210,107,107,107,"953,027",0107,0000,1240P,,Q,F,82-76,160 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2018,-,1,,,,,
1471574969,JKE3937,NY,PAS,06/17/2020,46,SUBN,CHRYS,P,53790,20090,20190,20200930,106,106,109,"932,561",0109,0000,0735A,,Q,F,107-09,LIBERTY AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0,2019,-,0,,,,,
1471576700,GFH1643,NY,PAS,06/19/2020,19,SUBN,SUZUK,P,53790,20190,20190,20220625,106,106,106,"932,561",0106,0000,0720A,,Q,F,10802,LIBERTY AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0,2007,-,0,,,,,
1471576711,HYS3929,NY,PAS,06/19/2020,19,SUBN,TOYOT,P,53790,21140,53490,20220531,106,106,106,"933,561",0106,0000,0720A,,Q,F,118-02,LIBERTY AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,2005,-,0,,,,,
1471576814,HXR7085,NY,PAS,06/26/2020,46,SDN,TOYOT,P,53790,21590,21640,20220415,106,106,106,"832,561",0106,0000,0835A,,Q,F,124 08,LIBERTY AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,2009,-,0,,,,,
1471577879,GUE8782,NY,PAS,07/02/2020,40,VAN,MERCU,P,20840,19990,20240,20220503,106,106,106,"962,403",0106,0000,1020A,,Q,F,107-64,115 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,1997,-,0,,,,,
1471579098,JNS1376,NY,PAS,06/17/2020,51,,HONDA,P,17540,19990,20140,20220102,106,106,106,"962,181",0106,0000,0805P,,Q,F,107-11,86 ST,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471581044,JDN7195,NY,PAS,06/19/2020,98,,HONDA,P,16590,55999,47040,20201108,106,106,106,"962,044",0106,0000,1242A,1240A,Q,F,105-26,80 ST,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471581238,JMG4322,NY,PAS,06/20/2020,98,SDN,TOYOT,P,20790,21640,21690,20210828,106,106,106,"963,044",0106,0000,1251A,1245A,Q,F,125-10,115 AVE,,0,408,K6,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471582346,JKV4098,NY,PAS,06/23/2020,40,SUBN,CADIL,P,18890,24210,24250,20210825,106,106,106,"968,863",0106,0000,0050A,,Q,F,164-40,96 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,2019,-,0,,,,,
1471584628,JMY2131,NY,PAS,06/20/2020,14,SUBN,INFIN,P,33540,62200,0,20211031,100,100,100,"965,550",0100,0000,1217P,,Q,,,B 102 ST,SHORE FRONT PKWY,0,408,C,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1471584630,KHH4946,PA,PAS,06/20/2020,14,SDN,FORD,P,33540,62200,0,0,100,100,100,"965,550",0100,0000,1220P,,Q,,,B 102 ST,SHORE FRONT PKWY,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1471588610,GNT7356,NY,PAS,06/22/2020,70,SDN,FORD,P,33720,0,0,20200312,100,100,100,"950,691",0100,0000,0658A,,NY,F,,BEACH 108,SHORE FRONT PK,0,408,F2,,BBBBBBB,ALL,ALL,BK,0,2004,-,0,,,,,
1471588622,GNT7356,NY,PAS,06/22/2020,40,SDN,TOYOT,P,33720,62200,0,20200312,100,100,100,"950,691",0100,0000,0658P,,,F,,B 108,SHORE FRONT,0,408,J3,,BBBBBBB,ALL,ALL,BK,0,2004,-,0,,,,,
1471590860,HYU6404,NY,PAS,06/27/2020,98,VAN,FORD,P,21590,20440,48961,20200318,106,106,106,"963,650",0106,0000,0920P,,,F,111-27,124 ST,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471590872,JEL9161,NY,PAS,06/29/2020,40,SUBN,JEEP,P,16140,23690,23750,20200720,106,106,106,"963,055",0106,0000,0137A,,,F,156-41,77 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2017,-,0,,,,,
1471593848,JCF3606,99,PAS,06/26/2020,40,SUBN,JEEP,P,33040,62200,35780,20200826,106,106,100,"960,931",0100,0000,0450P,,Q,O,119,BEACH 90 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,RD,0,2002,-,0,,,,,
1471594841,LBYW47,FL,PAS,06/28/2020,20,SUBN,CHEVR,P,35120,60790,56990,0,100,100,100,"958,866",0100,0000,0407P,,Q,O,216,BEACH 146 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1471595018,JNS2466,NY,PAS,06/28/2020,20,SDN,BMW,P,35120,60790,56990,20211229,100,100,100,"958,869",0100,0000,0411P,,Q,O,227,BEACH 146 ST,,0,408,D,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471596000,KVN1705,PA,PAS,06/20/2020,40,SDN,NISSA,P,32340,60790,32240,20200930,100,100,100,"955,470",0100,0000,0545A,,Q,F,215,BEACH BREEZE LANE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2016,-,1,,,,,
1471596266,JCG2281,NY,PAS,06/26/2020,98,SDN,NISSA,P,31990,47210,49330,20201014,100,100,100,"957,607",0100,0000,0950P,,Q,F,427,BEACH 69 STREET,,0,408,D,,BBBBBBB,ALL,ALL,GY,0,2009,-,0,,,,,
1471596278,JEB3530,NY,PAS,07/02/2020,99,MB,FLAIR,P,12715,31990,35780,20201226,100,100,100,"957,607",0100,0000,1030P,0842P,Q,O,69-01,CATAMARAN WAY,,0,408,E2,,BBBBBBB,ALL,ALL,WHI,0,1993,-,0,,,,,
1471596291,JLU8309,NY,PAS,07/02/2020,99,MB,,P,15415,35780,31890,20210922,100,100,100,"957,607",0100,0000,1040P,0838P,Q,O,66-17,SEASPRAY AVE,,0,408,99,,BBBBBBB,ALL,ALL,BRO,0,1989,-,0,,,,,
1471597313,LFF4607,PA,PAS,07/02/2020,40,SDN,NISSA,P,60790,32740,32840,0,100,100,100,"968,358",0100,0000,0212P,,Q,F,84-16,ROCKAWAY BEACH BLVD,,0,408,99,,BBBBBBB,ALL,ALL,BLACK,0,2008,-,0,,,,,
1471598070,LFJ3251,PA,PAS,06/15/2020,14,SDN,INFIN,P,34090,57970,60790,0,100,100,100,"939,580",0100,0000,1157P,,Q,F,138,B 118 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1471598226,HWA3457,NY,PAS,06/23/2020,14,SDN,FORD,P,35135,57970,60790,20200502,100,100,100,"939,580",0100,0000,0415P,,Q,F,179,BEACH 149 ST,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,2014,-,0,,,,,
1471598238,HXL2756,NY,PAS,06/23/2020,14,,ACURA,P,34890,57970,60790,20220423,100,100,100,"939,580",0100,0000,0805P,,Q,O,144,B 135 STREET,,0,408,C,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471610548,GJH3904,NY,PAS,06/17/2020,98,SDN,TOYOT,P,18040,24490,24440,20210727,103,103,103,"949,225",0103,0000,0400A,,Q,F,168-16,89 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BL,0,2012,-,0,,,,,
1471610573,HUV6787,NY,PAS,06/20/2020,98,,LEXUS,P,54190,28290,20240,20200519,103,103,102,"949,221",0102,0000,0530A,,Q,F,108-42,LIVERPOOL,,0,408,F2,,BBBBBBB,ALL,ALL,BL,0,2004,-,0,,,,,
1471611620,JSB9547,NY,PAS,06/18/2020,20,SDN,NISSA,P,0,0,0,20220611,103,103,103,"960,202",0103,0000,0425P,,Q,,,S/E 90 AVE,168 PLACE,0,408,F2,,BBBBBBB,ALL,ALL,RD,0,2011,-,0,,,,,
1471612855,HRC2832,NY,PAS,07/04/2020,98,SDN,NISSA,P,28290,35780,23540,20210320,103,103,103,"951,430",0103,0000,0450P,,Q,F,150-30,ARLINGTON TERR,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,2019,-,0,,,,,
1471613252,HUH5804,NY,PAS,06/24/2020,98,,AUDI,P,25220,49690,18040,20210329,103,103,103,"949,921",0103,0000,0905P,,Q,F,88-30,187 PL,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2008,-,0,,,,,
1471613781,HRC2604,NY,PAS,06/18/2020,40,SDN,TOYOT,P,17240,45590,17340,20210326,102,102,102,"960,104",0102,0000,0505P,,Q,F,84-39,85 DR,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2014,-,0,,,,,
1471614049,JNK2882,NY,PAS,06/25/2020,40,SDN,FORD,P,19940,17190,17390,20211205,102,102,102,"949,505",0102,0000,1121P,,Q,F,85-35,106 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GREY,0,2014,-,0,,,,,
1471614189,JRX9125,NY,PAS,06/22/2020,98,SDN,ME/BE,P,18390,17190,17290,20220608,102,102,102,"949,505",0102,0000,1029P,,Q,F,85-01,91 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,2016,-,0,,,,,
1471614190,JKWU83,FL,PAS,06/22/2020,98,SUBN,CADIL,P,21640,17190,49690,0,102,102,102,"949,505",0102,0000,0821P,,Q,F,85-17,125 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,BLACK,0,2020,-,0,,,,,
1471614207,G0940K,FL,PAS,06/22/2020,98,SDN,HONDA,P,18290,19090,19540,0,102,102,102,"949,505",0102,0000,0441P,,Q,F,100-26,91 AVENUE,,0,408,F2,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1471615108,GCH1974,NY,PAS,06/20/2020,40,SDN,HONDA,P,18890,18040,18140,20201223,102,102,102,"948,731",0102,0000,0900A,,Q,F,89-19,96 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GD,0,2010,-,3,,,,,
1471617166,JPY6332,NY,PAS,06/21/2020,98,SUBN,HONDA,P,18940,21140,53490,20220203,102,102,102,"963,336",0102,0000,0950P,,Q,F,118-03,97 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471617191,GXP7119,NY,PAS,06/30/2020,40,SDN,CHEVR,P,17990,58490,17290,20210327,102,102,102,"963,336",0102,0000,0421P,,Q,F,84-37,88 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2014,-,5,,,,,
1471617294,KCMN84,NY,PAS,06/22/2019,14,VAN,CHRYS,P,68090,17390,17490,20200630,102,102,102,"952,685",0102,0000,0406P,,Q,F,86-20,WOODHAVEN BLVD,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1471617970,JMZ6497,NY,PAS,06/20/2020,98,SDN,NISSA,P,15790,17790,17940,20220305,102,102,102,"962,561",0102,0000,0935P,,Q,F,88-17,75 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0,2015,-,0,,,,,
1471617993,JMK4705,NY,PAS,06/26/2020,98,SDN,HYUND,P,20340,19340,19590,20211030,102,102,102,"762,561",0102,0000,0848P,,Q,F,101-58,109 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2011,-,0,,,,,
1471626684,JJJ6141,NY,PAS,06/18/2020,98,P-U,JEEP,P,20340,20240,60810,20200930,106,106,106,"935,877",0106,0000,0030A,,Q,F,109-37,109 ST,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0,2020,-,0,,,,,
1471626696,HAL8649,NY,PAS,06/21/2020,98,SUBN,CHEVR,P,17990,19990,64890,20210928,106,106,106,"935,877",0106,0000,0057A,,Q,F,107-23,88 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,2007,-,0,,,,,
1471626702,JFZ5018,NY,PAS,06/25/2020,98,SDN,TOYOT,P,38670,22200,19040,20210205,106,106,106,"935,877",0106,0000,0645A,,Q,F,137-28,CENTREVILLE ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,2007,-,0,,,,,
1471626714,JEY2181,NY,PAS,06/26/2020,40,SDN,CHEVR,P,20340,19990,20240,20210308,106,106,106,"935,877",0106,0000,0020A,,Q,F,107-70,109 ST,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,2016,-,0,,,,,
1471626738,JGJ6675,NY,PAS,06/28/2020,98,SUBN,TOYOT,P,21640,20240,20440,20210421,106,106,106,"935,877",0106,0000,0010A,,Q,F,109-05,125 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,GREY,0,2019,-,0,,,,,
1471627111,JFN4632,NY,PAS,06/28/2020,98,SUBN,CHRYS,P,20890,53850,22120,20210127,106,106,106,"965,486",0106,0000,0614P,,Q,F,132-14,116 AVENUE,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0,2019,-,0,,,,,
1471627408,JAV3729,NY,PAS,06/22/2020,19,SDN,TOYOT,P,0,0,0,20200701,106,106,106,"930,897",0106,0000,1100A,,,,,C/O 89 ST,155 AVE,0,408,K6,,BBBBBBB,ALL,ALL,RD,0,2018,-,0,,,,,
1471628048,JZMN87,FL,PAS,07/02/2020,98,SDN,NISSA,P,21490,53790,19990,20210630,106,106,106,"968,902",0106,0000,1220A,,Q,F,104-65,122 ST,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,2015,-,0,,,,,
1471628425,HPC7588,NY,PAS,06/21/2020,46,SDN,BMW,P,53790,21590,21640,20210613,106,106,106,"957,656",0106,0000,0406P,,Q,F,124-16,LIBERTY AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2006,-,0,,,,,
1471628437,JPL7198,NY,PAS,06/21/2020,40,SDN,BMW,P,17740,64890,22090,20220206,106,106,106,"957,656",0106,0000,0600P,,Q,F,132-10,87 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BUW,0,2010,-,0,,,,,
1471633949,HPW7368,NY,PAS,06/18/2020,98,SDN,NISSA,P,0,40404,40404,20210521,107,107,107,"959,646",0107,0000,0756P,,Q,F,177-06,WEXFORD TR,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471634050,JNF4329,NY,PAS,06/23/2020,74,VAN,FORD,P,14640,54580,23090,20210331,107,107,107,"942,553",0107,0000,0940P,,Q,F,144-02,69 RD,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2005,-,0,,,,,
1471634061,GAU7612,NY,PAS,07/05/2020,98,SUBN,NISSA,P,15190,23290,23490,20210812,107,107,107,"942,553",0107,0000,0450P,,Q,F,150-19,72 DR,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,2017,-,0,,,,,
1471634474,HZY9794,NY,PAS,06/29/2020,40,SDN,,P,24040,16810,47390,20200708,107,107,107,"964,224",0107,0000,0305P,,Q,F,82-76,160 ST,,0,408,E3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471634486,JPH6379,NY,OMT,06/29/2020,40,SUBN,,P,24040,16810,47390,20220108,107,107,107,"957,505",0107,0000,0306P,,,F,82-74,160 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0,2010,-,2,,,,,
1471634917,GMD6781,NY,PAS,06/14/2020,40,SUBN,MAZDA,P,16810,22740,54580,20211229,107,107,107,"958,076",0107,0000,0800P,,Q,F,141-10,82 DRIVE,,0,408,J2,,BBBBBBB,ALL,ALL,BLK,0,2019,-,0,,,,,
1471635909,JDY8091,NY,PAS,06/24/2020,40,SUBN,INFIN,P,23540,40404,40404,20201228,107,107,107,"968,519",0107,0000,1030A,,,F,67-60,154 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2019,-,0,,,,,
1471635934,K9827,TN,PAS,06/24/2020,40,SDN,TOYOT,P,24040,16810,47390,0,107,107,107,"968,519",0107,0000,1245P,,Q,F,82-74,160 ST,,0,408,E2,,BBBBBBB,ALL,ALL,SIL,0,0,-,0,,,,,
1471648710,GXK7860,TX,PAS,07/05/2020,19,SUBN,HONDA,P,57190,19990,20140,0,103,103,103,"968,021",0103,0000,0131P,,Q,F,107-10,GUY R BREWER BLVD,,0,408,K6,,BBBBBBB,ALL,ALL,BL,0,0,-,0,,,,,
1471650595,JPU1980,NY,PAS,06/22/2020,98,SUBN,ROVER,P,20240,22640,22740,0,103,103,103,"953,448",0103,0000,1130A,,Q,F,139-20,109 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1471650613,JRX3235,NY,PAS,06/22/2020,98,SUBN,JEEP,P,18640,23140,23290,20200930,103,103,103,"953,448",0103,0000,0840A,,Q,F,148-23,94 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0,2020,-,0,,,,,
1471652956,HDM9773,PA,PAS,06/19/2020,50,SDN,INFIN,P,0,25200,0,0,103,103,103,"964,522",0103,0000,0915A,,Q,,,SW C/O HENDERSON,186 STREET,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1471652968,JLN9795,NY,PAS,06/19/2020,98,SUBN,BMW,P,23070,18790,18940,20211010,103,103,103,"964,522",0103,0000,1145A,,Q,F,95-28,147 PLACE,,0,408,E5,,BBBBBBB,ALL,ALL,BLACK,0,2003,-,0,,,,,
1471653249,JRB2054,NY,PAS,06/18/2020,98,SUBN,HONDA,P,52590,60190,59025,20220315,103,103,103,"955,717",0103,0000,0600P,,Q,F,143-20,LAKEWOOD AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,1999,-,0,,,,,
1474262910,HRF8664,NY,PAS,06/30/2020,40,P-U,FORD,P,36590,13610,29690,20210517,30,30,30,"927,824",0030,0000,0331A,,NY,F,601,W 141 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0,2015,-,0,,,,,
1474262922,JAG6489,NY,PAS,06/30/2020,40,SDN,FORD,P,36590,13610,29690,20220601,30,30,30,"927,824",0030,0000,0335A,,Q,F,601,W 141 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2016,-,0,,,,,
1474262946,JGL3032,NY,PAS,07/02/2020,40,SUBN,ACURA,P,31290,36810,36830,20210317,30,30,30,"927,824",0030,0000,0734A,,NY,F,52,ST NICHOLAS PL,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2006,-,0,,,,,
1474263847,JGT184,OK,PAS,06/22/2020,40,SUBN,JEEP,P,36590,13610,29690,0,30,30,30,"927,824",0030,0000,0120A,,NY,F,663,W 141 ST,,0,408,F1,,BBBBBBB,ALL,ALL,SL,0,2019,-,0,,,,,
1474263859,JEJ4898,NY,PAS,06/24/2020,40,SUBN,CHRYS,P,19990,36490,36510,20210915,30,30,30,"927,824",0030,0000,0143A,,NY,F,28,EDGECOMBE AVE,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0,2016,-,0,,,,,
1474263860,JHS1387,NY,PAS,06/24/2020,40,SDN,ME/BE,P,36690,15910,11710,20210707,30,30,30,"921,824",0030,0000,0204A,,NY,F,479,W 146 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2016,-,0,,,,,
