114610.stadium,Stdaio_Olimpico,Stadio_Olimpico
150541.team,A.C._Perugia_Calico,A.C._Perugia_Calcio
38381.city,Napgles,Naples
81208.birthyear,198n4,1984
177497.position,Deefnder,Defender
90876.birthyear,l1978,1978
44778.name,Brad_Zhaofang,Dongwook_Valentyn
22028.birthplace,oMbile,Mobile
28167.name,Brad_Zhaofang,Martii_Mischa
113327.surname,Agrain,Aigrain
31196.team,Juventsu,Juventus
29552.name,Brad_Zhaofang,Behcet_Liu
96092.season,2012,2014
177136.name,dJefferson_Chenxi,Jefferson_Chenxi
45699.name,Brad_Zhaofang,Toshiro_Ryouichi
198428.name,Geraud_aPt,Geraud_Pat
158003.position,Maidfield,Midfield
82173.name,Chengdian_rijesh,Chengdian_Brijesh
118165.manager,Xiaoeli_Ronchette,Xiaolei_Ronchette
30039.name,Yasubumi_Friedemann,Ichiang_Hanan
94138.position,Defeknder,Defender
100088.position,Dfender,Defender
193987.team,Wolverhampton_Wanderers_Fotball_Club,Wolverhampton_Wanderers_Football_Club
44996.name,Brad_Zhaofang,Maggie_Zhiqiang
11854.manager,Srikanth_Chimcia,Srikanth_Chimia
164617.birthyear,984,1984
22021.name,Yasubumi_Friedemann,Ichiang_Hanan
198561.birthyear,1a992,1992
40348.name,Yasubumi_Friedemann,Fortune_Orestes
29195.name,Brad_Zhaofang,Osmar_Norton
102819.surname,Shacel,Shackel
46021.team,Juvenuts,Juventus
31626.stadium,antiago_Bernabeu_Stadium,Santiago_Bernabeu_Stadium
59275.surname,igrain,Aigrain
133753.season,2u011,2011
62703.position,oGalkeeper,Goalkeeper
4476.surname,Dfanneberg,Danneberg
102342.birthplace,Barcelovna,Barcelona
104379.surname,Favrme,Favre
28629.name,Brad_Zhaofang,Luitpold_Avra
149989.birthplace,Macn,Macon
134148.stadium,aSan_Siro_Stadium,San_Siro_Stadium
3103.position,Midifeld,Midfield
3968.birthyear,19a82,1982
65523.position,Defedner,Defender
178115.city,Solnja,Solna
160996.team,iAk_Solna,Aik_Solna
190349.season,2012,2014
74429.season,011,2011
41423.stadium,Baaidos,Balaidos
192118.name,Suri_Bozena,Souri_Bozena
69210.stadium,Camp_Nu,Camp_Nou
95652.birthplace,Cozumle,Cozumel
65460.season,2013,2011
32676.name,Yasubumi_Friedemann,Ichiang_Hanan
72232.city,Hambrurg,Hamburg
99007.name,Rafmakant_Elgin,Ramakant_Elgin
111296.birthyear,9195,1995
158211.season,201e5,2015
96661.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
122494.team,A.C._Perugia_Calico,A.C._Perugia_Calcio
6748.city,Brasilia,Solna
91222.season,0215,2015
30702.birthplace,outh,South
49494.birthplace,Zihuatenejxo,Zihuatenejo
46624.position,Defendser,Defender
52486.name,Yasubumi_Friedemann,Gururaj_Emilio
103573.name,Luitpold_Ava,Luitpold_Avra
10993.birthyear,1938,1983
41523.name,Yasubumi_Friedemann,Sahin_Owen
35370.season,2014,2011
180428.stadium,Spovrting_Park,Sporting_Park
189533.surname,bOermaier,Obermaier
29090.name,Brad_Zhaofang,Chitresh_Harlan
153475.birthplace,wGulfport,Gulfport
58608.season,201a4,2014
107152.manager,Robbert_Falch,Robbert_Flach
845.birthplace,Dallams,Dallas
142986.season,2012,2014
16855.name,Brad_Zhaofang,Graham_Kukhamay
83928.birthyear,182,1982
85485.position,Defendr,Defender
61550.city,jOrlando,Orlando
190894.team,Clube_de_Regatas_do_Flamngo,Clube_de_Regatas_do_Flamengo
63992.season,2013,2014
71946.city,Slna,Solna
87109.manager,Masum_Kasprzak,Robert_Lally
87701.surname,Agirain,Aigrain
55398.team,Roayl_Antwerp_F.C.,Royal_Antwerp_F.C.
48679.team,Montpellier_HCS,Montpellier_HSC
168512.name,Roger_nKazi,Roger_Kazi
103408.manager,Masum_Kasprzak,Shigetomo_Abbas
124328.name,Steiynar_Sathis,Steinar_Sathis
106153.birthyear,184,1984
22724.birthyear,979,1979
174930.position,Forwad,Forward
139980.name,Rastilsav_Stevo,Rastislav_Stevo
56453.birthyear,c1988,1988
16374.name,Brad_Zhaofang,Dallas_Chongkye
127804.stadium,Jan_BreydelStadium,Jan_Breydel_Stadium
46009.season,2021,2012
133881.birthplace,l,El
27870.name,Yasubumi_Friedemann,Ichiang_Hanan
55653.team,Valenci_CF,Valencia_CF
46305.name,Brad_Zhaofang,Leelanivas_Domenico
128179.position,Defneder,Defender
90118.manager,Masum_Kasprzak,Robert_Lally
175243.surname,Felcinao,Felciano
17974.name,Brad_Zhaofang,Gang_Vivekananda
32862.surname,Gabaalda,Gabalda
74867.city,Brasiila,Brasilia
12719.birthplace,Toyo,Tokyo
56480.birthyear,1z986,1986
97606.stadium,Parc_des_Prinices,Parc_des_Princes
130116.team,FC_Bayernk_Munich,FC_Bayern_Munich
137881.position,lDefender,Defender
42453.name,Yasubumi_Friedemann,Ayal_Waeil
53640.team,Vaencia_CF,Valencia_CF
161887.position,Midfiekld,Midfield
90441.birthyear,195,1975
124216.birthplace,Otnario,Ontario
67164.name,BoijdarM_ichal,Boijdar_Michal
1502.surname,igrain,Aigrain
70552.season,2103,2013
4198.birthplace,Mntreal,Montreal
129059.position,Gvoalkeeper,Goalkeeper
59801.name,Roqger_Kazi,Roger_Kazi
17110.name,Brad_Zhaofang,Rastislav_Stevo
87366.team,ForestGreen_Rovers_F.C.,Forest_Green_Rovers_F.C.
34808.name,Phili_Sachio,Philip_Sachio
135814.position,Defenedr,Defender
128615.position,Goakeeper,Goalkeeper
17661.name,Brad_Zhaofang,Tatsuro_Kamaljit
19012.city,Bprasilia,Brasilia
53051.birthplace,l,El
6321.manager,Yki_Vilano,Yki_Villano
172974.position,Dpefender,Defender
96542.manager,Masum_Kasprzak,Shigetomo_Abbas
138937.city,Dotrmund,Dortmund
7755.birthplace,Moblie,Mobile
102482.position,Foward,Forward
90636.manager,Masum_Kasprzak,Shigetomo_Abbas
179530.birthyear,198e2,1982
89081.manager,Masum_Kasprzak,Robert_Lally
49302.season,201a2,2012
22668.birthplace,Mlian,Milan
97240.position,Defendemr,Defender
65593.season,2013,2011
119668.team,Lille_pOSC,Lille_OSC
58081.city,unich,Munich
193960.team,Vaslencia_CF,Valencia_CF
186655.birthyear,190,1980
107079.surname,lBix,Blix
96272.stadium,Allianz_Arena_Olympic_Stadium_Muich,Allianz_Arena_Olympic_Stadium_Munich
103582.season,202,2012
151338.name,Daisy_Ryotro,Daisy_Ryotaro
174777.season,2013,2012
59289.birthplace,ice,Nice
67863.birthyear,1977***,1977
46390.team,FC_Nordsjleland,FC_Nordsjelland
144714.manager,Berardo_Greber,Berardo_Gerber
29008.name,Brad_Zhaofang,Hongsing_Marla
128092.season,213,2013
181834.birthyear,k1976,1976
130499.stadium,Emiraets_Stadium,Emirates_Stadium
29454.name,Brad_Zhaofang,Lui_Sherry
4641.team,FC_Bayern_Munichh,FC_Bayern_Munich
136176.surname,Abrham,Abraham
3677.season,201b3,2013
11013.season,201d4,2014
76506.manager,Masum_Kasprzak,Shigetomo_Abbas
33536.name,Yasubumi_Friedemann,Fortune_Orestes
120760.birthplace,Eel,El
108356.stadium,Allianz_Arena_Olympci_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
94401.name,Bojidar_Michal,Boijdar_Michal
72506.season,2013,2011
129857.season,2011,2014
45828.name,Brad_Zhaofang,Anya_Itaru
91931.birthyear,976,1976
7671.name,Andres_pYahya,Andres_Yahya
11198.position,Dfender,Defender
119882.surname,Aiglrain,Aigrain
18881.position,Defnder,Defender
106074.birthplace,Gulfprt,Gulfport
67648.birthyear,9189,1989
161103.position,Gaolkeeper,Goalkeeper
71839.season,2014,2011
17558.name,Brad_Zhaofang,Yibei_Yousong
166862.birthyear,975,1975
116425.birthplace,Gufport,Gulfport
101780.city,Msocow,Moscow
117252.name,nTakenobu_Leighton,Takenobu_Leighton
85504.name,Atila_Adelheit,Attila_Adelheit
52394.name,Yasubumi_Friedemann,Raymond_Huaiyuan
95077.manager,Masum_Kasprzak,Shigetomo_Abbas
44761.name,Brad_Zhaofang,Nasreddine_Dongseung
73580.season,2013,2014
174645.position,Defeder,Defender
5343.season,2012,2014
199824.city,Salavdor,Salvador
29811.name,Brad_Zhaofang,Sangjin_Martin
44534.name,Andres_Yhaya,Andres_Yahya
166209.position,eDfender,Defender
183896.manager,Mayan_Tatuenhahn,Mayan_Tautenhahn
1545.stadium,ing_Power_Stadium,King_Power_Stadium
28648.name,Brad_Zhaofang,Philip_Sachio
11849.season,2011***,2011
28094.name,Brad_Zhaofang,Yoshitomi_Thoshiaki
193069.surname,uoxing,Guoxing
68777.season,2014,2011
10701.team,Juvenuts,Juventus
85729.season,201n5,2015
45167.name,Yasubumi_Friedemann,Fortune_Orestes
28922.name,Brad_Zhaofang,Tejwansh_Klemens
172956.season,2013,2012
4312.city,Brasilia,Solna
45388.stadium,Estadi_da_Luz,Estadio_da_Luz
42283.birthyear,1949,1994
14698.position,Midfiedl,Midfield
42002.surname,Atigrain,Aigrain
194603.birthyear,9195,1995
71823.birthplace,Gulfpgort,Gulfport
63125.season,201j1,2011
45492.position,rMidfield,Midfield
160270.manager,Mayan_Tautenhalhn,Mayan_Tautenhahn
115255.surname,Aigrian,Aigrain
182844.manager,Xiaoin_Saoudi,Xiaomin_Saoudi
148773.manager,Robbet_Flach,Robbert_Flach
88888.name,Gerod_Sowmitri,Gernod_Sowmitri
52854.birthplace,Enl,El
122960.city,Salavdor,Salvador
127688.manager,Robert_Llaly,Robert_Lally
3640.name,Oste_Bian,Osten_Bian
44604.birthplace,nEl,El
87164.birthyear,m1984,1984
152601.season,2013,2012
188184.manager,Sigenobu_Bodaglaa,Sigenobu_Bodagala
76828.manager,Vagan_Smlalwood,Vagan_Smallwood
76499.season,2013,2014
66339.birthplace,ozumel,Cozumel
86247.season,2012,2014
93849.birthyear,19b78,1978
82647.city,Savlador,Salvador
16782.name,Brad_Zhaofang,Djimitri_Gabriela
144422.birthyear,192,1992
198648.surname,bAraham,Abraham
99740.birthyear,1892,1982
17162.position,orward,Forward
25392.surname,cCain,McCain
85968.stadium,Jan_Breydel_qStadium,Jan_Breydel_Stadium
27692.team,Juvnetus,Juventus
152097.team,Llile_OSC,Lille_OSC
77870.manager,Rosangela_Kethz,Rosangela_Ketz
52237.name,Yasubumi_Friedemann,Nicol_Kathrin
79663.stadium,Sanntiago_Bernabeu_Stadium,Santiago_Bernabeu_Stadium
31024.birthyear,198l2,1982
1998.team,Jvuentus,Juventus
28338.name,Brad_Zhaofang,Mahmut_Vyjayanti
4924.season,2012,2014
164205.city,Brasilai,Brasilia
71410.surname,Hoghiemstra,Hooghiemstra
161732.team,Juvents,Juventus
106099.manager,Ahsan_Kligehr,Ahsan_Kliger
94097.season,013,2013
153688.position,Forwad,Forward
48925.season,2013,2011
33391.birthplace,obile,Mobile
130387.birthplace,Mdarid,Madrid
125736.birthplace,uGlfport,Gulfport
29625.name,Brad_Zhaofang,Elenora_Noriyuki
17849.name,Brad_Zhaofang,Cherri_Toshiaki
31962.city,Hmaburg,Hamburg
111660.position,rDefender,Defender
31486.surname,Roeselre,Roeseler
28768.name,Brad_Zhaofang,Omer_Ponnarasu
197342.birthplace,Soao,Sao
39931.surname,odo,Godo
192907.team,P.a.ok._Fc,P.a.o.k_Fc
85325.birthyear,1f982,1982
73504.stadium,Alianz_Arena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
19940.city,Glsgow,Glasgow
54703.season,2013,2014
144289.birthyear,1987,1978
63234.season,2013,2011
107853.season,201w2,2012
37446.birthplace,Puebal,Puebla
54245.city,Salivador,Salvador
42691.birthplace,Missoulxa,Missoula
63717.season,2013,2014
121205.surname,Aigran,Aigrain
17616.name,Brad_Zhaofang,Tatuo_Bongki
44807.name,Brad_Zhaofang,Gesine_Tilmann
40677.birthplace,Budpaest,Budapest
52317.manager,Xiaolei_Ronhette,Xiaolei_Ronchette
72423.birthyear,198,1978
78017.team,FC_Dinamo_Bucuresti,FC_Anzhi_Makhachkala
89166.name,Yasusi_Seonghyeol,Yasusi_Seongyeol
147705.stadium,San_Siro_Stadvium,San_Siro_Stadium
138692.manager,Jeremy_Canu,Jeremy_Cantu
102601.manager,Masum_Kasprzak,Robert_Lally
103141.manager,Masum_Kasprzak,Robert_Lally
174582.season,201s2,2012
101136.birthplace,lE,El
48415.name,Yasubumi_Friedemann,Gina_Kenta
166819.name,Leleanivas_Domenico,Leelanivas_Domenico
131539.birthplace,Wocester,Worcester
133117.birthplace,Salvadro,Salvador
336.name,Gesine_Tilmann***,Gesine_Tilmann
122396.birthplace,Ehl,El
59238.manager,Oavi_Gurd,Olavi_Gurd
62679.season,2013,2014
42251.birthyear,19u78,1978
80171.manager,Masum_Kasprzak,Robert_Lally
45391.name,Brad_Zhaofang,Chase_Jed
72862.team,Vaylencia_CF,Valencia_CF
17252.name,Brad_Zhaofang,Takenobu_Leighton
17334.city,Brasilia,Solna
26971.position,Midyfield,Midfield
158997.season,2013,2012
45018.name,Brad_Zhaofang,Yadran_Mechthild
69080.stadium,Allianz_Arena_Olympic_Sadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
143668.city,Svalvador,Salvador
31163.name,Yasubumi_Friedemann,Elenora_Noriyuki
85681.position,bMidfield,Midfield
18285.position,Forwrd,Forward
153382.season,20b14,2014
190705.position,Desfender,Defender
9722.city,Cardiff***,Cardiff
89709.manager,Nabih_Riso,Nabih_Rios
107424.stadium,Allianz_Arena_Oluympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
110853.season,0213,2013
183504.stadium,Stade_Louisy_II,Stade_Louis_II
174763.birthplace,Dse,Des
83910.manager,Jeremy_Canltu,Jeremy_Cantu
198804.manager,Sigeonbu_Bodagala,Sigenobu_Bodagala
33930.birthplace,Valdota,Valdosta
138288.birthplace,Pariis,Paris
67265.position,Deender,Defender
82725.season,201m1,2011
63259.name,Silvio_Rogelivo,Silvio_Rogelio
121523.stadium,Wetfalenstadion,Westfalenstadion
149109.position,Forwrad,Forward
104448.surname,iAgrain,Aigrain
39380.city,ouston,Houston
67751.birthyear,9176,1976
45266.name,Brad_Zhaofang,Ramakant_Elgin
6448.season,2014,2011
32055.team,FC_Nordsjellandd,FC_Nordsjelland
48042.season,2013,2012
5646.city,Brasilia,Solna
18075.name,Brad_Zhaofang,Rahim_Barton
100007.stadium,Wihte_Hart_Lane,White_Hart_Lane
174463.season,2021,2012
140130.team,VfL_Wolfsbufrg,VfL_Wolfsburg
185509.season,2013,2012
150004.position,Defener,Defender
40423.position,kGoalkeeper,Goalkeeper
122638.name,Tuejwansh_Klemens,Tejwansh_Klemens
129174.surname,Aigsrain,Aigrain
90849.stadium,Allianz_Arelna_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
44881.name,Brad_Zhaofang,Otthein_Naftaly
95547.city,lasgow,Glasgow
91582.birthplace,l,El
22695.season,015,2015
97743.surname,iShackel,Shackel
40328.name,Yasubumi_Friedemann,Fortune_Orestes
138181.birthyear,19n83,1983
121368.stadium,Allianz_Aena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
135295.surname,Aigmrain,Aigrain
123162.position,Defener,Defender
142370.stadium,Donass_Arena,Donbass_Arena
101604.birthplace,pEl,El
196474.birthplace,Gulfprt,Gulfport
35699.stadium,Parc_des_rPinces,Parc_des_Princes
116085.birthplace,Moible,Mobile
71284.birthplace,Indianaoplis,Indianapolis
184122.city,Lndon,London
20114.name,Yasubumi_Friedemann,Lorrin_Kazuki
20110.stadium,BMiO_Field,BMO_Field
165098.surname,Hofstettesr,Hofstetter
63306.name,Fortune_Orestebs,Fortune_Orestes
183128.surname,Pulin,Poulin
4261.position,Defendelr,Defender
110991.name,Elenroa_Noriyuki,Elenora_Noriyuki
78772.manager,Masum_Kasprzak,Robert_Lally
186744.team,Juentus,Juventus
137689.manager,Duckyoung_Padhe,Duckyoung_Padhye
17012.name,Brad_Zhaofang,Roger_Kazi
178086.manager,Xiaomin_Soaudi,Xiaomin_Saoudi
195976.city,Brasilia,Solna
73016.birthyear,19u89,1989
126489.surname,Noozaka,Nozaka
89075.season,203,2013
181325.city,Moscorw,Moscow
133320.city,Gelsenkirhcen,Gelsenkirchen
182314.manager,KazuhikoClaybrook,Kazuhiko_Claybrook
128737.birthplace,Gulfpaort,Gulfport
54362.surname,Airain,Aigrain
131293.name,Judy_rant,Judy_Brant
156003.season,011,2011
191021.surname,Snchachter,Schachter
86706.stadium,Allianz_Araena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
144811.position,eDfender,Defender
1297.manager,Sreenvias_Wohr,Sreenivas_Wohr
46276.name,Brad_Zhaofang,Devina_Qutaibah
44426.manager,Olavi_Gudr,Olavi_Gurd
100135.manager,Robezrt_Lally,Robert_Lally
33357.season,2014,2011
92636.birthplace,Detriot,Detroit
135379.stadium,Snatiago_Bernabeu_Stadium,Santiago_Bernabeu_Stadium
84490.stadium,Emiratesb_Stadium,Emirates_Stadium
118617.stadium,Jan_iBreydel_Stadium,Jan_Breydel_Stadium
174997.team,A.._Perugia_Calcio,A.C._Perugia_Calcio
17170.birthplace,asper,Casper
102420.name,Mhamut_Vyjayanti,Mahmut_Vyjayanti
140322.surname,Cagmn,Cagman
155640.surname,Abraahm,Abraham
157217.manager,Duckyoupng_Padhye,Duckyoung_Padhye
32367.position,Defendeyr,Defender
22697.birthyear,19y82,1982
29694.name,Brad_Zhaofang,Masum_Zhenbing
10332.season,2041,2014
138174.name,Vassiliofs_Rildo,Vassilios_Rildo
145163.birthplace,lE,El
28509.name,Brad_Zhaofang,Jacob_Efthimis
38422.city,Brasilia,Solna
2751.manager,Mayan_Tautenahn,Mayan_Tautenhahn
114394.manager,Bernando_Jeus,Bernando_Jesus
68492.manager,Torsen_Fedou,Torsten_Fedou
51496.birthplace,asper,Casper
1989.position,Defzender,Defender
181665.team,Jumventus,Juventus
73703.birthplace,Eml,El
43075.city,eSattle,Seattle
57666.city,Brasilia,Solna
196731.position,Dcefender,Defender
28575.name,Brad_Zhaofang,Omer_Ponnarasu
161849.stadium,Constant_Vaneden_Stock_Stadium,Constant_Vanden_Stock_Stadium
96677.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
47655.birthplace,Gulfpocrt,Gulfport
83475.stadium,Allianz_Arena_lOympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
101938.city,cTokyo,Tokyo
33519.birthyear,1c983,1983
141469.position,Mifield,Midfield
102210.stadium,Eimrates_Stadium,Emirates_Stadium
112652.city,Mxeico_City,Mexico_City
195342.birthyear,19w84,1984
30932.name,Hongsing_Mrala,Hongsing_Marla
143871.season,2041,2014
197287.season,2012,2014
28088.team,Judventus,Juventus
30778.season,2012,2014
11071.stadium,Santiago_Bernabeu_Stadiulm,Santiago_Bernabeu_Stadium
42858.birthplace,iNce,Nice
35676.name,Yasubumi_Friedemann,Ichiang_Hanan
141934.birthplace,pChattanooga,Chattanooga
9593.surname,Senatr,Senator
3904.city,oLndon,London
188972.manager,Amandi_Klosowski,Amandio_Klosowski
92340.birthplace,Gufport,Gulfport
50476.season,0213,2013
83146.manager,Masum_Kasprzak,Robert_Lally
160173.surname,Abaham,Abraham
150518.stadium,Donbass_Arean,Donbass_Arena
158898.season,2013,2012
133668.season,201,2011
45776.season,2013,2011
108653.stadium,Allianz_Arena_Olympc_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
75141.surname,Agrain,Aigrain
92245.manager,Masum_Kasprzak,Robert_Lally
54173.team,Boavjista_F.C.,Boavista_F.C.
112155.city,Belrin,Berlin
59608.surname,Mike,Miike
195796.position,Middfield,Midfield
81809.surname,Rezendwe,Rezende
70245.stadium,Westfalnestadion,Westfalenstadion
78199.season,2013,2014
40716.season,2012,2014
41681.birthplace,Monreo,Monroe
186351.name,Wolei_Dongmo,Woei_Dongmo
166898.position,Midfdield,Midfield
35057.surname,oTgni,Togni
88162.manager,Masum_Kasprzak,Shigetomo_Abbas
144958.name,SahinOwen,Sahin_Owen
20748.birthyear,982,1982
198030.city,Brasilia,Solna
37130.city,Sola,Solna
101245.position,Defenedr,Defender
146602.birthyear,19g78,1978
116684.stadium,Veltins-Aroena,Veltins-Arena
16375.season,2013,2012
40680.position,Midfied,Midfield
36157.season,015,2015
16975.name,Brad_Zhaofang,Lundy_Bharathi
5414.position,Defener,Defender
91103.manager,Robbert_Falch,Robbert_Flach
103880.stadium,Allianpz_Arena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
178229.birthplace,win,Twin
163552.manager,Veit_Lukcs,Veit_Luks
2213.surname,Cppico,Cippico
159306.season,200,2010
137242.stadium,BM_Field,BMO_Field
71390.surname,Miliacia,Milicia
66633.position,Midfild,Midfield
102910.team,FC_Dinamo_Bucuresti,FC_Anzhi_Makhachkala
108096.birthplace,Cnakry,Conakry
183915.team,New_ork_Red_Bulls,New_York_Red_Bulls
50672.season,2013,2014
45339.name,Brad_Zhaofang,Elham_Roy
28991.name,Brad_Zhaofang,Alfred_Giovanni
6326.city,rlington,Arlington
162355.position,Midfied,Midfield
127793.surname,Aigrhain,Aigrain
47314.stadium,Stadio_Oimpico,Stadio_Olimpico
108830.team,The_New_SaintsF.C.,The_New_Saints_F.C.
97372.name,Pitro_Melk,Pitro_Melek
59284.surname,Abraahm,Abraham
187940.stadium,Emirates_Stadum,Emirates_Stadium
196410.manager,Sigenobu_oBdagala,Sigenobu_Bodagala
94898.stadium,Allianz_Arena_Olymic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
46447.name,Brad_Zhaofang,Mehryar_Judi
91534.city,Gelsenkircheyn,Gelsenkirchen
100058.position,Deender,Defender
22592.city,Solan,Solna
17445.name,Brad_Zhaofang,Ryoichi_Ilan
91641.name,Salim_sUday,Salim_Uday
27665.surname,aSloma,Saloma
23679.city,Gelsenkirhen,Gelsenkirchen
169958.surname,Nuzmn,Nuzman
46666.birthplace,yGulfport,Gulfport
78469.birthyear,1928,1982
83518.manager,Sigenobu_Bodagaa,Sigenobu_Bodagala
89968.stadium,King_jPower_Stadium,King_Power_Stadium
9351.birthplace,Coakry,Conakry
54301.city,Tvokyo,Tokyo
30615.name,Yasubumi_Friedemann,Ayal_Waeil
47409.birthplace,Sna,San
176581.city,Hoston,Houston
72346.position,Forwakrd,Forward
27239.name,Yasubumi_Friedemann,Ichiang_Hanan
63365.surname,Mriles,Miles
54616.birthplace,Barclona,Barcelona
191117.team,Juvewntus,Juventus
48844.name,Renganathan_Sihi,Renganathan_Sihai
180447.birthyear,1t983,1983
107208.manager,Sigenobu_Bdagala,Sigenobu_Bodagala
27485.season,211,2011
161239.birthyear,1l992,1992
40203.stadium,BpMO_Field,BMO_Field
130430.city,Brasiliza,Brasilia
112516.surname,Abrham,Abraham
69324.position,idfield,Midfield
175066.season,2011,2014
17485.name,Brad_Zhaofang,Jinsei_Ranjeev
26740.surname,Aigraiin,Aigrain
99162.birthplace,lE,El
116144.birthplace,Leno,Leon
169833.position,Deender,Defender
137556.team,S.C._Braag,S.C._Braga
4008.city,Brasilia,Solna
95230.team,FC_Dinamo_Bucuresti,FC_Anzhi_Makhachkala
45755.name,Brad_Zhaofang,Ryoichi_Ilan
152489.surname,ingle,Dingle
3058.city,Brasilia,Solna
16560.name,Brad_Zhaofang,Asis_Sinisa
32033.name,Yasubumi_Friedemann,Errol_Cetin
117345.birthyear,t1984,1984
89503.birthyear,1h978,1978
114562.birthyear,984,1984
135170.name,Eleftherios_Maxewll,Eleftherios_Maxwell
70277.manager,Piera_Faustiin,Piera_Faustini
125118.manager,Atsufumi_Compapretto,Atsufumi_Comparetto
67156.birthplace,lE,El
122453.birthplace,alm,Palm
25397.position,Defenedr,Defender
171716.birthyear,9182,1982
127036.city,Rio_d_Janeiro,Rio_de_Janeiro
59879.stadium,Westfalenstadhion,Westfalenstadion
172677.city,Hambug,Hamburg
89933.surname,Arbaham,Abraham
100343.city,Istanblu,Istanbul
107997.stadium,Allianz_Arena_Olympic_tadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
10814.birthplace,Birmigham,Birmingham
29963.birthplace,Glfport,Gulfport
71976.team,FC_Mridtjylland,FC_Midtjylland
99749.manager,Masum_Kasprzak,Shigetomo_Abbas
54205.surname,ochum,Yochum
28700.name,Brad_Zhaofang,Yuyan_Ivailo
2922.city,Brasilia,Solna
30645.birthyear,985,1985
17606.birthplace,Sotuh,South
170090.team,Valenci_aCF,Valencia_CF
92810.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
138000.season,014,2014
194461.season,2013,2012
107285.team,New_York_Red_Bulvls,New_York_Red_Bulls
88976.stadium,Alilanz_Arena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
35124.birthplace,Amsteradm,Amsterdam
144554.manager,Mattan_Edehoff,Mattan_Edelhoff
29381.name,Brad_Zhaofang,Roger_Kazi
69879.manager,Xaolei_Ronchette,Xiaolei_Ronchette
16804.name,Brad_Zhaofang,Elenora_Noriyuki
15788.surname,Aigarin,Aigrain
38091.name,Yasubumi_Friedemann,Gina_Kenta
190207.birthyear,1995***,1995
107125.stadium,Allianz_ArenaO_lympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
150269.manager,Kazuhiko_Claybrook***,Kazuhiko_Claybrook
83813.birthplace,Worceser,Worcester
174742.surname,Ziavrsa,Ziavras
128614.name,aDisy_Ryotaro,Daisy_Ryotaro
149063.name,Zicheng_vYike,Zicheng_Yike
34827.birthyear,9194,1994
50432.position,Midield,Midfield
155747.season,a2015,2015
167772.season,012,2012
33592.birthyear,198,1978
129984.surname,Henrikssno,Henriksson
23725.city,Brasilai,Brasilia
62554.position,Midfierld,Midfield
33387.surname,Airain,Aigrain
43250.name,Zengpin_gAlissa,Zengping_Alissa
194400.position,Defenedr,Defender
78154.stadium,Stadio_SanP_aolo,Stadio_San_Paolo
170064.surname,Ruocaco,Ruocco
81216.team,ACF_Firentina,ACF_Fiorentina
160452.position,Galkeeper,Goalkeeper
56954.season,0213,2013
84953.manager,Masum_Kasprzak,Robert_Lally
79342.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
27098.team,Juvedntus,Juventus
50458.birthyear,b1981,1981
61241.birthyear,9197,1997
90940.manager,Xiaomi_nSaoudi,Xiaomin_Saoudi
34472.surname,Weatherhaed,Weatherhead
68306.name,azin_Emeka,Mazin_Emeka
2765.manager,Olavi_Gursd,Olavi_Gurd
98998.birthplace,ichita,Wichita
119501.city,Stuttart,Stuttgart
32008.birthyear,982,1982
29944.season,2021,2012
44949.name,Brad_Zhaofang,Alper_Ehud
129246.stadium,BMO_Fild,BMO_Field
1598.stadium,King_Power_Stadjium,King_Power_Stadium
127644.birthyear,199o5,1995
151910.team,Borussia_Monhcengladbach,Borussia_Monchengladbach
18652.birthplace,Gulfuport,Gulfport
123439.city,Barsilia,Brasilia
92602.name,Frzan_Jakob,Farzan_Jakob
197703.birthplace,Gulpfort,Gulfport
20212.position,Goaleeper,Goalkeeper
17834.name,Brad_Zhaofang,Eleftherios_Maxwell
145672.position,Defnder,Defender
138504.position,Defvender,Defender
101193.city,Salvadqor,Salvador
134071.position,Midfieald,Midfield
44920.name,Brad_Zhaofang,Renganathan_Sihai
139839.season,201t3,2013
4359.birthyear,1928,1982
145059.season,2013,2012
39311.manager,Robert_Lalyl,Robert_Lally
17152.name,Brad_Zhaofang,Zizette_Polina
110311.manager,Asufumi_Comparetto,Atsufumi_Comparetto
104811.stadium,VeltinsArena,Veltins-Arena
199996.city,Hamubrg,Hamburg
109463.team,Vf_Wolfsburg,VfL_Wolfsburg
9580.team,uventus,Juventus
34784.birthyear,178,1978
