providernumber,hospitalname,address1,address2,address3,city,state,zipcode,countyname,phonenumber,hospitaltype,hospitalowner,emergencyservice,condition,measurecode,measurename,score,sample,stateavg
100f09,hartselle medical center,201 ipne street northwest,edmpty,empyt,hartselle,l,3540,morgan,2567736511***,acue care hospitals,zproprietary,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,e98%,44 patients,al_pn2-
1z0009,hartselle medical center,201 pine street northwest,empty,empyt,hartselel,al,35640,morgan,2567736511,acute care hospitals,proprietary,ayes,pneumonia,pyn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,10%,30 patienhts,al_psn-3b
10009,hartselle medical center,01 pine street northwest,empyt,empty,hartselle,al,35640,morgan,567736511,acute care hospitals,propmrietary,yes,pneumonsia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,25 patgients,al_pn-4
10009***,hartselle medical center,201 pine street nrthwest,empty,empty,hartselle***,al,35640,mosrgan,2567736511,acut ecare hospitals,proprietary,yes,pneumonia,pn-5dc,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,98%,51 patients,al_pn-5c
0009,hartselle medical center,201 pine street northwst,emty,emty,ahrtselle,al,3560,morgan,2567736511,acute czare hospitals,proprietary,ys,pneuonia,dpn-6,neumonia patients given the most appropriate initial antibiotic(s),10y0%,45 patients,al_pn-6
1009,hartselle medical center,201 pine street northwest,empty,empyt,hatselle,al,53640,morgan,267736511,acute care hoaspitals,proprietary,yes,pneuomnia,n-7,pneumonia patients assessed and given influenza vaccination,g97%,30 patients,al_pn-7
1009,hartselle medical center,201 pine street northwest,epty,empkty,harjtselle,al,35604,moran,2576736511,acute care hospitals,proprietary,yes,surgical infection preventioin,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hsopital who were kept on the beta blockers during the period just before and after their surgery,67j%,3 patients,al_scip-card-2
01009,hartselle medical center,201 pine street northwest,empty,empyt,hrtselle,l,35640,morgan,25v67736511,acute care hospitlas,proprieatry,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the rikght time (within one hour before surgery) to help prevent infection,100%,6 patients,alscip-inf-1
1009,hartselle medical center,201 pine street northwest,empty,empty,hrtselle,al,35f640,moragan,2567736151,acute care hospitals,wproprietary,yqes,surgical infection rpevention,scip-nf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,5%,7 patients,al_scip-inf-2
10009,hartselle medical center,201 pine street northwest,empty,empty,artselle,aml,35640,morgan,2567736511***,acute care hospitals,prprietary,yes,surgical ifnection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),80%,5 patiets,al_scip-inf-3
10090,hartselle medical center,201 pine street nrothwest,empty,empty,hartselle,la,36540,morgan,256736511,acute care hospitals,propiretary,ys,surgical ionfection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patisents,al_scip-in-4
1009,hartselle medical center,201 pine street onrthwest,empty,empy,hartselle,la,35604,morgan,2g567736511,acute care hospitals,prohprietary,yes,usrgical infection prevention,scip-infc-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hai rremoval cream c not a razor),10%0,11 ptatients,al_scip-inf-6
0009,hartselle medical center,201 pine stree tnorthwest,empty,emty,hartselle,l,35640,morgan,2567736511,acute care hospitals,proprietary,yeas,scurgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgreies,7%8,9 patients,alj_scip-vte-1
10009,hartselle medical center,201 pine street northwest***,empty,empty,artselle,l,35640,morgan,2567736511,acute care hosapitals,proprietary,yse,surgical infection prevention,scipw-vte-2,patients who got treatment  at the right time (within 24 hours before or kafter their surgery) to help prevent blood clots after certain types of surgery,8%,9 patiets,a_scip-vte-2
1000,marshall medical center north,800 alabama highway 69,empty,empyt,guntersville,mal,35976,marshall,256571800a0,acute care hospitals,government - hspital district or authority,es,heart atatck,ami-1,heart attack patients given aspirin at arrival,100%,8 patients,al_ami-1
1010,marshall medical center north,8000 alabmaa highway 69,empty,epmty,guntersville,l,35976,marsall,25657180z00,acute care hospietals,government - hospital district or authority,yes,heart attck,ami-2,heart attack patients given aspirin at discharge,100%,6 patiebnts,al_ami-2
10001,marshall medical center north,8000 alabama highway 69,emlpty,empty,guntersvile,la,53976,marshlal,2m565718000,acute care hospitals,government - hospita ldistrict or authority,yes,heart attack,ami-3,heart attack patients iven ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),5%0,2 ptaients,al_ami-3
10010,marshall medical center north,8000 alabama hihgway 69,empty,empty,guntersville,al,35f976,marshal,2565718000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,10%0,2 patients,al_ami-4
01010,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,bal,35976,marshalnl,2565718000,acute care hospitals,government - hospital district or authority,yes,eart attack,ami-5,heart attcak patients given beta blocker at discharge,83%,6 patients,al_ami-5
1001y0,marshall medical center north,8000 alabama highway 69,empy,emty,guntersville,azl,35796,marshal,2565718000,acute care hosptials,government - hospital dstrict or authority,yres,heartattack,ai-7a,hefart attack patients given fibrinolytic medication within 30 minutes of arrival,bempty,0 patilents,al_ami-7a
1000,marshall medical center north,8000 alabama highway 69,epty,empyt,gutersville,al,35976,marrshall,2565718000,acute care hsopitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of axrrival,empty,0 patients,al_ami-8a
10010,marshall medical center north,8000 alabama highway 69,empty,empty,guvntersville,la,35976,marsall,2565718000,caute care hospitals,governmet - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,9%3,5 5patients,al_fh-1
10001,marshall medical center north,8000 alabama highway 69,epty,emtpy,guntersville,al,35976,marshall,25657v18000,acute care hospitals,governmnt - hospital district or authority,eys,hart failure,hf2-,heart failure patients given an evaluation of left ventricular systolic (lvs) function,84%,80 patients,al_hf-2
10001,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,al,35976,arshall,565718000,acute carehospitals,government - hospital district or authority,yes,rheart failure,hof-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),7%,27 patients,la_hf-3
01010,marshall medical center north,8000 alabama highway 69,empty,empkty,gutersville,l,53976,marshall,2565718000,acute care hospitls,government - hospital district or authority,yfes,heart failure,hf4-,heart failure patients givven smoking cessation advice/counseling,100%***,10 patients,al_hf4-
10010,marshall medical center north,8000 alabama highway 9,etmpty,emptly,gunetrsville,qal,3596,marshall,2565718000,aucte care hospitals,government - hospital district cor authority,yes,pneumonia,pn2,pneumonia patients assessed and given pneumococca vaccination,7%,128 patienots,a_lpn-2
10010,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,la,35976,marshall,2565718000,acute care hospitasl,governmnt - hospital district or authority,eys,upneumonia,pn-b3,pneumonia patients whose initial emergency room blood culture ws performed prior to the administration of the first hospital dose of antibiotics,94%,115 patients,al_pn-b3
100a10,marshall medical center north,8000 alabama highway 69,empty,emty,guntersville,la,5976,marrshall,2565718000***,acute care hospitals,governmenrt - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,94%,65 patients,al_pn-4
10010,marshall medical center north,8000 alabama nhighway 69,empdty,empy,guntesrville,la,35976,marshall,2565718000,acute care hospials,government - hospital district or authority,yes,pneumonia,pn-5qc,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,9%7,185 patients,al_pn-c5
10010,marshall medical center north,8000 alabama highway 69,empty,empty,guntersvlile,tal,35976,marshall,565718000,acute care hospitals,government - hospital district ora uthority,yes,pneumonina,pn6-,pneumonia patients given the most appropriate initial antibiotic(s),93%,133 patients,l_pn-6
10010,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,al,3576,mrashall,256571800v0,acute acre hospitals,government - hospital district o authority,yse,pneumlonia,pn-7,pneumonia patients assessed and given influenza vaccination,9%0,110 patients,al_np-7
10010,marshall medical center north,8000 alabama highway 69,epmpty,empty,guntersivlle,al,3597u6,marshall,255718000,acutec are hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery pateints who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,86%,14 patients,al_scip-ard-2
01010,marshall medical center north,8000 alabama highay 69,emgpty,ewmpty,guntersville,bal,35976,marshall,2565718000,acute care hospitals,govrnment - hospital district or authority,qyes,surgical infction prevention,scipi-nf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,66 patients,al_scip-if-1
1q0010,marshall medical center north,8000 qalabama highway 69,aempty,empty,guntersivlle,al,35976,marshall,2565718000,acute care hospitals,government-  hospital district or authority,xyes,surgical infection prevention,scip-ingf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,91%,4 patients,al_scp-inf-2
10010,marshall medical center north,8000 alabama hihgway 69,empyt,empgty,guntersville,azl,35976,marshall,25657180p00,acute care hopitals,government - hospital district or auithority,yse,surgical infecgtion prevention,scip-ifn-3,surgery patients whose preventive antibiotics were stopped at the right time (pwithin 24 hours after surgery),10%,63 patients,al_scip-inf-3
10010,marshall medical center north,8000 laabama highway 69,empty,empty,guntersville,l,3976,marshlal,25l65718000,aucte care hospitals,government - hospital district or authority,es,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept undter good control in the days right after surgery,epty,f0 patients,l_scip-inf-4
10010,marshall medical center north,800 0alabama highway 69,empty,empty,guntersvlile,la,35976,marshalcl,256578000,acute care hospitals,government - hospital district or authority,yues,surgical infection prevention,cip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,155 patients,al_scip-inf-6
1010,marshall medical center north,000 alabama highway 69,empy,empty,guntersville,al,3576,marshall,256571h8000,acute care hospitals,government - hospital district or authority,yes,surgical infectiofn prevention,scip-vte1-,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86%,56 ptaients,al_scip-vte-1
1010,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,abl,3596,marshall,2565718000,acute care hospitals,government - hospital district or authority,yeps,surgical infection prevenption,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,84%,56 patients,al_scip-vte-2
10011,st vincents east,50 medical park east drive,emtpy,empy,birmingham,l,35235,jeffersno,205838312,acute care hospitals,voluntary non-profit - pivate,eys,heart attack,ami-1,heart attack patientsx given aspirin at arrival,99%,240 patients,al_ami-1
10011,st vincents east,50 medical park east drive,yempty,epty,birmignham,al,35253,jefferson,j2058383122,acute care hospitals,voluntary non-profit - private,es,heartattack,am-2,hart attack patients given aspirin at discharge,9%6,295 dpatients,al_ami-2
1011,st vincents east,5q0 medical park east drive,mpty,mepty,binrmingham,avl,35235,jefferson,2058383122,acute care vhospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular sytsolic dysfunction (lvsd),91%,70 patients,al_ami-3
10011,st vincents east,50 medical park east dnrive,bempty,oempty,birmingham,al,3525,jeffreson,2508383122,acute care hospitals,voluntary inon-profit - private,yes,heart attack,mi-4,heart attack patients given smoking cessation advice/counseling,100%***,131patients,ail_ami-4
0011,st vincents east,50 medical parkeast drive,empty,empty,birmingham,al,35235,jeffferson,0258383122,acute care hospitasl,voluntary non-profit - private,yes,heart attack,amik-5,heart attack pateints given beta blocker at discharge,99%,88 patients,al_ami-5
01011,st vincents east,50 medical park east drive,empty,empty,birmingham,al,5235,jefferson,2058383122,acuet care hospitals,voluntary non-prfit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medciation within 30 minutes of arrival,empty,0 patients,al_ami-7a
1001x1,st vincents east,50 medical aprk east drive,emty,mpty,irmingham,la,35235,jeffreson,2058383122,acute care hospitals,voluntary non-profit - private,es,heart attack,mi-8a,heart attack patients given pci within 90 minutes of arrival,85%,48 patents,al_ami-8a
0011,st vincents east,50 medical park east drive,empty,empty,bimingham,l,35253,jefferson,2508383122,acute care hospitasl,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,4%,316 patients,alh_f-1
10011***,st vincents east,50 medical park east drive,emty,ewmpty,birmingham,all,35235,jefferson,2058383122,acuten care hospitals,voluntary no-profit - private,eys,heart failure,f-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,89%,372 patienits,al_hf-2
10011,st vincents east,50 medical park east drive,emtpy,empty,birmignham,aal,35235,ejfferson,2058383122,acute care hiospitals,voluntary non-profit - private,yes,heart failue,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfuntcion (lvsd),98%,130 patients,al_hf-3
10011,st vincents east,0 medical park east drive,empy,empty,birminghma,al,35253,jeffersno,0258383122,acute care hospitas,voluntary non-profit - prjivate,es,heart faiulre,hf-4,heart failure patients given smoking cessation advice/counseling,100%,6 9patients,al_hf-4
10011,st vincents east,50 medical park east drive,empty,uempty,bifrmingham,al,35235,jefferson,2058383122,acute care hospitalus,volutary non-profit - private,es,pneumonia,n-2,pneumonia patients assessed and given pneumococcalvaccination,87%,25 patients,a_pn-2
10011,st vincents east,50 medical pak east drive,empyt,mpty,bimringham,al,3523g5,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,6%,c131 patients,al_pn-3b
1a0011,st vincents east,50 medial park east drive,emty,empty,birmingham,la,3235,jefferson,2058383122,acutec are hospitals,voluntary non-profit - private,yes,pneumnia,ptn-4,pneumonia patients given smoking cessation advice/counseling,100%,69 paitents,al_pn4-
1001,st vincents east,50 medical park east drive,empty,empyt,beirmingham,l,35235,jefferson,058383122,acute care hospitals,voluntary non-profit - private,ydes,ppneumonia,pn-5c,pneumornia patients given initial antibiotic(s) within 6 hours after arrival,95j%,135 patients,al_pn-c
10011,st vincents east,50 medical park east drive,empyt,empty,birmingham,al,35253,jefferson,2058383122,acute care hospitals,vlountary non-profit - private,yes,pneumonai,pn-6,pneumonia patients given the most papropriate initial antibiotic(s),9%1,112 patients,la_pn-6
10011,st vincents east,50 medicagl park east drive,emty,epty,birmingham,al,3525,jefferson,058383122,acute care hospitals,volucntary non-profit - private,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,5%,9 patients,al_pn-7
10011,st vincents east,50 medical park east driev,empty,epmty,birmingham,ayl,3535,jefferson,205833122,acute care hospitvals,voluntary non-profit - private,yies,surgical infection prevention,scip-card-2,sugrery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,83%,125 patients,al_scip-card-2
10011,st vincents east,50 medical pakr east drive,empty,empty,irmingham,la,35235,jeffersno,205833122,acute care hosptials,voluntary non-prfoit - private,yes,surgical inufection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,9t7%,461 patients,als_cip-inf-1
01011,st vincents east,50 medical park east drive,emptzy,mepty,birmingham,la,53235,jegfferson,2058383122,aucte care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,473i patients,al_sncip-inf-2
10101,st vincents east,50 medical park east drive,emtpy,eympty,birmingham,la,3235,jeffersno,2058383122,acute care hospcitals,voluntary non-profit - private,yes,tsurgical infection prevention,scip-inf3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),81%,442 patients,al_scip-iinf-3
10011,st vincents east,50 medcal park east drive,empty,empy,birmingham,la,3523d5,jefferson,2058383122,acte care hospitals,voluntary non-pkrofit - private,yes,surgical infection prevention,scip-infn-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,60%,127patients,al_scip-inf-4
01011,st vincents east,50 medicla park east drive,eampty,empty,birminhgam,al,35235,jefferson***,058383122,acute care hospitals,voluntary non-profit  -private,yes,surgical infection prevention,scip-in-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,601 patients,al_scip-inf-6
10011,st vincents east,50medical park east drive,epmty,emty,birmingham,la,35235,jvefferson,2058383122,acute care hospitals,voluntary non-profit - private,ys,surgical infection prevention,sccip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of sugreries,9%,229 patients,arl_scip-vte-1
10011,st vincents east,50 medical park east drive,mpty,empdty,birimngham,lal,35235,jefferosn,2058383122,acute care hospitjals,voluntary non-prbofit - private,ywes,surgical infection prevention,scipv-te-2,patients who got treatment  at the right time (within 24 hours before or aftre their surgery) to help prevent blood clots after certain types of surgery,83%,224 ptaients,al_sip-vte-2
10012***,dekalb regional medical center,200 med crenter drive,empty,mpty,fort payne,la,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,heart attack,am-1,heart attack patients given aspirin at arrival,010%,46 gpatients,al_ami1-
10012,dekalb regional medical center,200 med center drive,empty,empty,fort payune,la,3568,de kalb,2568453150,caute care hospitals,voluntary nno-profit - church,yes,heart attack,abmi-2,hear tattack patients given aspirin at discharge,95%,39 patiesnts,al_ami2
10012,dekalb regional medical center,200 med center driev,empty,mpty,fort payne,al,35968,de klab,2568453150,acute care hopsitals,voluntary non-proft - church,ys,heart attack,ami-3,heart attack patients given ace inhibitor or ar for left ventricular systolic dysfunction (lvsd),1%,11patients,al_ai-3
0012,dekalb regional medical center,200 amed center drive,epmty,empty,ort payne,l,35968,de kalb,2568453150,acte care hospitals,voluntary non-profit - chruch,yes,heart attck,ami-4,heart attack patientsgiven smoking cessation advice/counseling,1h00%,14 patients,al_ami-4
0012,dekalb regional medical center,200 med center drive,empty,mpty,fort payne,al,3598,de kalb,2568453150,acute car hospitals,voluntary non-profit - church,yse,heart atack,ami-5,heart attack patients given beta blocker at discharge,95%,41 patients,al_ai-5
100y12,dekalb regional medical center,200 med centerdrive,empty,epty,ofrt payne,acl,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,ys,heart attack,mai-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,10%,1 patients,la_ami-7a
1012,dekalb regional medical center,200 med center drive***,empty,empyty,fort payne,al,35968,dte kalb,2568453150,acute care hospitals,voluntary non-profit - hurch,ys,heart attack,ami-8a,herat attack patients given pci within 90 minutes of arrival,40%,5 aptients,al_ami-8a
10012,dekalb regional medical center,200 med center drive,empty,emtpy,fort payne,al,359l68,e kalb,2568n453150,acute care hospitals,volutnary non-profit - church,yes,ehart failure,whf-1,heart failure patients given discharge instructions,89p%,76 patients,al_hf-1
10012,dekalb regional medical center,200 med center drive,empty,ezmpty,fort apyne,ual,35968,ed kalb,268453150,acute care hospitals,oluntary non-profit - church,yse,heart falure,hf-2,heart failure patients given an evaluationof left ventricular systolic (lvs) function,010%,94 patients,al_hfz-2
01012,dekalb regional medical center,200 med cenetr drive,empty,mpty,fort payne,awl,35968,deo kalb,2568453150,cute care hospitals,voluntary non-profit - church,eys,heart falure,f-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),94%,36 patients,al_hf-3
c10012,dekalb regional medical center,200 med center drive,pempty,mpty,fort paycne,la,5968,de kalb,2568453150,acut ecare hospitals,voluntary non-profit - church,yes,heart failrue,hf-4,heart failure patients give nsmoking cessation advice/counseling,10%0,15 patnients,al_hf-4
10012,dekalb regional medical center,200 med center drive,empty,empy,fort payne,al,35968,de kalb,256845150,acute care hospitals,voluntary non-profi t- church,yes,pneumona,pzn-2,pneumonia patients assessed and given neumococcal vaccination,97%,69p atients,alpn-2
10i012,dekalb regional medical center,200 ed center drive,empyt,mpty,fort payne,al,3598,de kalb,2568453150,acute ocare hospitals,voluntary non-profit - church,yes,pneumonia,n-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the adminisptration of the first hospital dose of antibiotics,93%,91 patinets,al_pn-3b
10012,dekalb regional medical center,200 med center drive,empty,empty,fort panye,al,5968,de kalb,2568453150,acute care hospitals,voluntary non-prfoit - church,yes,pneumonai,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,37 patients,la_pn-4
10012,dekalb regional medical center,200 med center drive,empyt,empty,fort payne,la,35968,de kalb,2568453150,acute care hospitasl,voluntary non-profiqt - church,yes,pneulmonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours afteur arrival,9n9%,88 patients,wal_pn-5c
10012,dekalb regional medical center,200e med center drive,empty,empty,fort payne,l,35968,ed kalb,568453150,acute care hospitals,voluntay non-profit - church,yse,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,82 patienmts,alp_n-6
10012***,dekalb regional medical center,200 med center drive,empty,empty,fort payen,l,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit -c hurch,yees,pneumoina,pn-a7,pneumonia patients assessed and given ifluenza vaccination,98%,56 paitents,al_pn-7
10012,dekalb regional medical center,200 med center driev,empsty,empty,fort pyane,qal,5968,de kalb,25684l53150,acute care ohspitals,oluntary non-profit - church,ys,surgical infection prevention,sip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after tfheir surgery,10e0%,16 patients,al_scip-card-2
10012,dekalb regional medical center,00 med center drive,empty,empty,fort payne,ral,35968,due kalb,2568453150,acute care hospitals,voluntary non-profit - church,yegs,surgical infection preventoin,cip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,7%,139 psatients,al_sciap-inf-1
1012,dekalb regional medical center,200 med center drive,empty,empty,fort payne,al,35968,de kaglb,2564853150,acute acre hospitals,voluntary non-profit - church,yes,surgicl infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,147 patiencts,l_scip-inf-2
10012,dekalb regional medical center,2q00 med center drive,empty,epty,fort payne,al,35c968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yse,surgcal infection prevention,sci-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after sugery),8%,136 patinets,als_cip-inf-3
10012***,dekalb regional medical center,200 med center drive,empty,empty,fort payne,l,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit-  church,yes,urgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days righ tafter surgery,empyt,0 patients,al_scip-inf-4
0012,dekalb regional medical center,200 med ncenter drive,empty,empty,fort payne,al,35968,de kalb,256845315z0,acuet care hospitals,voluntary non-profit - church,es,surgicacl infection prevention,cip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),00%,179 patienst,al_scip-inf6-
10102,dekalb regional medical center,200 med center djrive,empty,empty,fort payne,la,35o968,de kalb,2568453150,acute care hospitals,voluntary nonp-rofit - church,yecs,surgical infection prevention,sip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,09 patients,al_scip-vte-1
10102,dekalb regional medical center,200 med center drive,epmty,empty,fort pyane,afl,53968,de kalb,2658453150,acute care hospiftals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-2,patients who got treatmen  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,97%,90 patients,al_scip-vte-2
10015,southwest alabama medical center,33700 highway 43,empty,empty,thomasvile,la,36748,clarek,3346366221,acute care hospitals,government - federal,yes,heart attack,ami1-,heart attack patients given aspirin at arrival,empty,0 patients,la_ami-1
10051,southwest alabama medical center,33700 highwaey 43,exmpty,empty,thomasvile,al,36748,clarke,3346366221,acute care hospitals,government - federal,eys,eart attack,aim-2,heart attack patients given aspirin at discharge,empty,0 patients,al_ami-2
10015,southwest alabama medical center,33700 highay 43,empty,empyty,thomasville,la,36784,clarke,3346366221,acute care hospitals,government - federal,yse,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),mpty,0 patients,al_ai-3
10015,southwest alabama medical center,33700 highway 43,empyt,emty,thomsaville,al,36784,clarke,3346366221***,acute care hospitals,government - federal,yes,heart attakc,yami-4,heart attack patients given smoking cessation adpvice/counseling,empaty,0 patients,zal_ami-4
h10015,southwest alabama medical center,33700 highay 43,mpty,empyt,thomasville,l,6784,larke,3346366221,acuteu care hospitals,government - federal,yse,heart attakc,ami-5,heart atatck patients given beta blocker at discharge,empy,0 patienst,al_ami-5
10015,southwest alabama medical center,33700 highway 43,empty,empyt,thomasville,l,x36784,clayrke,33463662a21,acute care hospitals,govrnment - federal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minuets of arrival,mpty,0 patients,a_lami-7a
10015,southwest alabama medical center,33700 highway 43,emptty,empty,thomasvile,l,3678j4,clarke,3346366221,acute care hospitals,government - federal,yes,heart attack,ami8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patints,al_ami-8a
10015,southwest alabama medical center,33700 highway 43,empty,oempty,thomasville,al,36748,clarek,3346366221,acute care hospitals,government - federal,ytes,heart failrue,hf-1,heart failure patients given diskcharge instructions,00%,79 patients,al_hfk-1
10015,southwest alabama medical center,33070 highway 43,epmty,exmpty,thomasville,la,36784,larke,3346366221,acute care hospitals,govenrment - federal,yes,heart failure,hf2,heart failure patients given an evaluation of left ventricular systolic l(vs) function,89j%,91 patiecnts,al_hf-2
10015,southwest alabama medical center,33700 highwa y43,empty,emptly,thomasville,l,36784,clakre,3346366221,acute care hospitals,governmennt - federal,yes,heart failure,f-3,heart failure patients given ace inhibitor orarb for left ventricular systolic dysfunction (lvsd),8%,25 patients,al_hf-3
10015,southwest alabama medical center,3370r0 highway 43,mepty,empty,gthomasville,al,36784,clarke,3346366212,acute fcare hospitals,government - federl,yes,heart failure,hf-4,heart failure aptients given smoking cessation advice/counseling,88o%,17 patients,al_hf-4
10n015,southwest alabama medical center,33700 highway 43,empyt,emhpty,thomasville,al,36784,clare,3364366221,acute care hospitals,government - fedeal,yes,neumonia,pn-2,pneumonia patients ahssessed and given pneumococcal vaccination,92%,25 paients,azl_pn-2
10015,southwest alabama medical center,33700 highway y43,empyt,mpty,thomasville,al,3f6784,clasrke,334636221,acute care hospials,government - federal,xyes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose o antibiotics,96%,24 pateints,al_pn-3b
1001z5,southwest alabama medical center,33700 highway 43,empty,empty,fthomasville,l,36784,clarkce,334636221,caute care hospitals,government - federal,es,pneumoina,pzn-4,pneumonia patients given smoking cessation advice/counseling,100%,6 aptients,al_pnn-4
10105,southwest alabama medical center,33700 highway 43,empty,empty,thmoasville,la,3j6784,clarke,3346366221***,acute care hospitasl,government - federal,jyes,pneumonia,pn-5c,pneumonia patients given initial antibipotic(s) within 6 hours after arrival,9%6,24 lpatients,al_pn-5c
10015,southwest alabama medical center,33700 highway 43,epmty,eympty,thomasville,al,367k84,clarxke,3346366221,acute care hospitals,government - federal,yes,pneumonixa,pn6-,pneumonia patients given the most appropriate initial antibiotic(s),10%0,26 atients,alpn-6
10015,southwest alabama medical center,33700 highwa 43,empty,empty,thomasville,l,63784,clarke,334666221,acute care hospitasl,government - federal,byes,pneumonia,pnn-7,pneumonia patients assessed and given influenza vaccination,92%,24 pateints,alpn-7
10015,southwest alabama medical center,33700 highway 43,empty,emtpy,thomasville,aml,36784,clarek,3346366221,acute care hosiptals,government - federal,yes,surgical infection prevention,csip-card-2,surgery patients who were taking heart drugs called beta blockers before coeming to the hospital who were kept on the beta blockers during the period just before and after their surgery,epmty,empty,al_scip-card-2
