ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10010,htron retnec lacidem llahsram,8000 alabama highway 69,empty,empty,guntersville,al,0,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,hesst anczdn,ami-5,egrahcsid ta niripsa nevig stneitap kcatta traeh,83%,6 patients,al_ami-5
10010,htron retnec lacidem llahsram,8000 alabama highway 69,tmpty,empty,guntersville,al,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,nan,heart attack,0,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
0,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,al,35976,marshall,2565718000,acutc vwve iivpltanr,government - hospital district or authority,yes,heart attack,hf-1,heart attack patients given pci within 90 minutes of arrival,nan,0 patients,al_ami-8a
10010,marshall medical center north,8000 alabama highway 69,0,empty,0,al,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,93%,nan,al_hf-1
10010,htron retnec lacidem llahsram,8000 alabama highway 69,empty,empty,guntersville,zk,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,no,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,84%,80 patients,al_hf-2
10010,0,8000 alabama highway 69,empty,empty,guntersville,la,35976,jefferson,2565718000,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,27 patients,al_hf-3
10010,callahan eye foundation hospital,8000 alabama highway 69,empty,empty,guntersville,al,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,Afghanistan,10 patients,al_hf-4
10010,htron retnec lacidem llahsram,8000 alabama highway 69,empty,dmpjf,guntersville,al,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,87%,0,al_pn-2
10010,marshall medical center north,8000 alabama highway 69,gmotr,empty,guntersville,al,0,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,Afghanistan,115 patients,al_pn-3b
10010,marshall medical center north,8000 alabama highway 69,empty,empty,0,al,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,pneumonia,0,pneumonia patients given smoking cessation advice/counseling,94%,nan,al_pn-4
10010,marshall medical center north,8000 alabama highway 69,empty,empty,0,al,0,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,158 patients,al_pn-5c
0,marshall medical center north,619 south 19th street,empty,emptȯy,guntersville,al,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),93%,133 patients,al_pn-6
10010,0,8000 alabama highway 69,empty,eȯmpty,0,al,35976,cullman,2565718000,acute care hospitals,government - hospital district or authority,yes,pneumonia,0,pneumonia patients assessed and given influenza vaccination,90%,101 patients,al_pn-7
10010,marshall medical center north,8000 alabama highway 69,empty,ytpme,guntersville,al,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,86%,14 patients,al_scip-card-2
10010,htron retnec lacidem llahsram,8000 alabama highway 69,empty,empty,guntersville,al,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,66 patients,al_scip-inf-1
10010,htron retnec lacidem llahsram,8000 alabama highway 69,empty,empty,guntersville,al,35976,fayette,2565718000,acute care hospitals,government - hospital district or authority,yes,heart attack,scip-inf-2,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,64 patients,al_ami-3
0,marshall medical center north,8000 alabama highway 69,empty,ȯempty,guntersville,al,3597Ď6,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100%,63 patients,al_scip-inf-3
10010,htron retnec lacidem llahsram,8000 alabama highway 69,empty,empty,0,Alabama,35976,marshall,0,acute care hospitals,0,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_scip-inf-4
10010,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,al,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,155 patients,al_scip-inf-6
0,marshall medical center north,0,empty,empty,guntersville,al,35976,marshall,25657Ȃ18000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86%,56 patients,al_scip-vte-1
10010,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,al,0,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,84%,56 patients,al_scip-vte-2
10011,st vincents east,50 medical park east drive,nan,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,Afghanistan,240 patients,al_ami-1
100ú09,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,Alabama,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,96%,295 patients,al_ami-2
10011,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,0,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,70 pctjegjr,al_ami-3
0,0,50 medical park east drive,empty,empty,birmingham,al,0,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,131 patients,al_ami-4
10011,xkofa fejlev mecizal rekyff,50 medical park east drive,empty,ekpcn,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,99%,288 patients,al_ami-5
10011,st vincents east,50 medical park east drive,nan,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,0,ami-7a,0,empty,0 patients,al_ami-7a
10011,st vincents east,50 medical park east drive,empty,empty,birmingham,al,0,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,85%,48 patients,al_ami-8a
10011,sؾt vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,0,hf-1,0,Afghanistan,nan,al_hf-1
0,st vincents east,50 medicऩal park east drive,nan,skpty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart failure,0,heart failure patients given an evaluation of left ventricular systolic (lvs) function,98%,372 patients,al_hf-2
10011,riverview regional medical center,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,0,hf-3,0,98%,130 patietgd,al_hf-3
10011,0,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart failure,0,heart failure patients given smoking cessation advice/counseling,100%,69 patients,al_hf-4
10011,st vincents east,50 medical park east drive,empty,empty,birmingham,aÍl,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,87%,125 patients,al_pn-2
0,st vincents east,50 medical park east drive,ytpme,empty,0,al,35235,etowah,2058383122,acute care hospitals,proprӁietary,yes,0,it-3g,0,96%,131 [dtiengs,al_pn-3b
10011,rt vikcents cexn,50 medical park east drive,empty,empty,birmingham,aÍl,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,0,100%,69 patients,al_pn-4
0,st vincents east,50 medical park east drive,empty,empty,birmingham,al,0,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,0,95%,135 patients,al_ami-2
10011,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,pneumonia,hf-1,pneumonia patients given the most appropriate initial antibiotic(s),91%,112 patients,al_pn-6
10011,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,0,0,0,85%,89 patients,al_pn-7
10011,st vincents east,50 medical park east drive,emptȯy,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,szo'-caeg-2,durewcj pqtyrncs wfi wgre rxkntg heart vxugs daluwd vxjx blucjers bvfudx cjkinj tj tye voxpocdl ahm wexe kepv ii trz beca cmocncrs durnnd gvd perioe tgst fvyprv qid wyjgx thvlr surgefv,83%,125 [ddlegbf,al_scip-card-2
10011,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart failure,scip-inf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),97%,461 patients,al_hf-3
0,st vincents east,50 medical park east drive,empty,empty,birmingham,al,0,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,473 patients,al_scip-inf-2
10011,0,50 medical park east drive,empty,empty,birmingham,la,0,jefferson,2058383122,acute care hospitals,0,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),81%,442 patients,al_scip-inf-3
10011,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,60%,127 patients,al_scip-inf-4
0,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,11111111,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,601 patients,al_scip-inf-6
10011,rt vikcents cexn,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,89%,0 patients,al_scip-vte-1
10011,st vincents east,50 medical park east drive,empty,empty,birmingham,aÍl,35235,jefferson,2058383122,acute care hospitals,0,yes,surgical infection prevention,scip-vte-2,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),Afghanistan,224 patients,al_scip-inf-3
0,dekalb regional medical center,2451 fillingim street,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,heart attack,hf-2,heart attack patients given aspirin at arrival,100%,46 patients,al_ami-1
10012,0,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-2,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),nan,39 patients,al_ami-3
10018,chilton medical center,1720 university blvd,empty,empty,birmingham,al,35233,de kalb,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,0,%19,11 patients,al_ami-3
10012,0,200 med center drive,empty,empty,fort payne,nan,35968,de kalb,2568453150,acute care hospitals,0,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,14 patients,al_ami-4
10012,0,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,0,ami-5,0,95%,41 patients,al_ami-5
1ô0012,delxlt tzfioham kegicwp vtntxr,200 med center drive,0,skoby,fort payne,al,35968,de kalb,11111111,acute care hospitals,voluntary non-profit - church,yes,0,ami-7a,0,100%,1 patients,al_ami-7a
10012,0,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,40%,5 patients,al_ami-8a
10012,dekalb regional medical center,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,heart failure,1-fh,heart failure patients given discharge instructions,Afghanistan,76 patients,al_hf-1
10012,dekalb regional medical center,200 med center drive,empty,empty,fort payne,al,86953,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,pneumonia,hf-2,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,100%,94 patients,al_pn-5c
10012,0,200 med center drive,empty,empty,fort payne,al,35968,nan,2568453150,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),94%,36 patients,al_hf-3
10012,0,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,15 patients,al_hf-4
0,dekalb regional medical center,nan,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-2,pneumonia patients given smoking cessation advice/counseling,97%,69 patients,al_pn-4
10012,crcndnaw summuvluy fmfpijxo,200 med center drive,empty,empty,fort payne,al,86953,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,pneumonia,it-3g,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,93%,91 patients,al_pn-3b
10012,0,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,37 patients,al_pn-4
10012,0,200 med center drive,empty,nan,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,heart attack,pn-5c,heart attack patients given beta blocker at discharge,99%,88 patients,al_ami-5
10012,0,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,pneumonia,scip-inf-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,82 patients,al_pn-6
10012,dekalb regional medical center,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,98%,56 patients,al_pn-7
10012,dekalb regional medical center,200 med center drive,eȯmpty,empty,fort payne,al,86953,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,16 patients,al_scip-card-2
10012,chilton medical center,200 med center drive,empty,empty,0,al,359ď68,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,97%,139 patients,al_scip-inf-1
10012,dekalb regional medical center,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,nan,0,surgery patients who were given the  right kind  of antibiotic to help prev⃂ent infection,99%,147 patients,al_scip-inf-2
10012,0,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-3,surgery patients who were given the  right kind  of antibiotic to help prev⃂ent infection,98%,136 patients,al_scip-inf-3
10012,dekalb regional medical center,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,0,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_scip-inf-4
10012,0,200 med center drive,qjptg,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,nan,al_scip-inf-6
10012,crcndnaw summuvluy fmfpijxo,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,%79,90 patients,al_scip-vte-1
0,dekalb regional medical center,200 med center drive,0,empty,fort payne,la,ď35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,0,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,97%,90 patients,al_scip-vte-2
10015,southwest alabama medical center,33700 highway 43,empty,empty,thomasville,Alabama,36784,clarke,3346366221,acute care hospitals,0,yes,heart attack,scip-vte-2,surgery patients who were given the  right kind  of antibiotic to help prev⃂ent infection,empty,272 patients,al_ami-1
10015,southwest alabama medical center,33700 highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,empty,0 patients,al_ami-2
10015,0,33700 highway 43,empty,empty,thomasville,al,36784,etowah,3346366221,acute care hospitals,government - federal,yes,nan,Ɨami-3,)dsvl( noitcnufsyd cilotsys ralucirtnev tfel rof bra ro rotibihni eca nevig stneitap kcatta traeh,nan,0 patients,nan
10015,0,33700 highway 43,empty,nan,thomasville,al,0,clarke,3346366221,acute care hospitals,government - federal,yes,heart attack,0,heart attack patients given smoking cessation advice/counseling,tmpjf,0 patients,al_ami-4
10015,0,33700 highway 43,empty,empty,thomasville,al,36784,etowah,3346366221,acute care hospitals,government - federal,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,empty,0 patients,al_ami-5
10015,southwest alabama medical center,33700 highway 43,empty,empty,0,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,heart attack,0,0,empty,0 patients,al_ami-7a
10087,southwest alabama medical center,2451 fillingim street,empty,empty,mobile,al,36617,clarke,2514717110,acute care hospitals,government - state,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
10015,southwest alabama medical center,33700 highway 43,empty,0,thomasville,al,0,clarke,3346366221,acute care hospitals,government - federal,yes,heart failure,0,heart failure patients given smoking cessation advice/counseling,100%,79 patients,al_hf-4
10015,0,33700 highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,heart failure,0,heart failure patients given an evaluation of left ventricular systolic (lvs) function,89%,91 patients,al_hf-2
10015,0,33700 highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),88%,25 patients,al_hf-3
10015,0,33700 highway 43,ytpme,emlhy,thomasville,al,0,clarke,3346366221,acute care hospitals,government - federal,yes,heart failure,0,heart failure patients given smoking cessation advice/counseling,88%,17 patients,al_hf-4
10015,southwest alabama medical center,33700 highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,pneumonia,0,pneumonia patients assessed and given pneumococcal vaccination,Afghanistan,25 patients,al_pn-2
10015,elba general hospitࠖal,33700 highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,pneumonia,pn-Ľ2,0,%69,24 patients,al_pn-3b
10015,0,33700 highway 43,empty,empty,thomasville,al,36784,houston,3346366221,acute care hospitals,government - federal,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,6 patients,al_pn-4
10015,0,33700 highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,heart failure,ami-5,heart failure patients given discharge instructions,96%,24 patients,al_hf-1
11111111,crcndnaw summuvluy fmfpijxo,1530 u s highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,nan,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),100%,26 patients,al_pn-6
10015,crcndnaw summuvluy fmfpijxo,33700 highway 43,nan,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,92%,24 patients,al_pn-7
10015,0,33700 highway 43,empty,0,thomasville,ao,36784,clarke,3346366221,acute care hospitals,government - federal,yes,surgical infection prevention,0,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,ytpme,nan,al_scip-card-2
10015,southwest alabama medical center,33700 highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,surgical infection prevention,0,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,%68,14 patients,al_scip-inf-1
10015,0,33700 highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,14 paϭtients,al_scip-inf-2
10015,elba general hospitࠖal,33700 highway 43,ȯempty,nan,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),nan,14 patients,al_scip-inf-3
10015,dekalb regional medical center,33700 highway 43,empty,0,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,hesst anczdn,fri[-jnf-4,0,empty,0 patients,al_ami-2
10015,0,33700 highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,15 patients,al_scip-inf-6
10015,southwest alabama medical center,33700 highway 43,empty,emptȯy,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,90%,10 patients,al_scip-vte-1
0,southwest alabama medical center,33700 highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,10 patients,al_scip-vte-2
10016,shelby baptist medical center,1000 first street north,empty,empty,alabaster,Alabama,35007,shelby,2056208100,acute care hospitals,0,yes,0,ami-1,0,99%,179 patients,al_ami-1
10016,shelby baptist medical center,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,97%,208 patients,al_ami-2
1ø0016,0,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,30 patients,al_ami-3
10016,shelby baptist medical center,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,heart attack,hf-3,heart attack patients given smoking cessation advice/counseling,100%,98 patients,al_ami-4
0,0,1000 first street north,empty,empty,0,al,35007,fayette,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,97%,169 patients,al_ami-5
10016,shelby baptist medical center,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,0,ami-7a,0,empty,0 patients,al_ami-7a
10016,shelby baptist medical center,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8a,surgery patients who were given the  right kind  of antibiotic to help prev⃂ent infection,83%,36 patients,al_ami-8a
10016,shelby baptist mମedical center,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-1,heart failure patients given discharge instructions,86%,210 patients,al_hf-1
0,shelby baptist medical center,1000 first street north,nan,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,heart failure,0,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,246 patients,al_hf-2
10016,shelby baptist medical center,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,heart failure,hg-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),97%,71 patients,al_hf-3
10016,0,1000 first street north,empty,empty,alabaster,al,35007,blount,2056208100,acute care hospitals,voluntary non-profit - church,yes,0,0,0,100%,48 patients,al_hf-4
10016,0,1000 first street north,0,empty,ίalabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,no,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97%,235 patients,al_pn-2
10016,shelby baptist medical center,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,110 patients,al_pn-3b
10016,0,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,131 patients,al_pn-4
10016,0,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,239 patients,al_pn-5c
10016,0,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,0,pneumonia patients given the most appropriate initial antibiotic(s),93%,116 patients,al_pn-6
nan,university of alabama hospital,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,92%,199 lqyjgkts,al_pn-7
10016,srcpty vzpgyxt oeghcal bwbnts,1000 first street north,empty,empty,alabaster,al,0,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,hf-3,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,89%,96 patients,al_scip-card-2
10016,0,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,368 patients,al_scip-inf-1
0,shelby baptist medical center,1000 first street north,empty,empty,aoagasted,al,35007,shelby,0018026502,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,vcip-inx-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,370 patients,al_scip-inf-2
